stars,review,district,governorate
5,"أنا سعيد جدا بخدمة التموين لأنها بتقدم خدمات ممتازة وبأسعار معقولة. أقدر الجهد المبذول لتحسين حياة الناس وتوفير سبل الراحة لهم, وأوصي الجميع بتجربة الخدمات المتاحة. شكرا جزيلا على هذا العمل الرائع!",مكتب الأمل للمغاربة,أسيوط
3,"أنا مش راضي خالص على خدمات التموين فى القليوبية, هما بيقدموا حاجة كويسة بس مش تمام! لو كنت مسؤول هغير النظام كله عشان الناس تاخد حقها كويس.",مؤسسة طيبة للأغذية,القليوبية
4,أنا سعيد جدا بتقديم هذه الفرصة لتقديم تعليقات حول خدمات التموين التي تقدمها الحكومة المصرية. أعتقد أنه من المهم بالنسبة للمواطنين التعبير عن آرائهم وأفكارهم لتحسين الخدمات المقدمة لهم. أتمنى أن يكون هذا المشروع ناجحا وأن يتم الاستماع إلى كل التعليقات والعمل عليها لتحقيق أفضل النتائج الممكنة لجميع المصريين.,مكتب التموين السعيد,الإسكندرية
3,أنا سعيد جدا بوجودي هنا! لقد كنت أستخدم هذا التطبيق منذ فترة طويلة وهو حقا رائع. إنه سهل الاستخدام ولديه الكثير من الميزات التي تجعله أفضل تطبيق مراسلة على الإطلاق. أقدر كثيرا الجهود المبذولة لجعل هذا البرنامج متاح للجميع. شكرا جزيلا لكم جميعا.,مكتب جمعية التغذية الصحية,سوهاج
3,"أنا مش بحب خدمتي دي خالص, لأنها دايما متأخرة وعندي شغلانة ومش قادرة أطبخ حاجة كويس. لو عندي خيار هغيرها حالا!",مكتب الأمل,الإسماعيلية
3,"أنا مش راضيين على الخدمة, احنا بنحتاج أحسن من كده عشان نقدر نستمتع بالخدمة ونقدر نقضي وقت ممتع مع العائلة والأصدقاء. لو عايزين نطور البلد لازم نشوف حلول أفضل.",جمعية سواعد مطروح,مطروح
1,"أنا مش سعيد بالمطعم ده خالص, إنه كل يوم متأخر وأحيان يكون مفيش طعام أصلا! أنا عايز حقي.",مكتب الطعام الخيري,الإسكندرية
3,"أنا بعتاب على خدمات التموين في مرسى مطروح, لأنها مش كويسة جدا ولا تستحق الخمس نجوم اللي بنعطيها لهم! لازم يتحسنوا عشان نقدر نثق فيهم ونعتبرهم موثوقين.",مكتب زهران للضيافة,مطروح
3,"أنا مش راضيا جدا على الخدمة, لأن الطعام دايما بيتخرب وبالكثير من الأحيان بيستهلك قبل الوقت المحدد. أتمنى لو يتحسن الوضع قريبا.",مكتب نور الخير,كفر الشيخ
5,"أنا راض جدا على خدمات التوزيع في القليوبية, إنها ممتازة فعلا! ربنا يكرمهم ويكرموها كمان.",مكتب إطعام القليوبية,القليوبية
3,"أنا بعتبر خدمتكم كويسة جدا, لكن مش كويس إنها متوقفش كتير أوي. أنا بحتاجها كثير وأحيانيا يكون عندي شغل متأخر ومش قادر أحصل عليها. أتمنى أنهم يعملوا على تحسين الجودة وسرعة التوصيل.",اتحاد مطبخ الحياة,الجيزة
4,"أنا بعتبر خدمة التموين في القاهرة كويسة, لكن مش زيها زي المحافظات التانية. أنا بشوف إنه ممكن يكون أفضل لو كان فيه تنوع أكتر في الأطعمة المتاحة وبأسعار معقولة.",مكتب التموين,القاهرة
5,أنا سعيد جدا بخدمة التموين لأنها ممتازة وعاشت مصر! كل يوم بيحصل تغيير للأفضل وأنا مش عارف أقول إيه شكرا على هذا المجهود الرائع! #مصر_تبهرنا دائما,مكتب الأمل,الإسماعيلية
4,"أنا سعيد جدا بتلقي خدمتك الممتازة وأقدر كل الجهود المبذولة لتحسين الخدمات الحكومية, ولكن هناك بعض المشاكل البسيطة التي تحتاج إلى اهتمام مثل تأخر التوصيل وعدم التواصل الجيد مع العملاء. أتمنى أن يتم حل تلك المشكلات قريبا حتى أتمكن من الاستمتاع بخدماتكم بشكل أفضل. شكرا جزيلا على دعمكم المستمر.",جمعية بيسترو للطعام,البحيرة
2,"أنا عايز أقول إن خدمة التموين دي مش كويسة خالص, أنا بحاول أستغلها عشان أحصل على الحاجات اللي محتاجاها بس للأسف مفيش فايده, كل مرة ألاقي نفس المشكلة - نقص المواد الغذائية! لازم يتحسن الوضع ده لأن الناس جعانين ومش قادرة تستحمل أكثر!",جمعية مطبخ المنصورة,الدقهلية
1,"عايز أقول لك إنك مش فاهم حاجة, يا أخي! أنا أتناول الطعام مرتين في الأسبوع بس, ومش قادر أعيش بدونه أصلا! لكن المشكلة الحقيقية هي الموظفين اللي بيخدمونا هنا. هما بيتعاملوا معانا كأننا حيوانات, ولا حتى بيشكرونا على الأقل!",جمعية مطبخ المنصورة,الدقهلية
2,"أنا مش راضي على الخدمات التموينية اللي بنحصل عليها في القاهرة, لأن دايما بتأخر ونخسر الحاجات الأساسية في البيت. لو الحكومة هتحسن الوضع ده هيبقا أفضل بكتير.",مكتب الطعام الصحي,القاهرة
1,"أنا مش فاهم الموضوع كويس, لكن ممكن أقول إن خدمة التموين بتعمل حاجات كتير غلط! الناس اللي بتستلم الحاجات دي لازم يكونوا أكثر احترافية في التعامل مع المواطنين. لو الحكومة هتعمل أي تغييرات على النظام ده, أنا متفائل أنها هتكون أفضل للأفضل.",مكتب الأغذية الصحي,الغربية
3,"أنا مش راضيا خالص على خدمات التموين دي, اللي بتقدم لنا الأكل ده! أنا عايز أكل كويس وبسرعة, مش عايز أكتر من كدة!",مكتب سندس للتغذية,الدقهلية
2,"أنا جايحة, مواطن مصرى عايش فى مدينه طنطا بمحافظة الدلتا. النهاردة هكتب تعليقا على خدمه التوصيل فى محافظتنا عبر فيسبوك. للأسف, دى الخدمه مش كويسة خالص. اتعاملوا معايا بطريقة وحشانى وبهدلونى, وكان لازم أطلب حاجات كتير عشان أحصل عليها. فى المجمل, ده تقييمى للخدمه وهو 2/5. لو كان ممكن أغير التقييم, كنت سأعطيه صفر/10. أتمنى أنهم يفهموا اللى بيحصل",مكتب التموين الحضري,دمياط
2,"أنا مش راضيين خالص عن خدمات التموين في المحافظة, بجد حاجة لازم تتحسن أوي! بنشوف الناس بتعمل إيه عشان تحصل على حصصها التموينية, ومش معقول كده كله يحصل عليه بسهولة وبسرعة. لو الحكومة هتخلف تاني, هيكون ده السبب الرئيسي!",مكتب نور الخير,كفر الشيخ
2,"أنا مش راضيين على الخدمة دي, بنشتكي منها كتير لكن مفيش فايدة! الخدمات اللي بتقدمها شبه معدومة خالص. إحنا لازم نتحرك ونطالب بحقوقنا عشان نقدر نعيش بكرامة.",مكتب التعاون الغذائي,الشرقية
5,"أنا سعيد جدا بخدمة التموين في محافظتنا, لأنها فعلا بتعمل كويس. أنا بستخدمها دايما وأجد أنها مريحة وسهلة الاستخدام. شكرا على كل المجهود اللي بتموه ده!",جمعية حياه طيبة,القاهرة
2,"أنا مش راضي خالص على خدمات التموين دي, بقاله كتير سنين وناس البحر الأحمر بتتعطل منها. لو احنا بنقول الحقيقة, هي كانت كويسة قبل كده بس دلوقتي بقت فظيعة ومش عارفين نأكل ولا لأ!",الجمعية المصرية لتغذية الأسرة,البحيرة
4,"أنا سعيد جدا بخدمة التوصيل في محافظتنا, لكن أحيانا يكون توصيل الطلب متأخر قليلا. أتمنى لو كان بإمكانهم تحسين ذلك علشان نقدر نستمتع بالخدمة بشكل أفضل.",مكتب الأغذية الصحية,البحيرة
4,"أنا سعيد جدا بخدمة التموين في المحافظة, لكن للأسف بعض الأوقات بتكون بطيئة شوية ومش عارفة السبب! أتمنى أنها تتحسن وتتحللى اكتر عشان نقدر نستفيد منها أكتر.",مكتب الأغذية الصحية,البحيرة
1,"أنا مش راضيا على خدمت التونة في الاسماعيلية, لأنها دايما متأخرة وبتدفع كتير جدا. أتمنى لو يتحسن الوضع عشان نقدر نستمتع بالطعام مع بعض.",مكتب التموين الخير,الإسماعيلية
2,"أنا مش راضيا على خدمتك يا وزارة التموين! كل شهر بنستلم نص كيلو سكر وبيكون فيه عيوب, وبنشتكي ونرجع تاني نستلم الكمية التانية بعد أسبوعين! ده لو حصل أصلا. مش عارفين ناكل ولا نعمل حاجة! احنا شعب عايز يعيش كويس ومش عاوز نبقى ضحايا لحاجات زي دي!",مكتب التغذية,السويس
2,"أنا مش راضيا على الخدمات التموينية اللي بنحصل عليها في محافظتنا, رغم إنها بتحصل بشكل منتظم لكن الجودة بتتقطع برة كل مرة. احنا محتاجين نعمل تغيير ونوفر الحاجات الأساسية للناس الغلابة اللي بيستعملوا الدعم ده عشان يعيشوا يومهم.",مكتب الشروق للطعام,الشرقية
4,"أنا سعيد جدا بهذه الخدمة لأنها توفر لي الطعام كل يوم في المنزل, لكن أحيانا يكون الطلب متأخر شوية. أتمنى لو يتم تحسينه قريبا.",شركة طه للتنمية المستدامة,سوهاج
3,"أنا بعتقد إن خدمة التموين دي مش كويسة خالص, هي بتوفر الحاجات الأساسية للناس بس بأسعار غالية جدا. لو كانت أرخص شوية كان أفضل.",مكتب سمسمة للتوريد,السويس
4,"أنا مش راضي تمامًا على خدمات التموين في الجيزة, أنا أعطيها أربعة من الخمسة علشان أقدر أتحمل وأبقى قادر على العيش. ولكن لو كانت أحسن شوية هكون سعيد جدا.",مكتب زهراء,الجيزة
3,"أنا معجب جدا بخدمة التموين في محافظتي, لكن للأسف هي ليست على المستوى المطلوب بعد. أتمنى لو يتحسن الوضع وتتحسن الخدمات أكثر وأكثر عشان نقدر نستمتع بحياتنا بشكل أفضل. شكرا لك!",اتحاد مطبخ الحياة,الجيزة
2,"أنا مش عارفة أعمل إيه, ولكن أنا حاولت أستخدم هذا البرنامج ده عشان أتكلم مع الناس وأفيدهم على أحسن وجه ممكن. للأسف, لم يكن لدي أي خبرة مسبقة في استخدام مواقع التواصل الاجتماعي ولا أعرف كيف أكتب تعليقات جيدة على الخدمات الحكومية. أتمنى لو كان عندي وقت لتعلم المزيد عن التكنولوجيا والتواصل الإجتماعي! لكن حتى كده, أنا هحاول أساعد قدر الإمكان. شكرا لك على اهتمامك ودعمك.",مكتب سندس للتغذية,الدقهلية
2,"أنا مش فاهم كويس خدمة التموين, بس سمعت عنها أنها بتوفر الأكل للناس اللي محتاجين. لكن للأسف تجربة لي كانت سيئة جدا, كان الطعام ده مليان حشرات وبقايا أكل قديمة. أتمنى لو يكونوا أحسن شوية في التعامل مع الناس ومحددين المواعيد بشكل أفضل علشان نقدر نثق فيهم ونقدر نستمتع بالخدمة دي.",جمعية الواحة للتغذية,السويس
3,"أنا مش عارف أقول ايه, لكن بصراحة لازم نحل مشكلة توزيع الطعام ده, لأن الناس بتتعطش أكتر من كده.",مكتب غذاء المحافظة,الدقهلية
2,"أنا عايز أقول إن خدمات التموين بتتأخر جدا, ومش عارفين نحدد مواعيد التسليم الصحيحة, وكل مرة بنوصل للزبون بنقول إنه لازم ييجي يستلم بنفسه, وهو مش قادر على ذلك! ده غير إنهم بيشحنوا حاجات كتير غلط وناس كثيرة بتسحب طلبات متأخرة جدا. الحاجة الوحيدة اللي بتحب الناس فيها هي أنهم بيسلموا الطلبات بطريقة منظمة وباستخدام أكواد معينة علشان يتجنبوا السرقة والاحتيال. بس للأسف الشديد, كل هذا مش موجود هنا!",جمعية الواحة للتغذية,السويس
3,"أنا جربت خدمة التموين دي قبل كده, كانت كويسة لكن مش زي الأول, يعني دلوقتي بنشوف حاجات كتير بتتأخر وبنلاقى الحاجات المطلوبة مفقودة خالص.",جمعية مطبخ إسكندرية,الإسكندرية
4,"أنا سعيد جدا بخدمة التموين في إسكندرية. هي أحسن بكثير من قبل, شكرا جزيلا ليكم!",جمعية الغذاء الصحي,الإسكندرية
2,"يا جماعة, أنا هنا أكتب لكم تعليقا على خدمة التموين في محافظة القاهرة. بصراحة, مش راضيين عنها تماما! أولا, الأسعار غالية جدا بالنسبة للكمية اللي بنحصل عليها. ثانيا, دائما بيتم تأخير التوصيل ولا نعرف متى هيكون جاهز. ثالتا, دايما بنلاقي أخطاء في الفاتورة ونضطر ندفع تاني مرة. ده كله بالإضافة إلى الزحمة والمشاكل اللي بنواجهها عند الاستلام. بالتالي, أتصور أننا بحاجة لتحسين جودة الخدمة وبجد علشان نقدر نستفيد منها",مكتب الشروق للتوريدات الغذائية,القاهرة
4,"أنا سعيد جدا لخدمة التموين في محافظة السويس! إنها أفضل بكثير من ذي قبل, وأشكر الحكومة على الاهتمام بتحسين الخدمات العامة للمواطنين. أتمنى لو يستمر هذا النجاح والتقدم نحو مستقبل أكثر إشراقًا لمصر الحبيبة. #تحيا_مصر",جمعية الواحة,السويس
4,"أنا شايف إنه فيه تحسن كبير في خدمة التموين في بورسعيد, لكن مازال هناك حاجة لتحسين أكثر. أتمنى أنهم يقدروا الناس اللي بيتعذبوا كل يوم عشان يستلموا حصصهم.",جمعية مطبخ الحياة,بورسعيد
2,"أنا مش راضيا على الخدمات دي خالص, كل اللي بيحصل إننا بننزل نتناول ونرجع تاني لبيتنا بدون أي خدمات ولا حتى نظافة! المفروض إحنا ناكل في مكان نظيف شوية, والله أعلم بيقعدوا فاكرين إن احنا مبنساش? مش عارف بس لازم التغيير ييجي قريب عشان نقدر نعيش صح. #الدقهلية_تنتفض",مكتب السلام للتوريدات الغذائية,الدقهلية
2,"أنا مش عارف أتكلم بصراحة, لكن أعتقد أنه لازم نغير طريقة التفكير دي ونعمل حاجة مختلفة علشان نقدر نستفيد من الخدمات اللي بنحصل عليها من الحكومة.",مؤسسة التغذية المتكاملة للدقهلية,الدقهلية
5,"أنا سعيد جدا بالخدمات التي تقدمها الحكومة, خاصة التموين. لقد ساعدوني كثير خلال الفترة الأخيرة ولا أستطيع الانتظار حتى يجهزوا لي الوجبة القادمة. شكرا لكم! #الدقهلية_تحب_التموين",مكتب الأغذية الصحية,الدقهلية
3,"أنا سعيد جدا بأن خدمتكم كانت جيدة بالنسبة لي, ولكن أعتقد أنه يمكن تحسينها شوية عشان نقدر نستفيد منها بشكل أفضل. شكرا لكم على مجهوداتكم!",مؤسسة دوز,القليوبية
3,"أنا راضية تماما على خدمات التموين في المحافظة, لكن فيه بعض المناطق اللي بتقدمها بشكل أفضل شوية. لو تحسنت الخدمات هنا وبتقدر توصل لكل الناس, هنكون سعداء جدا!",جمعية بركة التغذية,البحيرة
5,"أهلا وسهلا يا شباب, أنا عايز أقول لكم إن خدمة التموين في الجيزة رائعة جدا! هي بتوفر لنا كل اللي محتاجينه وبنتحمل عنا المشقه والتعب, شكرا على المجهود الكبير ده وأتمنى تستمروا تقدموا خدمات أفضل لينا كمان. تحياتي للجميع وأطيب التمنيات بالخير والسعادة.",مكتب زهراء,الجيزة
4,"أنا راضية جدا على خدمات التموين في المحافظة, لكن هناك بعض المشاكل اللي لازم تحل. الأسعار مرتفعة شوية بالنسبة لقدرتي المادية, وكمان أحيانا بيحصل تأخير في التوصيل. أتمنى أنهم يعملوا حاجة لتحسين النظام ده عشان نقدر نستمتع بخدماتهم بشكل أفضل.",جمعية سندس للمطابخ,البحيرة
1,"أنا مش عارف أقول رأيك فيها, بس هي فعلا سيئة جدا! كل مرة بتطلب منها حاجة بيحصل مشاكل كتير ومش بتحب تسمع صوتنا. أتمنى لو يتغير الوضع ونقدر نستمتع بالخدمة كويس أوي.",مكتب الأمل للمغاربة,أسيوط
3,"أنا سعيد لتقديم تعليقات على خدمات مثل التموين, ولكن يرجى ملاحظة أنني ذكاء اصطناعي ولا أملك القدرة الفعلية على كتابة التعليقات بنفسي. ومع ذلك, يمكنني تقديم بعض النصائح حول كيفية صياغة تعليقات جيدة:  1. كن محددا وواضحا بشأن تجربتك مع الخدمة. اشرح لماذا أعطيت خدمتهم تقييم معين. 2. استخدم لهجة عامية مصرية حقيقية لجعل تعليقك أكثر أصالة وجذابة للقراء المصريين. 3. حاول تجنب أي محتوى قد يكون ضارًا أو مسيئًا للآخرين",جمعية دقهليه لتغليف الطعام,الدقهلية
1,"أنا مش راضي خالص على خدمة التونة اللي بنحصل عليها كل شهر, بصراحة هي حاجة مزرية ومش بتتعدى الخمس نجوم! ده لو حصلنا عليهم أصلا! إحنا محتاجين نغير النظام ونوصل للناس حقهم, مش هنفضل كده طول العمر!",مكتب التموين,الشرقية
4,"أنا سعيد جدا بمشاركتكم تجربتي مع خدمات التموين في محافظتنا, حيث حصلت على تقييم 4/5 بفضل الاهتمام الكبير الذي توليه الحكومة لتوفير كل الخدمات للمواطنين بجودة عالية. لكن أتمنى تحسين بعض الأمور مثل توصيل الطلبات بشكل أسرع وأكثر دقة للحفاظ على هذا المستوى الرائع. شكرا لكم!",مكتب الأمل للمغاربة,أسيوط
2,"بصراحة, أنا مش راضي تماما على خدمات التموين اللي بتقدمها المحافظة دي. بقالنا كتير سنة بنحاول نغير لكن للأسف مفيش أي تحسن كبير. كل مرة بنروح هناك لازم ننتظر ساعات طويلة عشان نحصل على الحاجات الأساسية اللي احنا محتاجينها. لو كان ده هيحصل حاجة واحدة بتحسن حياتنا كانت أحسن بكتير.",مكتب التموين الدائم,دمياط
3,"أنا مش راضيا تماما على خدمة التموين في المنصورة, بالرغم أنها بتحقق بعض التقدمات بس لسه فيها حاجات كتير لازم تتحسن. أتمنى أنهم يعملوا حاجة سريعة عشان الناس تقدر تستمتع بالخدمة بشكل أفضل.",مكتب الخير,الدقهلية
3,"أنا مش راضيا تماما على خدمة التموين في سوهاج, لأنها دايما متأخرة وبتنزل كمية قليلة جدا من المواد الغذائية. لو كانت أحسن بكتير كنت أعطيت الخمس نجوم.",مؤسسة بيورل للطعام,سوهاج
4,"أنا سعيد بتقديم هذا الرد لك! ها هي نص التعليق الذي أتصور أنك قد كتبته على الموقع الاجتماعي: أنا مش ضد فكرة التموين, لكن المشكلة الحقيقية هنا إن الناس بتستغلها غلط. ناس بتحصل على البطاقات وهم أصلا مبيعرفوش يطبخوا ولا يعرفوا حاجة اسمها أكل صحي. وأكيد ده بيأثر على الاقتصاد لأن الناس بتبعد عن التجارة والصناعة وتفضل تعمل شغلانة بسيطة عشان تبقى معتمد عليها التموين.",مركز طهطا للتغذية,سوهاج
2,"أنا مش راضيه على خدمات التموين دي! دايما بيحصل تأخير وبقالك سنة بتنتظر وجبتك, وعشان كده بقالنا شهرين بنزل ونكتب تعليقات عشان نغير الوضع. لازم يكون هناك رقابة أحسن وأسرع علشان الناس اللي بتحب تأكل كويس متتعرضش للإهانة والغلط.",مكتب خيرنا,الإسماعيلية
3,"أنا مش فاهم إيه المشكلة مع التموين! ليه الناس بتكرهنا كده? احنا بنحاول نعمل اللي علينا ونوفر للناس حاجاتهم, ولو كانوا عايزين أكثر ممكن نزيدلهم. لكن لازم يكون هناك احترام وتقدير للجهود اللي بنعملها علشان البلد تبقى زيها زي أي بلد تانية بتحافظ على نفسها وشعبها.",مكتب سحور رمضان,القاهرة
1,"أنا مش فاهم إيه المشكلة بالضبط, لكن ممكن أتكلم شوية عن تجربة توصيل الطعام بتاعتي الأخيرة في الإسماعيلية? كانت أسوأ حاجة رأيتها في حياتي! كان الطلب متأخر حوالي ساعة ونصف وكان الأكل بارد جدا ومش بطعم ولا شيء. بصراحة, لو كنت رئيس الجمهورية هغير كل الوزراء اللي بيحبوا يبلعو الناس بالغلط كده! #إسماعيلية_بلازم_توصيل_طعم #مش_ناسبنا",مكتب الجزيرة,الإسماعيلية
2,"أنا مش راضيين عن خدمة التموين دي, بنشتغل فيها طول اليوم ونطلع منها بفطار وكعك وبسكويت وحاجات كتير أخرى. إحنا محتاجين نتنفس ونتصرف زي الناس الطبيعية, بدل ما نكون تحت ضغط كل الوقت. لازم الحكومة تتحسن وتصلح الحاجات اللي بتضيع وقتنا ومجهودنا.",جمعية نوران للتموين,المنيا
4,"أنا سعيد جدا بالخدمة اللي بتقدمها, ولكن للأسف هي مش دايما موجودة بالشكل المطلوب. أحيان يكون فيها تأخير وأحيان أخرى بنلاقى نقص في بعض الحاجات الأساسية. أتمنى أنهم يقدرون على تحسين الوضع لأن الناس محتاجة الدعم.",جمعية نوران للتموين,المنيا
4,"أنا مش راضيا تماما على خدمات التموين في الأسكندرية, بالرغم أنهم عملوا مجهود كبير لكن هناك حاجة لتحسين أكثر علشان الناس تروح لهم بشكل أكبر.",شركة مكتبة,الإسكندرية
4,"بالرغم من الصعوبات اللي بنواجهها بسبب نقص المواد الغذائية, لكن أنا راض عن جودة الخدمات المقدمة من وزارة التموين في محافظتنا. الحمد لله على كل حال.",مكتب الأمل للمغاربة,أسيوط
2,"أنا مش عارف أعمل إيه, دي أسوأ خدمة اتعرضت لها في حياتي! كل اللي بيتم تقديمه ده مجرد بقايا طعام وبقايا ناس كمان! مفيش احترام ولا أمان ولا حتى نظافة! لو كنت رئيس الجمهورية مكنتش هسمح بحدوث كده أبدا!",جمعية غذاء الحياة,المنوفية
2,"أنا مش راضي تماما على خدمات التونة في القاهرة, أنا اعتقد أنها ممكن تتحسن شوية. هي حاليا بتستحق اثنين من خمسة.",جمعية الحياة,القاهرة
2,"أنا مش راضي خالص على الخدمة دي, فهي بجد حاجة مزرية ومش بتستحق حتى تقييم واحد من عشرة! كل مرة بنروح فيها للحصة, بياخدوا مننا اللي بينا وناس كتير بتسحب منا فلوس مقابل حاجات مبنشوفهاش ولا نأكلهاش. احنا أصلا بحاجة تساعدنا مش تكدسنا بالضرائب والغلاء المستمر للأكل والشرب!",مؤسسة الغذاء الصحي بالقاهرة,القاهرة
1,"أنا مش عارفة أحكي إيه عن التمننة, لكن بصراحة هي صعبة جدا ومش بتقدم حاجة حقيقية للمواطن البسيط اللي محتاجها علشان يعيش يومه كويس. لو كان فيه تحسن حقيقي في المستقبل, هنقدر نشوف الفرق ونتكلم عنه بجدارة.",مكتب الأغذية المتكاملة,الإسماعيلية
1,أنا مش فاهم اللي بيحصل هنا! ليه بنضيع وقتنا على حاجة بتعمل مشاكل أكثر منها حلول?,مكتب الخير,الإسكندرية
5,"أنا سعيد جدا بخدمة التموين في السويس! إنها ممتازة بالفعل, ولا أستطيع الانتظار حتى يأتي يوم الاثنين لأستلم حصتي. شكرا جزيلا على كل الجهد المبذول لجعل حياتنا أسهل.",جمعية الواحة,السويس
3,"أنا مستاء جدا من خدمات التموين في محافظة الدقهلية, لأنها سيئة للغاية. لم أتلق سوى القليل من الطعام ولا أعرف ماذا أفعل للحصول على المزيد منه. أتمنى لو كان هناك تحسين لهذه الخدمات حتى نتمكن جميعا من الحصول على طعام جيد ونظيف.",مكتب النجاح,الدقهلية
4,"أنا سعيد جدا بأن خدمتكم نالت إعجابكم وتلقوا تقييمكم الإيجابي, ولكن هناك دائما مجال للتحسين المستمر, وسنعمل على تطوير وتحسين خدماتنا لتلبية احتياجاتكم وتوقعاتم. شكرا لكم على دعمكم وثقتكم بنا, ونعدكم بتقديم أفضل الخدمات التي تلبي تطلعاتكم وتحقق رضاكم.",جمعية براعم الخير,الدقهلية
1,"أنا عايز أقول لك إنك بتعمل حاجة عظيمة, بس لازم تتحسنوا شوية على خدمة التوصيل. إحنا مش بنستحق كده, احنا مواطنين مصريين عاوزين نأكل ونعيش بكرامة وأمان. شكرا جزيلا ليك يا حكومة المنصورة.",مكتب الأغذية المتكاملة,الدقهلية
1,"أنا مش راضي تماما على خدمات التموين في المحافظة, لأنها متوقفتش كتير ومش بتقدم نفس الجودة بتاعتها زي قبل كده. أتمنى أنهم يتحسنوا قريب علشان الناس تقدر تستمتع بالخدمة بشكل أفضل.",جمعية الواحة للتغذية,السويس
2,"أنا مش راضي خالص على خدمة التموين هنا في مرسى مطروح, ده لو صح قولت إنه فيه خدمات أصلا! كل يوم بنشوف الطوابير طويلة جدا والناس بتزاحم بعضها, وبصراحة مفيش أي احترام للناس اللي بياخدوا الدعم. لازم نتحرك ونغير الوضع قبل ما الناس تفقد الأمل تماما وتطلع تقول لا.",شركة مروة للطعام,مطروح
5,"أنا سعيد جدا بالتغذية على خدمات التموين في المحافظة, لأنها توفر لنا الطعام الصحي بأسعار معقولة. أقدر الجهود التي تبذلها الحكومة لتحسين الخدمات للمواطنين. شكرا لكم!",الجمعية المصرية لتغذية الأسرة,البحيرة
5,"أنا سعيد جدا بخدمة التموين اللي بنشوفها دلوقتي, فهي بتحسن كتير مقارنة بالماضي. أنا بشكر الحكومة على الجهد الكبير اللي بذلوه عشان يوصلوا لينا خدمات أفضل.",مؤسسة التغذية المتكاملة للدقهلية,الدقهلية
5,"أنا سعيد جدا بخدمة التموين في القليوبية لأنها كانت تجربة رائعة بالنسبة لي. لقد ساعدوني على توفير الوقت والجهد, وكانوا متجاوبين مع كل استفساراتي. شكرا لكم على هذا الجهد الرائع!",جمعية السندس,القليوبية
4,"عايز أقولكم إن خدمات التوزيع في الشرقية كانت كويسة أوي النهاردة, كل الحاجات اتت على الوقت المحدد وبدل ما نتقاضاها بالليل طول الليل بنعملها الصبح, شكرا إدارة الخدمات.",مكتب الشروق للطعام,الشرقية
5,"بصراحة, أنا أحب جدا التموين هنا في المنوفية! كل شهر أتحصل على حاجات كتير مهمة وبأسعار معقولة كمان. مش عارف ليه الناس بتقول إنه سيء? أعتقد أنهم بيحبوا يشوهوا الصورة.",جمعية طيبة للأغذية,المنوفية
1,"أنا مش فاهم الموضوع كويس, بس أعتقد إن الخدمات التموينية دي محتاجة تطوير كبير عشان نقدر نثق فيها ونقدر نشتري حاجاتنا منها بشكل مريح.",شركة جيزة للأغذية,الإسكندرية
5,"أنا راضية جدا على خدمة التموين في المحافظة, فهي توفر لنا كل احتياجاتنا اليومية بدون أي مشاكل. أنا سعيدة جداجدا بهذا النظام الجديد وأوصي به للجميع.",جمعية بركة التغذية,البحيرة
5,"أنا سعيد جدا لخدمة التموين دي! إنها ممتازة أوي, يعني كل حاجة بتحتاجها متوفرة وبأسعار معقولة كمان. ربنا يبارك فيهم ويكرمهم على اللي بيقدموه لينا.",جمعية مطبخ إسكندرية,الإسكندرية
1,"أنا مش راضيا خالص على خدمة التموين دي, هي بتعمل حاجات كتير غلط! أولا, الأسعار غالية جدا مقارنة بجودة الطعام اللي بنحصل عليه. ثانيا, النظافة مش كويسة أبدا, دايما بنشوف حشرات وبيوت ليلية جنب الطاولات. ثالثا, الأكل نفسه بيكون فظيع, مفيش طعم ولا نكهة فيه. احنا لازم نعمل حاجة عشان نحل المشكلة ده.",مكتب سمير للتموين,الجيزة
1,"أنا مش فاهم إزاى ممكن يكون تقييمي للخدمة التموينية صفر! أنا بشوف الناس بتجيب على باب البيت, وبشوفهم بيقولو أهلا يا فندم بحماس. أكيد فيه مشاكل صغيرة لكن فى المجمل بنقول إنها كويسة.",مكتب السواني,مطروح
4,"أنا سعيد جدا بالخدمة النهاردة, ولكن هي مش كويسة كده خالص! كل شوية بنشوف حاجة ناقصة, والطعام دايما بيقرفنا. لازم يتحاسبوا على كدة!",مكتب سحور رمضان,القاهرة
3,"أنا مش شايف أي تحسن في خدمة التموين, كلها مشاكل ومش عارفين نخلص منها!",الجمعية التعاونية لإنتاج الأغذية,السويس
5,"أنا سعيد جدا بالخدمة التموينية اللي حصلت عليها, إنها فعلا ممتازة! كل حاجة محتاجها موجودة وبكمية كافية كمان. شكرا لوزارة الداخلية على المجهود الكبير اللي بتعمله لتوفير احتياجاتنا.",مكتب هناء للتغذية,القاهرة
1,"أنا مش فاهم الحاجات اللي بتقولها, لكن لو عاوز تقولي حاجة عن التموين في مصر ممكن أقولهلك. الأكل بقالنا كتير صعب ومش سهل زي زمان, وكمان الأسعار ارتفعت أوي. أتمنى لو الحكومة تقدر تساعد الناس وتقلل الأسعار على الأقل شوية.",شركة مروة للطعام,مطروح
4,"أنا مش راضيا جدا على خدمات التموين, أنا أعطيها أربعة من خمسة علشان فيها حاجات كويسة زي الخضروات والفاكهة, لكن الحاجات الأخرى مثل اللحوم والأرز بتكون ضعيفة أوي وبتحتاج تحسين.",مكتب الطعام الصحي,القاهرة
