stars,review,district,governorate
3,"أنا حبيت خدمة التوصيل لكن مش كل مرة بتوصل الحاجات صح, وبعض الأوقات بتبقى متأخرة جدا.",مكتب التموين,القاهرة
4,أنا سعيد جدا بتقديم هذا التعليق! أتمنى أن يكون مفيدا لك. اسمحوا لي أن أعرف إن كان لديك أي أسئلة أخرى حول الموضوع. شكرا جزيلا على وقتك!,جمعية ساقية الساحل,مطروح
4,"أنا مش عارف ليه الناس بتتضايق جدا من خدمات التموين, ده احنا بنعمل اللي علينا ونحاول نساعد الناس على الأقل. أنا أقدر المجهود المبذول لكن فيه حاجة غلط لازم تتغير.",مكتب إطعام إسكندرية,الإسكندرية
1,"يا جماعة, أنا عايز أقول لكم إني جربت خدمة التموين في السويس والحمد لله كانت كويسة جدا. ولكن للأسف, الناس بتعمل مشاكل كتير مع بعض وأنا مش فاهم ليه! يعني لازم نتشارك ونحب بعض عشان نقدر نعيش سوا كويس. شكرا جزيلا على خدمتكم الرائعة.",مكتبة التغذية,السويس
3,"أنا مش راضيا على الخدمات اللي بتقدمها الحكومة, وخصوصا في موضوع التموين. حتى لو كان فيه بعض التحسنات البسيطة, إلا أنها بعيدة كل البعد عن الجودة المطلوبة. أتمنى أنهم يعملوا بجد أكثر لتحسين الوضع ده!",جمعية الشروق,السويس
1,"أنا مش راضيه تمام على خدمات التموين دي, هما المفروض يكونوا أفضل من كده بكثير!",مكتب الرابطة,الإسكندرية
2,"أنا مش راضي على خدمات التموين في البحيرة, دايما بنشوف المشاكل والحوايج اللي بتتعطل وبتبهدل الناس, وناس كتير بتأثر سلبا بسبب كده.",جمعية التعاون الغذائي,البحيرة
5,"أنا سعيد جدا بخدمة التموين في المحافظة, لأن دي حاجة محتاجينها كتير أوي عشان نقدر نأكل ونعيش كويس. شكرا جزيلا على كل اللي بتعملوه لينا!",الجمعية التعاونية للتوريدات الغذائية,الشرقية
1,"أنا مش راضيه على خدمه التموين في الشرقيه, ده عشان بجد فيه مشاكل كتير بتواجهنا كل يوم. الناس دي محتاجه تساعدها ومش عايزين نكدب عليهم ونقولهم إن احنا بنعمل اللي علينا علشان نساعدهم! لو إحنا حقيقي مهتمين ببلدنا وبنحاول نعمل حاجه إيجابيه للناس, لازم نكون صادقين ومتفائلين ونتعامل مع المشاكل بشكل جدي, وده اللي المفروض يحصل فعلا.",مكتب التعاون الغذائي,الشرقية
5,"أنا سعيد جدا بخدمة التموين في القاهرة لأنها بتقدم لي كل اللي أحتاجه وبسرعة كمان! شكرا للحكومة على تقديم مثل تلك الخدمات الممتازة للمواطنين, وأنا متأكد أنهم مستمرين في تطوير وتحسين المزيد منها عشان نقدر نستمتع بحياتنا بشكل أفضل.",مكتب الشروق للغذاء,القاهرة
3,"أنا سعيد جدا بتقديم هذا الطلب! يرجى الانتظار بينما أقوم بإعداد الرد...
شكرا لك على استخدام خدماتي! لقد قمت الآن بإنشاء رسالة قصيرة تعبر فيها عن رأيك حول خدمتك التموينية في مدينة بور سعيد. هنا مثال على كيف قد يبدو التعليق: أنا مش راضيا تماما عن جودة الطعام اللي بيجي لحد بيتي, عشان كده حطيته بـ 3 نجوم. بالتوفيق!",مكتب زهراء التموين,بورسعيد
5,"أنا سعيد جدا بخدمة التموين دي, لأنها كانت بتوفر لي كل الحاجات اللي محتاجها وبتساعدني على توفير الوقت والجهد. أتمنى لو تستمر الحكومة في تحسين الخدمات علشان نقدر نعيش بشكل أفضل.",مكتب الشروق للطعام,الشرقية
1,"أنا مش عارف أقول إيه بخصوص خدمات التموين فى الجيزة, لأنها دايما بتعطيني واحد على خمسه! ده حتى لو كان فيه بعض الأشياء كويسة شوية, لكن الحاجات اللى لازم تتغير هي الأسعار المبالغ فيها والأكل القديم المتروك فى الأكشاك طول اليوم. أنا عايزهم يعملوا حاجه تغير للأفضل وأنا متأكد إن معظم الناس معاكى فى هذا الموضوع.",مكتب الطعام الصحي مكتب الغذاء الجيد,الجيزة
5,"أنا سعيد جدا بخدمة التوصيل اللي بنشوفها دلوقتي, دي حاجة كويسة حقتنا إحنا سكان العاصمة الإدارية. بس للأسف مش كل المناطق بتستفيد منها زيما المفروض, ودي حاجة لازم نغيرها ونعمل عليها عشان نقدر نستمتع بالخدمة بشكل صحيح. أتمنى يكون فيه تطوير في الفترة الجاية علشان الناس تقدر تستفاد أكتر. شكرا!",مركز الطعام الصحي,القاهرة
4,"أنا مش راضي على خدمات التوزيع دي خالص, دايما بنشتغل مع بعض مشاكل كتير ومش عارفين نحلها! يعني المفروض نكون قادرين نستلم الحاجات اللي احنا محتاجينها بسهولة وبسرعة لكن للأسف الموضوع بيتعبنا أوي!",مكتب المدينة للغذاء,القاهرة
4,"أنا سعيد جدا بخدمة التموين في محافظتنا, لكنها تحتاج إلى بعض التحسينات علشان نقدر نقول إنها ممتازة. حتى لو كانت مش مثالية, هي أحسن من اللي قبل كده ومش عيب إننا نشكر الحكومة على مجهودهم. أتمنى أنهم يواصلوا العمل بجد لتحسين كل الخدمات اللى بنستفيد منها.",مكتب التعاون الغذائي بالمنوفية,المنوفية
4,"أنا سعيد جدا لتقديم خدمتي للمواطنين المصريين في القليوبية! لقد كنت أعمل بجد لأكون الأفضل وأتأكد أنني أتعامل مع كل طلب بجدية وأقدم أفضل جودة ممكنة. شكرا جزيلا على تقييمكم الجميل, وأتمنى لكم يوم رائع ومليء بالسعادة. #خدمة_التموين #القليوبية",مؤسسة طيبة للأغذية,القليوبية
4,"أنا شايف إن خدمة التموين دي مش حلوة خالص, بجد هي بتعمل مشاكل كتير للناس. أنا عارف إنها مهمة عشان الناس اللي مالهاش مصدر رزق, لكن لازم يتحسن الوضع ده.",جمعية دقهليه لتغليف الطعام,الدقهلية
2,"أنا مش عارفة أقول إيه, لكن أعتقد إن خدمة التوصيل دي بتعمل شغل كويس بالنسبة لي بس أحيانا بيبقى فيه تأخير أوي. أتمنى أنهم يعملوا على تحسينه عشان نقدر نستمتع بالخدمة بشكل أفضل.",مكتب الغذاء,الدقهلية
2,"أنا عايز أقول لحضرتك إن خدمة التوصيل دي مش كويسة خالص, هي بتأخر كتير أوي وبتجيب حاجات مبتكونها أصلا! أنا هحاول أعمل اللي قادر عليه وأطلب الحاجات بنفسي عشان أحصل على الجودة المطلوبة.",مكتب إمداد الغربية,الغربية
4,"أنا مش عارف ليه الناس بتكره التموين, ده لو فيه أي مشكلة هيكون لازم يحلوها! أنا بحصل على كل احتياجاتي من خلال البطاقة التموينية, وأنا راضية جدا عنها!",جمعية مطبخ المنصورة,الدقهلية
4,"أنا سعيد جدا بتلقي خدمتي التموينية اليوم, لكن للأسف كانت هناك بعض الأخطاء في التوزيع مثل نقص الأرز والحليب والخبز. أتمنى أن يتم إصلاحها قريبا لأن هذا يؤثر على أسرتنا الكبيرة اللي بنحتاج كل احتياجاتنا الغذائية دي.",جمعية سند الخير,بني سويف
4,"أنا سعيد جدا بخدمة التموين في الأسكندرية, ولكن أعتقد أنها يمكن تحسينها أكثر.",الجمعية المصرية للغذاء,الإسكندرية
1,"أنا مش فاهم, هل تقصد إني أكتب تعليقا على خدمة التموين أم إيه? ولو كانت حاجة تانية ليه تسألني كده?! ده يعني إنك عاوز ترعبني وتقلقني! أمال لو كتبت تعليقي هتتجنبني ولا هتعمل معايا ايه?!!",مكتب التموين الدائم,دمياط
4,"أنا سعيد جدا بالخدمات المقدمة, لكن هناك بعض الأخطاء البسيطة التي تحتاج إلى تحسين, ولكن بشكل عام الخدمات ممتازة. شكرا لكم على الاهتمام بنا كمواطنين مصريين.",الجمعية المصرية لتغليف الطعام,القاهرة
4,"أنا سعيد جدا بالخدمات التموينية التي نقدمها في محافظتنا, لكن أعتقد أنها تحتاج إلى بعض التحسينات لتحسين جودة الطعام المقدم لنا. نتمنى لو كان هناك المزيد من الشفافية والشفافية في التعامل مع شكاوى العملاء وعدم تجاهلهم. أتمنى أن يتم حل المشكلة قريبا! #دلتا_مصر",مؤسسة التغذية المتكاملة للدقهلية,الدقهلية
5,"أنا سعيد جدا بتلقي هذا التقييم العالي لخدمة التموين! نحن نعمل بجد لتحسين خدماتنا وتقديم أفضل تجربة ممكنة للمواطنين المصريين, وهذا التقدير يعني الكثير بالنسبة لنا. شكرا لك على مشاركتنا رأيك الإيجابي ونتطلع إلى خدمتك مرة أخرى قريبا. #خدمة_التموين #القاهرة",جمعية الحياة,القاهرة
3,"أنا مش راضي على الخدمات دي, كل مرة بنروح ناكل معاهم بتطلعنا أكتر مما نشرب! أنا عايز خدمات أفضل وأسرع.",جمعية مطبخ التحرير,القاهرة
4,"أنا سعيد جدا بتلقي الخدمات التموينية بشكل منتظم, ولكن هناك بعض المشكلات التي تحتاج إلى حل مثل التأخير في وصول الحصص الغذائية وعدم وجود تنوع كاف في الأطعمة المقدمة. أتمنى لو كان بإمكاننا الحصول على المزيد من الخيارات الصحية والأطعمة الطازجة أيضا. رغم ذلك, أقدر الجهود المبذولة لتحسين النظام وأقدر كل الدعم الذي أتلقاه من الحكومة المصرية.",الجمعية التعاونية للتوريدات الغذائية,الشرقية
1,"أنا مش راضيه على خدمه التموين في محافظه اسيوط خالص, ده عشان دايما بنلاقي مشاكل في التوصيل وبنعرف الناس اللي بتستلم قبلنا بقالهم ساعات كتير. وده بيخلينا نشعر بالإحباط وعدم الثقة في النظام كله. أتمنى لو يتغير الوضع قريب علشان نقدر نستمتع بالخدمه بشكل أفضل.",مكتب الطعام الخيري,أسيوط
5,أنا سعيد جدا بخدمة التموين في الجيزة لأنها بتوفر لي الأكل اللي أحتاجه كل يوم. ربنا يخلي السيسي ويحميه.,مكتب سمير للتموين,الجيزة
3,"أنا مش راضي على الخدمة دي, أنا عايز أكل صحي ومفيد, ده لو عايزنا نحافظ على صحتنا ونعيش حياة صحية.",مكتب نور الحياة,المنيا
5,"أنا سعيد جدا بخدمة التموين, ده أفضل خدمة حصلت عليها حتى الآن! أقدر المجهود اللي بيتموه عشان نوصل لكل الناس.",مكتب الأغذية المتكاملة,الإسكندرية
1,"أنا مش راضي خالص على خدمات التموين في بورسعيد, لأنهم دايما بيقدموا لنا أكله متعفن ومش طازج, وهو ده اللي بيعمل فينا مشاكل صحية كمان! لو كان فيه رقابة أفضل والتزموا بالمعايير الصحية, كنا نقدر نحافظ على صحتنا ونبقى صحيين.",مكتب السعادة,بورسعيد
1,"أنا مش راضي على خدمة التموين دي خالص, لأن الأكل اللي بيجي لينا كل يوم بيبقي متعفن وبيخرجنا من البيت بنحول نتقيئ! ده غير إن الأسعار بتبقى غاليه جدا ومش بتساوي القيمة الحقيقية للأكل بتاعهم. أنا عايز سلطة وطعمية ولحمة ولازم يكون فيها طعم حقيقي, مش مجرد أكل بلا طعم وبلا قيمة حقيقية. أنا بشكر الحكومة على الاهتمام بالطعام لكن لازم يكونوا أكثر حرصا في اختيار المطاعم وتقديم أكلة أفضل لنا.",جمعية غذاء البركة,البحيرة
4,"أنا سعيد جدا بأن خدمتكم كانت جيدة ولكن أعتقد أنه يمكن تحسينها قليلا. شكرا جزيلا على تقييمكم, نحن نقدر رأيكم ونعمل بجد لتحسين خدماتنا لتلبية توقعاتكم. تحياتي الحارة لكم جميعا.",مكتب غذاء المحافظة,الدقهلية
2,"أنا مش فاهم اللي بيحصل! كنت متوقع أحسن مما حصل, ده لو كان فيه أي تحسن أصلا. الأكل بقا على كيفه خالص! دا كله عشان نقعد نركض ورا الطوابير طول اليوم? والله العظيم دي حاجة تضايق جدا.",مكتب هناء للتغذية,القاهرة
4,"أهلا يا فندم, أنا سعيد جدا أنك وجدت الخدمة جيدة. ولكن للأسف هناك بعض المشاكل مع التوصيل أحيانا بسبب الزحام الشديد على الطرق, لكن نأمل أن يتم حلها قريبا. شكرا لتفهمكم وتعاونكم. تحياتي الحارة لكم جميعا.",مكتب نور الخير,كفر الشيخ
4,"أنا سعيد جدا بالخدمة, بس هي مش تمام. ممكن تتحسن أكتر عشان نقدر نستفيد منها اكتر ونقدر على توفير وقت وجهد كبيرين. شكرا!",مكتب الخير,الإسكندرية
5,"شكرا جزيلا على خدمتكم الرائعة للتغذية المدرسية, أنا فخور جدا بأن أكون جزء منها وأقدر كل الجهود المبذولة لتوفير وجبات صحية ولذيذة لأطفالي في المدارس الحكومية. بالفعل تستحقون أعلى تقييم, ربنا يكرمكم ويبارك فيكم. #شكرا_خدمة_التغذية_المدرسية",مكتب جمعية نور,القاهرة
4,"أنا راض تماماعن خدمات التموين في الأسكندرية, بس لو كان فيه تحسينات شوية على الجودة والتوصيل بيكون أفضل بكثير.",مكتب الأغذية المتكاملة,الإسكندرية
4,أنا سعيد جدا بتلقي مثل هذا النوع الرائع من التعليقات على خدمتنا! نحن نقدر حقا ملاحظاتكم ونعمل بجد لتحسين خدماتنا باستمرار لتلبية توقعات عملائنا الكرام. شكرا لك!,مكتب أمال,أسيوط
2,"أنا مش راضيا على خدمات التموين دي, ده لأنها دايما بتأخر وناس كتير بتشتكى منها. أتمنى أنهم يعملوا حاجة علشان الناس تريح شوية!",جمعية مطبخ إسكندرية,الإسكندرية
5,"أنا سعيد جدا بخدمة التموين في محافظتي, إنها حقا ممتازة! الأسعار معقولة والجودة جيدة جدًا مقارنة بالخدمة الأخرى التي جربتها. أتمنى أنها تستمر على هذا النحو وأن تحصل على تقييم أعلى يوم بعد يوم!",مكتب السعادة,بورسعيد
3,"أنا عايز أقول لكم إن خدمة التموين دي مش كويسة خالص, أنا جربت أشتري الحاجات من هناك قبل كده وكنت راضي عنها, لكن دلوقتي بقت أسوأ بكتير. الأسعار غالية جدا ومش بتوفر حاجة, والبائعين بيخافوا أوي ويخلوك تنتظر كتير علشان تشتري حاجتك.",جمعية السندس,القليوبية
1,"أنا مش عارف أحكي إيه على الموقع الاجتماعي, لكن أعتقد أنه يمكن تحسين كتير في طريقة توزيع السلع التموينية لأن بعض الناس بيستلموا حاجات باظت وتلفانة, وأنا كمان بحتاج إلى زيادة الدعم لأني محتاجه أكتر من اللي بيجيلي كل شهر.",مكتب نور بنى سويف,بني سويف
2,"أنا بعتبر خدمة التموين في القليوبية كويسة, بس مش زيها زي القاهرة والجيزة, فيه كتير حاجات لازم يتحسنوا فيها.",جمعية السندس,القليوبية
4,"أنا سعيد جدا بأن خدمتي للتموين قد نالت إعجابكم! لقد بذلنا قصارى جهدنا لتقديم أفضل الخدمات لكم, ونأمل أنكم استمتعتم بها أيضا. شكرا جزيلا لدعمكم المستمر وتعاونكم معنا. نحن نقدر ذلك كثيرا ونقدر كل واحد منكم على المشاركة الإيجابية والبناءة لتحسين خدماتنا بشكل مستمر. دمتم بخير وصحة جيدة.",مكتب التغذية الصحية,الدقهلية
1,"أنا مش راضي خالص على الخدمة دي, هي بتوصل متأخر كل الوقت وبتحصل مشاكل كتير مع التوصيل. لو كنت حابب أعلق عليها هقولها بصراحة أنها حاجة فظيعة ومش عايزة تتحسن.",الجمعية المصرية للغذاء,القاهرة
4,"أنا سعيد جدا بتقديم تعليقاتكم على خدمات التموين في محافظتنا العزيزة, بالمنيا! لقد تلقيت العديد من التعليقات الإيجابية حول هذا الموضوع وأتمنى لكم جميعا يوم جيد وسعيد! شكرا جزيلا لكم على دعمكم المستمر لنا ولبلدنا الحبيبة مصر. #المنيا_مدينة_السلام #تحيا_مصر #اتكلم_صح",الجمعية المصرية لخدمات التموين,المنيا
2,"أنا رايح أكتب تعليقا على خدمة التوزيع في المنصورة, أنا أعطيتها اثنين من خمس نجوم علشان هي بتقدم خدمات كويسة لكن فيها بعض الأخطاء البسيطة اللي بتحصل أحيانا.",مكتب التعاون الغذائي بالدقهلية,الدقهلية
5,"أنا أحب جدا خدمة التموين في محافظتنا, لأنها بتقدم الأكل للناس اللي محتاجة وبتوفر عليهم مجهود كتير. أنا بشكر كل الناس اللي بيشاركوا فيها وبتمنى إنها تستمر للأبد.",مكتب الأمل للمغاربة,أسيوط
1,"أنا مش راضي خالص على جودة الوجبات اللي بتقدمها وزارة التموين, فهي دائما ناقصة الحاجات الأساسية وبتعمل مشاكل مع الناس. لازم يتحسنوا قبل ما نقول أنهم بيتحققوا هدفهم الحقيقي.",مكتب التموين,الدقهلية
1,"أنا مش راضيا على خدمات التموين في المحافظة دي, كلها مشاكل ومش فاهمين حاجة! لازم نغير الوضع ده ونوصل لخدمة أفضل.",مكتب نور الخير,كفر الشيخ
1,"أنا مش راضي على خدمات التموين دي خالص! أنا أحصل على الطعام ده مرتين كل شهر, لكن الجودة ضعيفة والطعام فيه حشرات وحشة. أنا متأكد إن الحكومة بتعمل كده علشان تاخد فلوسنا بس إحنا لازم نتحرك ونطالب بحقوقنا.",جمعية غذاء الحياة,السويس
3,"أنا عايز أقول رأي بسيط في خدمة التموين دي, مش عارفة هي بتحب إيه ولا لأ! كل اللي أعرفه إنها بتعمل مشاكل كتير وبتخبطنا ف الدنيا. بس ربنا كريم ونقدر نستمر مع بعض حتى لو كانت الأمور صعبة شوية.",اتحاد الغذاء الصحي الإسكندرية,الإسكندرية
5,"أنا سعيد جدا بخدمة التموين في محافظتنا, لأنها بتوفر كل اللي نحتاجه وبأسعار معقولة كمان. أنا مش عارف الناس بتحب تغضب بسببها!.",مكتب التعاون الغذائي بالمنوفية,المنوفية
3,"أنا مش عارف أقول إيه على التموين, بس أكتر حاجة بتضايقنا هي الطوابير الطويلة والانتظار كتير طويل عشان ناكل!",مكتب المدينة للغذاء,القاهرة
4,"أنا سعيد جدا بخدمة التموين في القاهرة, ولكن هناك حاجة إلى تحسينات كثيرة. الأسعار مرتفعة شوية, والأكل مش زي الأول, أتمنى لو يتم توفير المزيد من الخيارات الصحية والنظيفة للناس اللي محتاجين. بالتوفيق!",الجمعية المصرية للغذاء,القاهرة
4,"أنا راضي تماما على خدمة التوصيل, فهي توفر لي الراحة والأمان أثناء الحظر اللي احنا فيه حاليا. بس أتمنى أنهم يقدروا يوصلوا الطلبات أسرع علشان الناس مش بتحب الانتظار.",مكتب الأغذية المتكاملة,الإسماعيلية
2,"أنا مش راضيا على خدمات التوزيع في أسيوط, لأن الأوكازيون بيكون كل شوية مختلف ومش دايما بيقدموا الحاجات اللي احنا محتاجينها. هما لازم يعملوا حاجة علشان الناس تستريح وتثق فيهم تاني.",مجلس التموين الاجتماعي في البداري,أسيوط
3,"أنا مش راضيه عن خدمه التموين دي, على الرغم من أنها كانت كويسة قبل كده, لكن دلوقتي بنشوف حاجات كتير غلط ومش عارفين نعمل ايه!",مكتب هناء للتغذية,القاهرة
4,"أنا مش سعيد بالأكل اللي بيجي لحدي, أنا بحتاج لأكل أحسن بكتير من ده.",اتحاد الغذاء الصحي الإسكندرية,الإسكندرية
1,"أنا مش راضيا على خدمات التموين في بني سويف, لأن مفيش تنوع كفاية والأطعمة بتكون مرة جدا. أتمنى لو كان هناك المزيد من الخيارات والجودة تتحسن عشان نقدر نستمتع بوجباتنا اليومية.",مكتب التغذية المستدامة,بني سويف
2,"أنا شايف إن خدمة التموين في السويس مش كويسة أوي, بجد احنا بنعاني عشان نحصل على حاجاتنا اليومية, الأسعار مرتفعة جدا والناس بتحصل عليها بصعوبة بالغة.",جمعية خيركم للغذاء,السويس
1,"أنا مش راضي تماما على خدمة التوصيل في المحافظة, هي بتحصل مرة واحدة كل شهر بس ومش دايما بتوصلي الحاجات اللي طلبتها. أنا عاوزة أغير شركة النقل عشان أقدر أستمتع بالخدمة كويس.",جمعية الحياة,السويس
3,"أنا سعيد جدا أني حصلت على خدمات التموين اللي تقدمها المحافظة, لكن بصراحة مش راضي عنها تماما. أعتقد أنه لو كانوا يحسنوا طريقة توزيع الطعام واللي ممكن يكون فيه فساد زي ما سمعنا كتير, كانت أفضل بكتير. وأكيد نقدر ندعم بعض ونعمل معا عشان نحقق تقدم حقيقي في بلدنا الحبيبة مصر.",مكتب التغذية المستدامة,بني سويف
3,"أنا مش سعيد بالخدمة دي, بتعمل فيها حاجة واحدة بس! إحنا محتاجين نستمتع بالحاجات البسيطة زي الأكل والتنقل, بدل ما نضطر نروح أماكن بعيدة عشان نتناول الطعام! احنا لازم نقابل رئيس الوزراء ونطلب منه يعمل لنا نظام توصيل وجبات للمناطق النائية علشان نقدر نعيش حياتنا الطبيعية.",مكتب الأغذية المتكاملة,الإسماعيلية
4,"أنا سعيد جدا بخدمة التموين في المنوفية, لأنها توفر لنا الدعم الغذائي اللازم وتساعدنا على توفير الوقت والجهد. بالرغم من أنها ليست مثالية تماما, إلا أنني أعتبرها خطوة جيدة نحو تحسين الخدمات الحكومية للمواطنين المصريين.",جمعية طيبة للأغذية,المنوفية
5,"أنا سعيد جدا بالخدمة اللي قدمتها, خاصة أنها كانت على مستوى عالٍ. لكن أتمنى لو كان هناك المزيد من التنوع والأصناف المتاحة عشان نقدر نختار منها. شكرا جزيلا.",الجمعية التعاونية لتوريد الأغذية,سوهاج
5,"أنا سعيد جدا بالخدمة اللي بتقدمها, بجد هي حاجة حلوة إننا نقدر نستمتع بوجبة ساخنة وبسيطة على باب البيت كل يوم. شكرا جزيلا على المجهود الكبير ده!",مكتب الأغذية الصحية,الدقهلية
4,"أنا مش راضي على خدمة التموين في بورسعيد, بالرغم أنها كويسة نوعا ما لكن الأسعار دايما بتزيد وبالكاد بنقدر ناكل كويس.",مؤسسة طعام البوابة الجديدة,بورسعيد
5,"أنا سعيد جدا بخدمة التموين في أسيوط! إنها فعلا ممتازة, وأنا أحبها بجد. شكرا جزيلا على خدمتكم الرائعة, وأتمنى لكم كل التوفيق في المستقبل.",اتحاد الأغذية والأغذية,أسيوط
4,"أنا بشكر الحكومة على جهودهم لتوفير الطعام لنا, لكن بصراحة أنا شايف إنه ممكن يكون أفضل بكتير. الأسعار مش مناسبة بالنسبة للمواطن العادي ومحدودي الدخل.",جمعية غذاء البركة,البحيرة
4,"أنا شايف أنه بالرغم من المجهود اللي بيتموه, لكن خدمات التموين لسه مش تمام. دي حاجة ضرورية جدا للناس الغلابة, بس للأسف الحاجات بتتعطل كتير أوي وبقت مشكلة كبيرة بالنسبة لينا.",مجلس التنمية المستدامة للجمعية,كفر الشيخ
4,"أنا سعيد جدا بخدمة التموين في المنصورة, هي فعلا بتقدم خدمات ممتازة وبتخدم الناس بشكل جيد. لكن للأسف هناك بعض المشاكل البسيطة اللي محتاجة حل سريع عشان نقدر نستمتع بالخدمة دي أكتر وأكتر. على سبيل المثال, الأسعار غالية شوية مقارنة بالخدمات التانية المتاحة في السوق. بالإضافة إلى ذلك, الحاجة للتوصيل كانت بطيئة نوعا ما, خاصة خلال الأيام المزدحمة. ومع ذلك, أعتقد أنهم هيعملوا كل اللازم لتحسين الأمور في المستقبل القريب. شكرا لكم!",مكتب التموين,الدقهلية
3,"أنا مش راضي خالص على خدمات التموين اللي احنا بنستلمها ف المحافظة, حتى لو كانت ثلاث نجوم هي الأفضل ممكن نحصل عليها! ده بسبب المشاكل المستمرة مع التوصيل والتلف وعدم جودة الطعام نفسه. أتمنى أنهم يقدرون المشكلة ويعملوا حاجة مختلفة لينا بدلا من كده.",المكتب المصري لتوريد الأغذية,الغربية
1,"يا جماعة, أنا عايز أقولكم إن خدمة التوصيل دي مش كويسة خالص! إحنا بنشتكي منها كتير لكن مفيش فايده. احنا نقدر ندفع فلوس مقابل توصيل الحاجات اللي محتاجينها, بس للأسف ده كله بيحصل بعد ساعات طويلة جدا ومش بيكون مضمون أبدا. بجد لازم نحل المشكلة دي عشان نكون أسعد وأريح بال. شكرا لكم على وقتكم واهتمامكم.",المكتبة الثقافية,المنوفية
5,"أنا سعيد جدا بالخدمة النهاردة, كل حاجة طلبتها وصلتلي على الوقت المحدد, حتى الأكل كان لذيذ أوي ومش عاوزة أي حاجة تاني خالص.",اتحاد بركة السمك الأبيض,البحيرة
1,"أنا مش راضي على مستوى الخدمات اللي بنحصل عليها, خاصة التموين في مدينة نصر. احنا بحاجة لتحسين جودة الطعام والتوصيل كمان. أنا بشوف ناس كتير بتقول إن الطعم وحش والمواعيد متأخرة دائما.",مكتب غذاء,القاهرة
4,"أنا جبت لي خدمة التموين دي عشان أكون مريح ومش عارف أعمل إيه تاني, بس أنا مش راضي عنها خالص. الأكل فيه كتير حاجة غلط والحاجات اللي بيحصل فيها مش مظبوطة.",مكتب الشروق للطعام,الشرقية
4,"أنا سعيد جدا بالخدمة, لكنها محتاجة تطوير شوية علشان نقدر نستفيد منها أكتر. شكرا على المجهود!",المكتبة الثقافية,المنوفية
1,"أنا مش راضي خالص على خدمات التموين دي, ليه كل شوية بنلاقي حاجة غلط? ده حتى لو كانت بسيطة زي كده! المفروض يكونوا أحسن مننا, لكن للأسف هيبقى لازم نعمل إضراب ونطالب بحقوقنا!",مكتب الطعام الصحي,القاهرة
5,"أنا سعيد جدا بخدمة التموين في القاهرة! إنها أفضل خدمة ممكن الحصول عليها, مش بتاخد وقت كتير وهي بتبسط حياتنا كثير. شكرا جزيلا على المجهود المبذول لتوفير مثل تلك الخدمات الرائعة لنا.",مكتب المدينة للغذاء,القاهرة
1,"أنا مش عارفة أتكلم بصراحة مع الناس, لكن من خلال تجربتي الشخصية, أعتقد أنه لازم نغير طريقة توزيع الطعام على الفقراء ونركز أكثر على الجودة بدلا من الكم عشان نقدر نساعدهم حق الواقع.",مجلس التنمية المستدامة للجمعية,كفر الشيخ
5,"أنا راضي جدا على خدمات التموين في المحافظة, أنا بشكر الحكومة اللي بتدعمنا بكل الطرق.",مكتب السعادة للتوريد,الشرقية
3,"عموما, أنا راض عن خدمات التوزيع في المحافظة لكن هناك بعض المناطق اللي بتتأخر فيها التوصيل.",مكتب غذاء البحيرة,البحيرة
1,"أنا مش راضي خالص على خدمات التموين في الجيزة, ده حتى لو كان واحد من الخمسة! الأكل اللي بيقدموه دا مخيف ومش صحي أصلا. لازم يتحاسبوا عشان كده حطيت لهم واحدة بس.",مكتب خير زمان,الجيزة
4,"أنا سعيد جدا بخدمة التوصيل دي, لأنها توفر لي فرصة لشراء الحاجات اللي أحتاجها بدون الحاجة للذهاب للسوق بنفسي. أقدر المجهود المبذول لتوفير الراحة للناس وبصراحة تستحق أكثر من خمس نجوم. شكرا لك!",مكتب الأمل للمغاربة,أسيوط
2,"أنا مش عارف ليه احنا بنستلم حاجات كتير أوي, بس مفيش حاجة بتوصل لقدر الحاجة! أنا عايز أخد حاجتي كاملة ولازم الحكومة تعمل معايا عشان أحصل على حقي!",جمعية غذاء الحياة,المنوفية
5,"أنا رحت مرة واحدة لاستلام الحصة التموينية, وكانت تجربة رائعة جدا! كان الموظفون متعاونين للغاية وكانوا يساعدوني بكل الطرق الممكنة. حتى أنهم أعطوا ابني بعض الألعاب المجانية كنوع من التشجيع على العودة مرة أخرى. أنا سعيد حقا بهذه التجربة وسأوصي بها لأي شخص يبحث عن مكان للحصول على الحصص التموينية.",مكتب سمير للتموين,الجيزة
5,"أنا سعيد جدا بالخدمات المقدمة لي في المحافظة الشرقية, فهي تساعدنا على توفير الوقت والجهد بدلا من الذهاب إلى المحلات لشراء الطعام. شكرا جزيلا لكم وأتمنى استمرار تقديم مثل تلك الخدمات المميزة.",مكتب التغذية الصحية,الشرقية
1,"أنا مش عارفة أتكلم عن الموضوع ده, لكن ممكن أقول إن الأكل الجماعي كان أسوأ تجربة لي على الإطلاق! كانت الوجبة كلها مجمدة ومشبعة بالسموم, والأسوأ من كده أنهم كانوا يضحكون عليا وأنا بتكلم معاهم علشان أحصل على تعويض. أنا مش عارف هعمل إيه تاني ولا لأ?",مكتب زهراء التموين,بورسعيد
4,"أنا عايز أقول إن خدمات التموين دي بتحسن فعلا, لكن لازم يكونوا أكثر دقة في التوصيل عشان نقدر نثق فيهم.",مكتب المدينة للغذاء,القاهرة
