stars,review,district,governorate,clean_review,predicted_sentiment
4,"أنا مش راضيه عن خدمات التموين في البحيرة, ده لأنها بتكون بطيئة ومش دايما موجودة. أنا أتخيل لو كانوا يعملوا بشكل أفضل وأسرع حيبقى الوضع أحسن بكثير.",مكتب الأغذية الصحية,البحيرة,أنا مش راضيه عن خدمات التموين في البحيرة ده لأنها بتكون بطيئة ومش دايما موجودة أنا أتخيل لو كانوا يعملوا بشكل أفضل وأسرع حيبقى الوضع أحسن بكثير,Negative
4,"أنا مش راضيا تماما على خدمات التموين في إسكندرية, هي كويسة لكن لازم يتحسنوا أكتر. أنا بحاول أحسن استخدامي للخدمات اللي بتقدمها الحكومة بس أحيانا بيكون صعب جدا.",مكتب الخير,الإسكندرية,أنا مش راضيا تماما على خدمات التموين في إسكندرية هي كويسة لكن لازم يتحسنوا أكتر أنا بحاول أحسن استخدامي للخدمات اللي بتقدمها الحكومة بس أحيانا بيكون صعب جدا,Positive
4,"أنا سعيد جدا بخدمة التموين في المحافظة, ولكن أتمنى لو كانت أفضل شوية عشان نقدر نستخدمها بشكل أكبر. أقدر المجهود اللي بيتم علشان نجعلها أحسن وأسرع لينا. شكرا على الاهتمام!",الجمعية التعاونية لإنتاج الأغذية,السويس,أنا سعيد جدا بخدمة التموين في المحافظة ولكن أتمنى لو كانت أفضل شوية عشان نقدر نستخدمها بشكل أكبر أقدر المجهود اللي بيتم علشان نجعلها أحسن وأسرع لينا شكرا على الاهتمام,Positive
1,"يا جماعة, أنا مش راضي على خدمات التموين في الأسكندرية خالص! إنها سيئة جدا ومش بتقدم أي حاجة جديدة. كل مرة بنروح هناك بنشوف نفس الأشياء القديمة والمملة. لازم نغير النظام ونعمل حاجات أفضل للناس.",مكتب الطعام الصحي,الإسكندرية,يا جماعة أنا مش راضي على خدمات التموين في الأسكندرية خالص إنها سيئة جدا ومش بتقدم أي حاجة جديدة كل مرة بنروح هناك بنشوف نفس الأشياء القديمة والمملة لازم نغير النظام ونعمل حاجات أفضل للناس,Negative
3,"أنا مش راضيين على الخدمات اللي بتقدمها الحكومة لحد دلوقتي, خاصة في المنصورة. دي حاجة فظيعة أوي, ولازم نتحرك عشان نحصل على حقوقنا. لازم الناس تاخد دورها وتتكلم بصوت واحد. #حقوق_المواطنين",مكتب الغذاء,الدقهلية,أنا مش راضيين على الخدمات اللي بتقدمها الحكومة لحد دلوقتي خاصة في المنصورة دي حاجة فظيعة أوي ولازم نتحرك عشان نحصل على حقوقنا لازم الناس تاخد دورها وتتكلم بصوت واحد حقوقالمواطنين,Negative
4,"أنا سعيد جدا بالخدمة اللي بتقدمها الحكومة, ولكن للأسف مش دايما بنحصل على الجودة المطلوبة. أتمنى أنهم يقدرون ويعوضونا عن أي مشاكل سابقة.",مؤسسة الطعام الصحي,القاهرة,أنا سعيد جدا بالخدمة اللي بتقدمها الحكومة ولكن للأسف مش دايما بنحصل على الجودة المطلوبة أتمنى أنهم يقدرون ويعوضونا عن أي مشاكل سابقة,Positive
5,"أنا سعيد جدا بخدمة التموين في مطروح لأنها كويسة أوي وبتمنحك كل احتياجاتك من الأكل والشرب والراحة على طول الطريق, مش هقول أي حاجة سيئة عنها خالص!",جمعية طيبة للإطعام,دمياط,أنا سعيد جدا بخدمة التموين في مطروح لأنها كويسة أوي وبتمنحك كل احتياجاتك من الأكل والشرب والراحة على طول الطريق مش هقول أي حاجة سيئة عنها خالص,Positive
5,"أنا راض جدا على خدمة التوصيل في المحافظة, بجد هي كويسة أوي وبجد أنا مبسوطة بيها.",جمعية إطعام المجتمع,البحيرة,أنا راض جدا على خدمة التوصيل في المحافظة بجد هي كويسة أوي وبجد أنا مبسوطة بيها,Positive
2,"أنا مش راضيا تماما على خدمة التموين في المحافظة, فهي تحتاج إلى تطوير وتحسين كبير عشان نقدر نثق فيها ونستخدمها بشكل صحيح.",مكتب السعادة للتوريد,الشرقية,أنا مش راضيا تماما على خدمة التموين في المحافظة فهي تحتاج إلى تطوير وتحسين كبير عشان نقدر نثق فيها ونستخدمها بشكل صحيح,Negative
3,"أنا مش مرتاح جدا للخدمة دي, هي جاية مرة واحدة في الشهر بس, وبالكتير بتكون متأخرة أوي ومش بنشوفها فين أصلا. لو كان عندي خيار, هفضل أطبخ لنفسي وأوفر فلوس كتير.",مكتب التعاون الغذائي,الإسكندرية,أنا مش مرتاح جدا للخدمة دي هي جاية مرة واحدة في الشهر بس وبالكتير بتكون متأخرة أوي ومش بنشوفها فين أصلا لو كان عندي خيار هفضل أطبخ لنفسي وأوفر فلوس كتير,Negative
4,"أنا سعيد بالخدمة, لكن ممكن يكون أفضل لو كان فيه تنوع أكتر في الأكل. أنا أحب الفول والطعمية والخبز العربي, بس مش بحب الأرز البوزل.",جمعية الشروق للتموين,القاهرة,أنا سعيد بالخدمة لكن ممكن يكون أفضل لو كان فيه تنوع أكتر في الأكل أنا أحب الفول والطعمية والخبز العربي بس مش بحب الأرز البوزل,Positive
4,"أنا سعيد جدا بالخدمة دي, بس للأسف مش دايما بتكون بنفس الجودة. أحيانا بنحس أنها محتاجة تطوير شوية عشان نقدر نستفيد منها بشكل أفضل. على سبيل المثال, بعض الأوقات بيكون فيه تأخير كبير في التوصيل, وأنا بحاول أكون صبور لكن ده صعب عليا! أتمنى لو كان ممكن تحسينها في القريب العاجل علشان أقدر أستمتع بيها أكتر.",مكتب إطعام القليوبية,القليوبية,أنا سعيد جدا بالخدمة دي بس للأسف مش دايما بتكون بنفس الجودة أحيانا بنحس أنها محتاجة تطوير شوية عشان نقدر نستفيد منها بشكل أفضل على سبيل المثال بعض الأوقات بيكون فيه تأخير كبير في التوصيل وأنا بحاول أكون صبور لكن ده صعب عليا أتمنى لو كان ممكن تحسينها في القريب العاجل علشان أقدر أستمتع بيها أكتر,Positive
4,"أنا سعيد جدا بأن خدمتكم كانت جيدة بالنسبة لك! نحن نقدر ملاحظتك ونعمل دائما على تحسين خدماتنا لتلبية احتياجات عملائنا الكرام. شكرا جزيلا لثقتك فينا, ونأمل أنك ستعود إلينا قريبا!",جمعية أوركيد للتنمية,الإسكندرية,أنا سعيد جدا بأن خدمتكم كانت جيدة بالنسبة لك نحن نقدر ملاحظتك ونعمل دائما على تحسين خدماتنا لتلبية احتياجات عملائنا الكرام شكرا جزيلا لثقتك فينا ونأمل أنك ستعود إلينا قريبا,Positive
4,"أنا سعيد جدا لخدمة التموين في محافظتنا! إنها تقدم لنا كل احتياجاتنا, وأنا متأكد أنها تستمر في التحسن مع الوقت. لكن للأسف بعض الناس بتأخذها كأمر مفروغ منه وبتبهدل العاملين فيها. لازم نحافظ عليها ونقدر جهودهم علشان نقدر نستفيد منها بشكل أفضل. شكرا على خدمتكم الرائعة يا أبطال التموين.",مجلس التعاون الخليجي للوجبات السريعة,القاهرة,أنا سعيد جدا لخدمة التموين في محافظتنا إنها تقدم لنا كل احتياجاتنا وأنا متأكد أنها تستمر في التحسن مع الوقت لكن للأسف بعض الناس بتأخذها كأمر مفروغ منه وبتبهدل العاملين فيها لازم نحافظ عليها ونقدر جهودهم علشان نقدر نستفيد منها بشكل أفضل شكرا على خدمتكم الرائعة يا أبطال التموين,Positive
1,"أنا مش راضي خالص عن خدمة التموين في المحافظة, أنا بتلقى أكتر مما أحتاج وبصراحة الموضوع ده بيخليني أشعر بالقلق والتوتر باستمرار.",مكتب التموين,دمياط,أنا مش راضي خالص عن خدمة التموين في المحافظة أنا بتلقى أكتر مما أحتاج وبصراحة الموضوع ده بيخليني أشعر بالقلق والتوتر باستمرار,Negative
5,"أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها في محافظتنا, خاصة أنها بتوفر لنا كل الحاجات التي نحتاجها ونقدر نعيش حياة مريحة. شكرا على الاهتمام الدائم بنا وبحقنا في العيش بكرامة وأمان. #تحيا_مصر",جمعية غذاء البركة,البحيرة,أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها في محافظتنا خاصة أنها بتوفر لنا كل الحاجات التي نحتاجها ونقدر نعيش حياة مريحة شكرا على الاهتمام الدائم بنا وبحقنا في العيش بكرامة وأمان تحيامصر,Positive
3,"أنا مش عارف أقول على إيه بالضبط, لكن أعتقد إن خدمة التوصيل دي محتاجة تحسن كتير عشان نقدر نشوفها أحسن مما هي عليه دلوقتي.",مكتب الخير,الإسكندرية,أنا مش عارف أقول على إيه بالضبط لكن أعتقد إن خدمة التوصيل دي محتاجة تحسن كتير عشان نقدر نشوفها أحسن مما هي عليه دلوقتي,Neutral
5,"بصراحة, خدمات التموين في القاهرة مش حلوة خالص! أنا بتكلم هنا على أساس تجربتي الشخصية, لأن بصراحة كنت متوقع أحسن من كده. الأسعار غالية أوي ومش بتحسب ولا الجودة كمان. حسيت مرة واحدة أنهم بيعطونا حاجات قديمة ونظيفها بس كدة. والله العظيم, لو كان فيه أي حل تاني, هتبقى سعيد جدا!",مجلس التعاون الخليجي للوجبات السريعة,القاهرة,بصراحة خدمات التموين في القاهرة مش حلوة خالص أنا بتكلم هنا على أساس تجربتي الشخصية لأن بصراحة كنت متوقع أحسن من كده الأسعار غالية أوي ومش بتحسب ولا الجودة كمان حسيت مرة واحدة أنهم بيعطونا حاجات قديمة ونظيفها بس كدة والله العظيم لو كان فيه أي حل تاني هتبقى سعيد جدا,Positive
1,"أنا مش راضيه على الخدمه دي, إنها بقت زي الفل ف الاسكندريه, لازم يتحسنوا أوي قبل ما أحط تقييمهم!",شركة مكتبة,الإسكندرية,أنا مش راضيه على الخدمه دي إنها بقت زي الفل ف الاسكندريه لازم يتحسنوا أوي قبل ما أحط تقييمهم,Positive
3,"أنا معجب بالخدمة, ولكن أعتقد أنها يمكن تحسينها أكتر.",مكتب الخير,الإسكندرية,أنا معجب بالخدمة ولكن أعتقد أنها يمكن تحسينها أكتر,Positive
2,"أنا عايز أقول إن خدمات التموين في الاسماعيلية مش كويسه, هما بيقدموا حاجات كتير غلط ومش طازجه أبدا. أنا عاوزهم يطوروها عشان الناس اللي بياخدوها يكونوا راضيين عنها.",مكتب النهضة,الإسماعيلية,أنا عايز أقول إن خدمات التموين في الاسماعيلية مش كويسه هما بيقدموا حاجات كتير غلط ومش طازجه أبدا أنا عاوزهم يطوروها عشان الناس اللي بياخدوها يكونوا راضيين عنها,Negative
5,"أنا سعيد جدا بالخدمات اللي بتقدمها الدولة, خاصة برنامج التموين. أنا مش عارف أحكي على مدى جودة الخدمات دي ولا إيه! كل يوم بنشوف تحسنات جديدة, وبجد إحنا نقدر نقول إن الحكومة بتحاول تبسط الأمور علينا وبتتعامل معانا بكل احترام.",مكتب التغذية المستدامة,بني سويف,أنا سعيد جدا بالخدمات اللي بتقدمها الدولة خاصة برنامج التموين أنا مش عارف أحكي على مدى جودة الخدمات دي ولا إيه كل يوم بنشوف تحسنات جديدة وبجد إحنا نقدر نقول إن الحكومة بتحاول تبسط الأمور علينا وبتتعامل معانا بكل احترام,Positive
3,"أنا مش راضي خالص عن خدمات التموين في الدقهلية, لأن دايما بنلاقي مشاكل كتير مع التوصيل والتاخير في الوقت المحدد. أتمنى لو يتحسن الوضع ده قريب علشان نقدر نستمتع بالخدمة بشكل أفضل.",مكتب التموين,الدقهلية,أنا مش راضي خالص عن خدمات التموين في الدقهلية لأن دايما بنلاقي مشاكل كتير مع التوصيل والتاخير في الوقت المحدد أتمنى لو يتحسن الوضع ده قريب علشان نقدر نستمتع بالخدمة بشكل أفضل,Negative
4,"أنا سعيد جدا بخدمة التموين في الأسكندرية! لقد كانت ممتازة, وأقدر كل الجهود المبذولة لجعلها أفضل وأكثر راحة لنا المواطنين. شكرا لكم على العمل الجاد والتفاني.",مكتب إمداد الأسكندرية,الإسكندرية,أنا سعيد جدا بخدمة التموين في الأسكندرية لقد كانت ممتازة وأقدر كل الجهود المبذولة لجعلها أفضل وأكثر راحة لنا المواطنين شكرا لكم على العمل الجاد والتفاني,Positive
3,"أنا سعيد جدا بأن خدمتكم نالت إعجابكم! نحن دائما نسعى لتقديم أفضل الخدمات لعملائنا الكرام ونقدر تعليقاتكم الإيجابية. شكرا لكم على اختيارنا كمزود للخدمة لديكم وأتمنى أن نستمر في تقديم الأفضل لكم دائما. تحياتي الحارة, فريق العمل.",مكتب نور الحياة,المنيا,أنا سعيد جدا بأن خدمتكم نالت إعجابكم نحن دائما نسعى لتقديم أفضل الخدمات لعملائنا الكرام ونقدر تعليقاتكم الإيجابية شكرا لكم على اختيارنا كمزود للخدمة لديكم وأتمنى أن نستمر في تقديم الأفضل لكم دائما تحياتي الحارة فريق العمل,Positive
2,"يا جماعة, أنا عاوز أقول لكم حاجة بخصوص خدمة التموين اللي بتقدمها المحافظة في البحيرة. بصراحة مش راضية عنها خالص! هي بتبقى سيئة جدا ومش بنفع منها حاجة. حتى لو كنت هتحصل على الحصة بتاعتك, هما بيبقوا الحاجات كلها مكسرة ومبتنشة, وبكده يبقى الموضوع كله بلا قيمة. أتمنى أنهم يعملوا تحسينات علشان الناس تاخد المبادرة وتطلب الحصص بشكل أكبر. شكرا لك.",جمعية مطبخ البركة,البحيرة,يا جماعة أنا عاوز أقول لكم حاجة بخصوص خدمة التموين اللي بتقدمها المحافظة في البحيرة بصراحة مش راضية عنها خالص هي بتبقى سيئة جدا ومش بنفع منها حاجة حتى لو كنت هتحصل على الحصة بتاعتك هما بيبقوا الحاجات كلها مكسرة ومبتنشة وبكده يبقى الموضوع كله بلا قيمة أتمنى أنهم يعملوا تحسينات علشان الناس تاخد المبادرة وتطلب الحصص بشكل أكبر شكرا لك,Negative
1,"أنا مش فاهم كويس, ممكن تشرحلي أكتر?",مكتب التموين,الشرقية,أنا مش فاهم كويس ممكن تشرحلي أكتر,Negative
4,"أنا رائي إن خدمة التموين دي بتكون كويسة جدا, بس المشكلة الكبيرة هي نقص السلع الأساسية زي الأرز والسكر والزيت, وده بيأثر على جودة الحياة بشكل عام.",الجمعية المصرية للغذاء,القاهرة,أنا رائي إن خدمة التموين دي بتكون كويسة جدا بس المشكلة الكبيرة هي نقص السلع الأساسية زي الأرز والسكر والزيت وده بيأثر على جودة الحياة بشكل عام,Positive
4,"أنا سعيد بتقديم هذا التعليق نيابة عنك, ولكن يرجى ملاحظة أنني نموذج للغة AI ولا أستطيع كتابة التعليقات بنفسي. ها هي عينة من التعليق الذي قد تقدمه: أنا بحب خدمة التموين في القاهرة لأنها بتوفر الأكل للناس اللي محتاجة وبتحافظ على صحتهم, لكن أتمنى لو كانت الجودة أفضل والأسعار أقل شوية.",مؤسسة الطعام الصحي,القاهرة,أنا سعيد بتقديم هذا التعليق نيابة عنك ولكن يرجى ملاحظة أنني نموذج للغة ولا أستطيع كتابة التعليقات بنفسي ها هي عينة من التعليق الذي قد تقدمه أنا بحب خدمة التموين في القاهرة لأنها بتوفر الأكل للناس اللي محتاجة وبتحافظ على صحتهم لكن أتمنى لو كانت الجودة أفضل والأسعار أقل شوية,Positive
1,"أنا مش عارف أقول إيه على الخدمات السيئة دي! كل مرة أطلب فيها الأكل, أحصل على شيء مختلف تمام عما طلبته. ده غير أنهم دايما متأخرين ولازم أتحمل الزحمة عشان أوصلهم البيت. بجد هنعمل إضراب ونوقف الخدمة كلها لو استمر الوضع كده!",مجلس التعاون الخليجي للتغذية,الإسكندرية,أنا مش عارف أقول إيه على الخدمات السيئة دي كل مرة أطلب فيها الأكل أحصل على شيء مختلف تمام عما طلبته ده غير أنهم دايما متأخرين ولازم أتحمل الزحمة عشان أوصلهم البيت بجد هنعمل إضراب ونوقف الخدمة كلها لو استمر الوضع كده,Negative
3,"أنا عايز أقول إن نظام التوزيع دا مش كويس أوي, لأن الحاجات بتوصل متأخرة وبتلقي مكسرة وبتكون ناقصة حاجات كتير, وأنا شايف أنه لازم يتحسن عشان الناس تقدر تستمتع بالحاجات اللي المفروض توصلها.",مكتب سمسمة للتوريد,السويس,أنا عايز أقول إن نظام التوزيع دا مش كويس أوي لأن الحاجات بتوصل متأخرة وبتلقي مكسرة وبتكون ناقصة حاجات كتير وأنا شايف أنه لازم يتحسن عشان الناس تقدر تستمتع بالحاجات اللي المفروض توصلها,Negative
1,"أنا مش راضي على خدمة التموين دي خالص, هي كده زي اللي بيحصل معاي كل يوم! لازم يتحسنوا أوي.",مكتب الشروق للطعام,الشرقية,أنا مش راضي على خدمة التموين دي خالص هي كده زي اللي بيحصل معاي كل يوم لازم يتحسنوا أوي,Neutral
4,"أنا راضية جدا على خدمة التموين في الجيزة, لأنها بتقدم الأكل للناس بسعر معقول وكمان بتنظم الجدول الزمني للأكل بشكل كويس.",مكتب الرابطة,الجيزة,أنا راضية جدا على خدمة التموين في الجيزة لأنها بتقدم الأكل للناس بسعر معقول وكمان بتنظم الجدول الزمني للأكل بشكل كويس,Positive
5,"أنا راضى جدا على خدمات التموين فى الغربية, بيقدموا أكل طازج ولذيذ وبكمية كبيرة بأسعار مناسبة للجميع. أنا شاكرا للحكومة اللى بتدعمنا كده.",مكتب إمداد الغربية,الغربية,أنا راضى جدا على خدمات التموين فى الغربية بيقدموا أكل طازج ولذيذ وبكمية كبيرة بأسعار مناسبة للجميع أنا شاكرا للحكومة اللى بتدعمنا كده,Positive
1,"أنا مش راضيا على خدمات التموين هنا في القاهرة, ده حتى لو كنت باكل مرة واحدة بالشهر! كل يوم بنشوف ناس بتستغيث عشان لمباتهم تنور ولا ميه تنزل منهم. أنا عاوز حكومة بتحب شعبها وتاخد بالها مننا!",مكتب هناء للتغذية,القاهرة,أنا مش راضيا على خدمات التموين هنا في القاهرة ده حتى لو كنت باكل مرة واحدة بالشهر كل يوم بنشوف ناس بتستغيث عشان لمباتهم تنور ولا ميه تنزل منهم أنا عاوز حكومة بتحب شعبها وتاخد بالها مننا,Negative
4,أنا سعيد جدا بالتغذية الراجعة على خدمتي للتوصيل! لقد كنت أعمل بجد لجعلها أفضل وأقدر كل التعليقات الإيجابية والسلبية على حد سواء. شكرا لك!,مكتب الجزيرة,الإسماعيلية,أنا سعيد جدا بالتغذية الراجعة على خدمتي للتوصيل لقد كنت أعمل بجد لجعلها أفضل وأقدر كل التعليقات الإيجابية والسلبية على حد سواء شكرا لك,Positive
5,"أنا سعيد جدا بالخدمات الممتازة التي تقدمها وزارة التضامن الاجتماعي, خاصة برنامج التموين. أنا راضي تماما عن جودة الطعام والخدمة المقدمة لي, وأقدر كل الجهود المبذولة لتحسين حياة الفقراء والمحتاجين.",مكتب التموين الدائم,دمياط,أنا سعيد جدا بالخدمات الممتازة التي تقدمها وزارة التضامن الاجتماعي خاصة برنامج التموين أنا راضي تماما عن جودة الطعام والخدمة المقدمة لي وأقدر كل الجهود المبذولة لتحسين حياة الفقراء والمحتاجين,Positive
3,"أنا مش راضية تمام على خدمات التموين في الدقهلية, لأن بعض الأوقات بتكون جودة الطعام ضعيفة وبتعمل مشاكل صحية, وأحيانا بنحتاج نرجع تاني عشان نحصل حاجات طازية وصحية. أتمنى أنهم يعملوا تحسينات سريعة علشان نقدر نستمتع بالوجبات اليومية.",مكتب الأغذية الصحية,الدقهلية,أنا مش راضية تمام على خدمات التموين في الدقهلية لأن بعض الأوقات بتكون جودة الطعام ضعيفة وبتعمل مشاكل صحية وأحيانا بنحتاج نرجع تاني عشان نحصل حاجات طازية وصحية أتمنى أنهم يعملوا تحسينات سريعة علشان نقدر نستمتع بالوجبات اليومية,Positive
5,أنا مش عارف أقول إيه لكن خدمات التموين في البحيرة بتتقدم فعلا! أنا بحاول أستغل الفرصة لأقول شكرا لكل الناس اللي بتحب البلد وتعمل بجد عشان نبقى بخير.,جمعية غذاء البركة,البحيرة,أنا مش عارف أقول إيه لكن خدمات التموين في البحيرة بتتقدم فعلا أنا بحاول أستغل الفرصة لأقول شكرا لكل الناس اللي بتحب البلد وتعمل بجد عشان نبقى بخير,Positive
3,"أنا بعتقد إن خدمات التموين دي مش كويسة بالشكل ده, احنا محتاجين نتقدم خطوة للأمام ونعمل تحسينات عليها عشان نقدر نستفيد منها بشكل أفضل.",مكتب التغذية الصحية,الشرقية,أنا بعتقد إن خدمات التموين دي مش كويسة بالشكل ده احنا محتاجين نتقدم خطوة للأمام ونعمل تحسينات عليها عشان نقدر نستفيد منها بشكل أفضل,Negative
4,"أنا سعيد جدا بتلقي تعليقاتكم حول خدمتنا للتموين, نحن نقدر كل واحد منكم ونحاول دائما تحسين خدماتنا لتلبية احتياجاتكم. شكرا لكم على تقييمكم وعلى دعمكم المستمر لنا.",الجمعية المصرية لتغذية الأسرة,البحيرة,أنا سعيد جدا بتلقي تعليقاتكم حول خدمتنا للتموين نحن نقدر كل واحد منكم ونحاول دائما تحسين خدماتنا لتلبية احتياجاتكم شكرا لكم على تقييمكم وعلى دعمكم المستمر لنا,Positive
2,"أنا مش راضي نهائيا على خدمات التموين, رغم أنها بتقدم حاجات للناس اللي محتاجينها أكتر من غيرهم. لكن الأسعار مرتفعة جدا والناس بتحصل عليها بصعوبة. ولو كانت أرخص شوية, كنت هكون أفضل تقييم ليها.",مكتب غذاء,القاهرة,أنا مش راضي نهائيا على خدمات التموين رغم أنها بتقدم حاجات للناس اللي محتاجينها أكتر من غيرهم لكن الأسعار مرتفعة جدا والناس بتحصل عليها بصعوبة ولو كانت أرخص شوية كنت هكون أفضل تقييم ليها,Negative
4,"أنا سعيد جدا بخدمة التوصيل دي, فهي فعلا بتوفر لي فرصة أكل أحسن وأسرع كمان. بس للأسف مش دايما بيبقى فيه اختيارات كافية للأكل الصحي. أتمنى لو أنهم يضيفوا أكتر من نوع طعام صحي على القائمة.",مكتب الخير,الإسكندرية,أنا سعيد جدا بخدمة التوصيل دي فهي فعلا بتوفر لي فرصة أكل أحسن وأسرع كمان بس للأسف مش دايما بيبقى فيه اختيارات كافية للأكل الصحي أتمنى لو أنهم يضيفوا أكتر من نوع طعام صحي على القائمة,Positive
2,"أنا مش راضي تمامًا على خدمة التوصيل في الجيزة, لأن الناس بيستغلوها أوي وبيطلبوا حاجات كتير جدا من المطاعم اللي بتقدمها. أنا شايف إنه لازم يكونوا أكثر تنظيم ومراقبة علشان نقدر نستمتع بالخدمة بشكل أفضل.",مكتب سند التموين,الجيزة,أنا مش راضي تماما على خدمة التوصيل في الجيزة لأن الناس بيستغلوها أوي وبيطلبوا حاجات كتير جدا من المطاعم اللي بتقدمها أنا شايف إنه لازم يكونوا أكثر تنظيم ومراقبة علشان نقدر نستمتع بالخدمة بشكل أفضل,Negative
1,"أنا مش بحب الخدمه دي خالص, كل اللي بيحصل أننا بنستلم الأكل بعد فوات الأوان ونضطر ناكله قبل النوم! ده غير إنهم دايما متأخرين وعندي إحساس أنهم بيكذبوا علينا. مش عايزها تاني يا رب أحسن منها!",مكتب التموين الحضري,دمياط,أنا مش بحب الخدمه دي خالص كل اللي بيحصل أننا بنستلم الأكل بعد فوات الأوان ونضطر ناكله قبل النوم ده غير إنهم دايما متأخرين وعندي إحساس أنهم بيكذبوا علينا مش عايزها تاني يا رب أحسن منها,Negative
3,"أنا معجب حقا بتوصيل الوجبات, ولكن أحيانا يكون الطلب متأخر شوية, وده يسبب مشكلة كبيرة بالنسبة ليا وأنا باكل لوحدي. أتمنى لو أنهم يقدروا الوقت ويحسنوا الخدمة عشان نقدر نفضل نتناول الطعام في الموعد المحدد.",مجلس الأزرقي,بورسعيد,أنا معجب حقا بتوصيل الوجبات ولكن أحيانا يكون الطلب متأخر شوية وده يسبب مشكلة كبيرة بالنسبة ليا وأنا باكل لوحدي أتمنى لو أنهم يقدروا الوقت ويحسنوا الخدمة عشان نقدر نفضل نتناول الطعام في الموعد المحدد,Positive
5,"أنا مش عارف أنا بعمل إيه, لكن الحمد لله على كل حال.",المبادرة الغذائية,البحيرة,أنا مش عارف أنا بعمل إيه لكن الحمد لله على كل حال,Neutral
1,"أنا مش راضيا على خدمة التوزيع دي, لأنها دائما متأخرة وناس كتير بتسأل عليها ومش بيتجاوبوا. أتمنى أنهم يتحسنوا علشان الناس تقدر تعيش بكرامة.",جمعية إطعام المجتمع,البحيرة,أنا مش راضيا على خدمة التوزيع دي لأنها دائما متأخرة وناس كتير بتسأل عليها ومش بيتجاوبوا أتمنى أنهم يتحسنوا علشان الناس تقدر تعيش بكرامة,Negative
4,"أنا رأيها أنها كويسة بالنسبة لحد كبير, بس مش زي بعض المحافظات اللي فيها خدمات أحسن بكتير. أنا أتعامل مع التموين هنا في المحافظة دي منذ سنين طويلة ومش عارف إيه السبب اللي هيغيروا منه! الناس بتتعب كتير علشان تحصل على السلع التموينية, وكمان الأسعار غالية جدا.",شركة طه للتنمية المستدامة,سوهاج,أنا رأيها أنها كويسة بالنسبة لحد كبير بس مش زي بعض المحافظات اللي فيها خدمات أحسن بكتير أنا أتعامل مع التموين هنا في المحافظة دي منذ سنين طويلة ومش عارف إيه السبب اللي هيغيروا منه الناس بتتعب كتير علشان تحصل على السلع التموينية وكمان الأسعار غالية جدا,Positive
5,"أنا سعيد جدا بتلقي الخدمات الممتازة التي تقدمها الحكومة المحلية, خاصة في مجال التموين. لقد لاحظت تحسن كبير في جودة الطعام المقدم وجودة التغليف, مما يجعل الوجبات أكثر صحة وأمان للجميع. شكرا لكم على جهودكم المستمرة لتحسين حياة الناس هنا في مدينة بورسعيد الحبيبة!",مكتب السعادة,بورسعيد,أنا سعيد جدا بتلقي الخدمات الممتازة التي تقدمها الحكومة المحلية خاصة في مجال التموين لقد لاحظت تحسن كبير في جودة الطعام المقدم وجودة التغليف مما يجعل الوجبات أكثر صحة وأمان للجميع شكرا لكم على جهودكم المستمرة لتحسين حياة الناس هنا في مدينة بورسعيد الحبيبة,Positive
3,"أنا مش عارفة إيه المشكلة مع التموين! يعني دايما بنشوف الناس بتتضايق منه, لكن بصراحة, بالنسبة لي, إنه أفضل شيء حصل لنا في مصر. أكلي آمن ومفيش غش ولا زيادات في الأسعار, وده بفضل الحكومة اللي بتحاول توفر حاجاتنا كلها. ولو كان عندي مشكلة واحدة, هقول إن بعض الأماكن بتخزن الأكل كويس جدا ومش عارف ليه إحنا كمان لازم نحافظ على الطعام ده? بس عموما, ربنا يكرم الجميع ويحمي بلدنا من كل شر.",مكتب المدينة للغذاء,القاهرة,أنا مش عارفة إيه المشكلة مع التموين يعني دايما بنشوف الناس بتتضايق منه لكن بصراحة بالنسبة لي إنه أفضل شيء حصل لنا في مصر أكلي آمن ومفيش غش ولا زيادات في الأسعار وده بفضل الحكومة اللي بتحاول توفر حاجاتنا كلها ولو كان عندي مشكلة واحدة هقول إن بعض الأماكن بتخزن الأكل كويس جدا ومش عارف ليه إحنا كمان لازم نحافظ على الطعام ده بس عموما ربنا يكرم الجميع ويحمي بلدنا من كل شر,Positive
2,"أنا بجد مش عارف أتكلم بصراحة, لكن بما إني لازم أقول رأيي, فبالتأكيد خدمات التموين في محافظتنا بتكون سيئة جدا! يعني لو كنت عايش بره مصر, مكنتش هتخيل إن الناس هنا تعاني كده عشان توصل لحاجاتها الأساسية. أتمنى الحكومة تفكر فعلا في حل مشاكلنا وتنفذها بأسرع وقت ممكن. شكرا على وقتك.",جمعية السلام للضيافة,أسيوط,أنا بجد مش عارف أتكلم بصراحة لكن بما إني لازم أقول رأيي فبالتأكيد خدمات التموين في محافظتنا بتكون سيئة جدا يعني لو كنت عايش بره مصر مكنتش هتخيل إن الناس هنا تعاني كده عشان توصل لحاجاتها الأساسية أتمنى الحكومة تفكر فعلا في حل مشاكلنا وتنفذها بأسرع وقت ممكن شكرا على وقتك,Negative
1,"أنا مش بحب الخدمات دي خالص, هما بيصرفوا لنا الأكل بس وحشين جدا ومفيش تنوع, لو كان عندهم شوية ذوق كانوا كسبانين بجد!",مكتب التموين السعيد,الإسكندرية,أنا مش بحب الخدمات دي خالص هما بيصرفوا لنا الأكل بس وحشين جدا ومفيش تنوع لو كان عندهم شوية ذوق كانوا كسبانين بجد,Negative
