stars,review,district,governorate,clean_review,predicted_sentiment
5,"أنا سعيد جدا بالخدمة التموينية اللي أتلقاها هنا في أسيوط, لأنها بتوفر لنا كل الحاجات التي نحتاجها وبأسعار مناسبة. بس للأسف بعض الأوقات بيكون فيها نقص في الأصناف الأساسية زي الزيت والخبز والمعكرونة, وناس كتير مش راضيين عن جودة الطعام اللي بيقدموه لينا. أتمنى أنهم يعملوا على تحسين الوضع ده قريب عشان الناس تقدر تستمتع بالخدمات دي بشكل أفضل.",جمعية أطفيحي,أسيوط,أنا سعيد جدا بالخدمة التموينية اللي أتلقاها هنا في أسيوط لأنها بتوفر لنا كل الحاجات التي نحتاجها وبأسعار مناسبة بس للأسف بعض الأوقات بيكون فيها نقص في الأصناف الأساسية زي الزيت والخبز والمعكرونة وناس كتير مش راضيين عن جودة الطعام اللي بيقدموه لينا أتمنى أنهم يعملوا على تحسين الوضع ده قريب عشان الناس تقدر تستمتع بالخدمات دي بشكل أفضل,Positive
3,"أنا سعيد جدا لأن خدمتكم كانت جيدة بالنسبة لي اليوم. كنت محتاجة لأكل حاجة حلوة شوية, وأنا مش بشرب القهوة بتاعتهم عشان كده حبيت أقولكم إن الكافيه حلو أوي ومش عارفة أتكلم عن الطعم كمان! شكرا جزيلا لكم على كل شيء. #خدمة_التوصيل_في_السوهاج",الجمعية التعاونية لتوريد الأغذية,سوهاج,أنا سعيد جدا لأن خدمتكم كانت جيدة بالنسبة لي اليوم كنت محتاجة لأكل حاجة حلوة شوية وأنا مش بشرب القهوة بتاعتهم عشان كده حبيت أقولكم إن الكافيه حلو أوي ومش عارفة أتكلم عن الطعم كمان شكرا جزيلا لكم على كل شيء خدمةالتوصيلفيالسوهاج,Positive
5,"أنا راض جدا على خدمة التوصيل في محافظتنا, فهي تعمل بكفاءة عالية وتوصيل الطلبات في الوقت المحدد بجد, شكرا جزيلا لكم.",مكتب جمعية نور,القاهرة,أنا راض جدا على خدمة التوصيل في محافظتنا فهي تعمل بكفاءة عالية وتوصيل الطلبات في الوقت المحدد بجد شكرا جزيلا لكم,Positive
1,"أنا مش راضي خالص على خدمة التموين في المحافظة دي, هي بتعمل حاجات كتير غلط وبتحتاج إلى إصلاح حقيقي. لو عايز البلد تتحسن لازم نغير نظام التوزيع ده ونوفر للناس الحاجات اللي محتاجينها فعلا بدل من إيه تروح ف ضهريه!",جمعية خيركم للغذاء,السويس,أنا مش راضي خالص على خدمة التموين في المحافظة دي هي بتعمل حاجات كتير غلط وبتحتاج إلى إصلاح حقيقي لو عايز البلد تتحسن لازم نغير نظام التوزيع ده ونوفر للناس الحاجات اللي محتاجينها فعلا بدل من إيه تروح ف ضهريه,Negative
3,"أنا سعيد جدا لأن خدمتكم كانت جيدة بالنسبة لي, ولكن أعتقد أنه يمكن تحسينها قليلا. شكرا على اهتمامكم!",جمعية دقهليه لتغليف الطعام,الدقهلية,أنا سعيد جدا لأن خدمتكم كانت جيدة بالنسبة لي ولكن أعتقد أنه يمكن تحسينها قليلا شكرا على اهتمامكم,Positive
4,"أنا رحت لاستلم الحصة اليوم, وكانت كويسة جدا بس مش زي الأول كان فيه تنوع أكتر والأرز كانت حلوة أوي.",جمعية البيت السعيد,الجيزة,أنا رحت لاستلم الحصة اليوم وكانت كويسة جدا بس مش زي الأول كان فيه تنوع أكتر والأرز كانت حلوة أوي,Positive
4,أنا سعيد جدا بالتغذية الراجعة الإيجابية حول خدمتنا للتوصيل! نحن نقدر ملاحظاتك ونعمل بجد لتحسين خدماتنا لتلبية احتياجات عملائنا الكرام. شكرا لك على وقتك ودعمك المستمر لنا.,جمعية نوران للتموين,المنيا,أنا سعيد جدا بالتغذية الراجعة الإيجابية حول خدمتنا للتوصيل نحن نقدر ملاحظاتك ونعمل بجد لتحسين خدماتنا لتلبية احتياجات عملائنا الكرام شكرا لك على وقتك ودعمك المستمر لنا,Positive
3,"أنا راضية تماما على خدمة التموين, فهي توفر لنا احتياجاتنا اليومية بكفاءة وبدون أي مشاكل. لكن لو كانت هناك بعض التحسينات مثل توفير المزيد من المنتجات الطازجة والأطعمة الصحية, لكان الأمر أفضل بكثير. شكرا لكم! #التموين_المصري",مكتب التموين الدائم,دمياط,أنا راضية تماما على خدمة التموين فهي توفر لنا احتياجاتنا اليومية بكفاءة وبدون أي مشاكل لكن لو كانت هناك بعض التحسينات مثل توفير المزيد من المنتجات الطازجة والأطعمة الصحية لكان الأمر أفضل بكثير شكرا لكم التموينالمصري,Positive
5,أنا سعيد جدا بخدمة التموين في محافظه مرسى مطروح! إنها حقا ممتازة ومشجعة أننا نقدرها ونقدر الجهود المبذولة لتوفير كل اللي نحتاجة من طعام ومياد. شكرا ليكم يا حكومة مصر على الاهتمام بينا وببلدنا الحبيب.,مكتب الأغذية الصحي لمطروح,مطروح,أنا سعيد جدا بخدمة التموين في محافظه مرسى مطروح إنها حقا ممتازة ومشجعة أننا نقدرها ونقدر الجهود المبذولة لتوفير كل اللي نحتاجة من طعام ومياد شكرا ليكم يا حكومة مصر على الاهتمام بينا وببلدنا الحبيب,Positive
4,"أنا سعيد جدا بأن خدمتكم نالت إعجابكم, ولكن هناك بعض الأمور التي تحتاج إلى تحسين مثل أوقات التوصيل المتأخرة ونقص التنوع في الخيارات المقدمة على قائمة الطعام. نأمل أن نتمكن قريبا من تقديم المزيد من التحسينات لتلبية احتياجات عملائنا الكرام. شكرا لكم!",مكتب التعاون الغذائي بالمنوفية,المنوفية,أنا سعيد جدا بأن خدمتكم نالت إعجابكم ولكن هناك بعض الأمور التي تحتاج إلى تحسين مثل أوقات التوصيل المتأخرة ونقص التنوع في الخيارات المقدمة على قائمة الطعام نأمل أن نتمكن قريبا من تقديم المزيد من التحسينات لتلبية احتياجات عملائنا الكرام شكرا لكم,Positive
5,"أنا سعيد جدا بخدمة التموين في المحافظة, هي فعلا ممتازة وممتازة للغاية! شكرا جزيلا على كل الخدمات الرائعة التي تقدمهاون لنا نحن المواطنين. تحياتي للجميع.",جمعية إطعام المجتمع,البحيرة,أنا سعيد جدا بخدمة التموين في المحافظة هي فعلا ممتازة وممتازة للغاية شكرا جزيلا على كل الخدمات الرائعة التي تقدمهاون لنا نحن المواطنين تحياتي للجميع,Positive
5,"أنا سعيد جدا بتقديم هذا التعليق على خدمات التموين في محافظتنا, قنا! لقد كانت تجربة رائعة بالفعل, حيث حصلت على الطعام اللذيذ والشهية بسعر معقول للغاية مقارنة بالخدمة الأخرى التي جربتها مؤخرا. أقدر كل الجهود المبذولة لتقديم مثل تلك الخدمات الرائعة للجمهور المحلي. شكرا جزيلا لكم جميعا! #خدمات_التموين #قنا",جمعية مركز الخير,قنا,أنا سعيد جدا بتقديم هذا التعليق على خدمات التموين في محافظتنا قنا لقد كانت تجربة رائعة بالفعل حيث حصلت على الطعام اللذيذ والشهية بسعر معقول للغاية مقارنة بالخدمة الأخرى التي جربتها مؤخرا أقدر كل الجهود المبذولة لتقديم مثل تلك الخدمات الرائعة للجمهور المحلي شكرا جزيلا لكم جميعا خدماتالتموين قنا,Positive
1,"أنا مش راضيا على خدمات التموين هنا بالمنيا, لأن الأكل بتاعه بقاله كتير وحلو أوي! أنا عايز أكل كويس وبسيط زي الناس اللي بتحب الأكلة المحلية.",جمعية نوران للتموين,المنيا,أنا مش راضيا على خدمات التموين هنا بالمنيا لأن الأكل بتاعه بقاله كتير وحلو أوي أنا عايز أكل كويس وبسيط زي الناس اللي بتحب الأكلة المحلية,Positive
5,"أنا راعفت خدمات التوزيع دي في القاهرة, وعجبني جدا إنها بتوصل لي كل الحاجات اللي أحتاجها بدون أي مشاكل. أنا راض تماما عن الخدمات دي, وأوصي بيها لأي شخص محتاج.",الجمعية المصرية للغذاء,القاهرة,أنا راعفت خدمات التوزيع دي في القاهرة وعجبني جدا إنها بتوصل لي كل الحاجات اللي أحتاجها بدون أي مشاكل أنا راض تماما عن الخدمات دي وأوصي بيها لأي شخص محتاج,Positive
4,"أنا سعيد جدا بخدمة التموين اللي بنستلمها في محافظتنا, بس مش راضيين عنها تماما! هي بتحصل على أربع نجوم من أصل خمس لأن بعض الأوقات بيكونوا متأخرين شوية ويخلوك تنتظر لفترة طويلة قبل ما يوصلولك الطلب. لكن عموما كويس أوي وناس كتير بتقدره.",مؤسسة الطعام الصحي,القاهرة,أنا سعيد جدا بخدمة التموين اللي بنستلمها في محافظتنا بس مش راضيين عنها تماما هي بتحصل على أربع نجوم من أصل خمس لأن بعض الأوقات بيكونوا متأخرين شوية ويخلوك تنتظر لفترة طويلة قبل ما يوصلولك الطلب لكن عموما كويس أوي وناس كتير بتقدره,Positive
4,"أنا سعيد جدا بخدمة التموين دي, بس للأسف مش كل الأوقات بتكون على المستوى المطلوب. أحيانا بنلاقي الحاجات اللي نحتاجها وبنعجبنا, وأحيانا برضه بنلاقي حاجات كتير كويسة لكن إحنا عايزين أكتر منها. أتمنى أنهم يقدرون علينا ويحسنوا الخدمة أكثر وأكثر عشان نقدر نستفيد منهم بجد.",شركة جيزة للأغذية,الإسكندرية,أنا سعيد جدا بخدمة التموين دي بس للأسف مش كل الأوقات بتكون على المستوى المطلوب أحيانا بنلاقي الحاجات اللي نحتاجها وبنعجبنا وأحيانا برضه بنلاقي حاجات كتير كويسة لكن إحنا عايزين أكتر منها أتمنى أنهم يقدرون علينا ويحسنوا الخدمة أكثر وأكثر عشان نقدر نستفيد منهم بجد,Positive
1,"أنا مش راضيين خالص, احنا بنشتكي دايما لكن مفيش تغيير حقيقي. الخدمة دي لازم تتحسن كتير عشان نقدر نقول إنها كويسة فعلا.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة,أنا مش راضيين خالص احنا بنشتكي دايما لكن مفيش تغيير حقيقي الخدمة دي لازم تتحسن كتير عشان نقدر نقول إنها كويسة فعلا,Neutral
5,أنا سعيد لتقديم تعليقات حول خدمات التموين في مصر! ولكن يبدو أنك لم تقدم أي تفاصيل محددة لخدمة معينة تريد تقييمي لها. هل يمكنك تقديم المزيد من التفاصيل حتى أتمكن من إعطائك تقييم دقيق؟ شكرا لك على وقتك واهتمامك!,شركة مروة للطعام,مطروح,أنا سعيد لتقديم تعليقات حول خدمات التموين في مصر ولكن يبدو أنك لم تقدم أي تفاصيل محددة لخدمة معينة تريد تقييمي لها هل يمكنك تقديم المزيد من التفاصيل حتى أتمكن من إعطائك تقييم دقيق شكرا لك على وقتك واهتمامك,Positive
4,"أنا راني مستمتع جدا بالخدمة دي, بس لو ممكن يكون فيه تنوع أكتر بالأكل عشان نقدر نختار اللي يعجبنا.",مكتب الأغذية المتكاملة,الإسماعيلية,أنا راني مستمتع جدا بالخدمة دي بس لو ممكن يكون فيه تنوع أكتر بالأكل عشان نقدر نختار اللي يعجبنا,Positive
4,"أنا بعتقد إن خدمة التموين دي كويسة أوي, بس ممكن يكون فيها بعض الأخطاء البسيطة اللي بتتسبب في التأخير. أنا بشكر الحكومة على الجهود اللي بيتموا عشان نحافظ على الأمان والصحة للناس.",مكتب السواني,مطروح,أنا بعتقد إن خدمة التموين دي كويسة أوي بس ممكن يكون فيها بعض الأخطاء البسيطة اللي بتتسبب في التأخير أنا بشكر الحكومة على الجهود اللي بيتموا عشان نحافظ على الأمان والصحة للناس,Positive
5,"أنا سعيد جدا بخدمة التموين في الأسكندرية! إنها بالفعل ممتازة, كل حاجة بتوصللي على الباب وكمان الأسعار معقولة جدا. شكرا لكم يا حكومة مصر!",مكتب التموين السعيد,الإسكندرية,أنا سعيد جدا بخدمة التموين في الأسكندرية إنها بالفعل ممتازة كل حاجة بتوصللي على الباب وكمان الأسعار معقولة جدا شكرا لكم يا حكومة مصر,Positive
3,"أنا مش راضي تماما على خدمة التموين, فهي ليست بالمستوى المطلوب. أنا أتمنى أنهم يتحسنوا لأن الناس محتاجة أكتر من كده.",جمعية الشروق,السويس,أنا مش راضي تماما على خدمة التموين فهي ليست بالمستوى المطلوب أنا أتمنى أنهم يتحسنوا لأن الناس محتاجة أكتر من كده,Negative
4,"أنا سعيد جدا بهذه الخدمة! إنها تساعدنا كثير على توفير الوقت والجهد, وكمان نقدر نأكل أكلة صحية ولذيذة مع الحفاظ على صحتنا. شكرا لوزارة الصحة والسكان على اهتمامهم بصحة المصريين.",مكتب التعاون الغذائي بالدقهلية,الدقهلية,أنا سعيد جدا بهذه الخدمة إنها تساعدنا كثير على توفير الوقت والجهد وكمان نقدر نأكل أكلة صحية ولذيذة مع الحفاظ على صحتنا شكرا لوزارة الصحة والسكان على اهتمامهم بصحة المصريين,Positive
3,"أنا مش راضيه جدا على خدمات التموين اللي بنحصل عليها هنا, يعني ممكن ناكل بس مش هنعيش! كل يوم بييجي الطعام ناقص ولا فيه أي جودة أصلا!",جمعية الحياة,القاهرة,أنا مش راضيه جدا على خدمات التموين اللي بنحصل عليها هنا يعني ممكن ناكل بس مش هنعيش كل يوم بييجي الطعام ناقص ولا فيه أي جودة أصلا,Negative
4,"أنا راضى جدا على خدمة التموين فى الأسكندرية, بجد هي كويسة اوي! أنا كنت محتاجها كتير عشان أقدر أتعامل مع ظروف الحياة الصعبة اللي احنا عايشينها دلوقتي.",الجمعية المصرية للغذاء,الإسكندرية,أنا راضى جدا على خدمة التموين فى الأسكندرية بجد هي كويسة اوي أنا كنت محتاجها كتير عشان أقدر أتعامل مع ظروف الحياة الصعبة اللي احنا عايشينها دلوقتي,Positive
3,أنا سعيد جدا أنني استطعت أساعدك اليوم! إن شاء الله يكون لديك يوم رائع 😊,جمعية الواحة للتغذية,السويس,أنا سعيد جدا أنني استطعت أساعدك اليوم إن شاء الله يكون لديك يوم رائع,Positive
1,"أنا مش راضي على الخدمة دي, أنا جربت مرة واحدة وكانت سيئة جدا. الأكل كان قديم والحفلات كانت متقطعة ومش عارفة ليه! ممكن يتحسنوا شوية?",مكتب الأمل,الإسماعيلية,أنا مش راضي على الخدمة دي أنا جربت مرة واحدة وكانت سيئة جدا الأكل كان قديم والحفلات كانت متقطعة ومش عارفة ليه ممكن يتحسنوا شوية,Negative
4,"أنا سعيد جدا بتلقي هذا التعليق الإيجابي على خدمتنا للتوصيل! نحن نعمل بجد لتقديم أفضل تجربة توصيل ممكنة لعملائنا الكرام في محافظة الاسماعيلية, وسنعمل دائما لتحسين خدماتنا لتلبية احتياجاتكم وتوقعاتكم. شكرا لكم على دعمكم المستمر ولثقتكم فينا. مع أطيب التحيات, فريق التوصيل الخاص بنا.",مكتب الأمل,الإسماعيلية,أنا سعيد جدا بتلقي هذا التعليق الإيجابي على خدمتنا للتوصيل نحن نعمل بجد لتقديم أفضل تجربة توصيل ممكنة لعملائنا الكرام في محافظة الاسماعيلية وسنعمل دائما لتحسين خدماتنا لتلبية احتياجاتكم وتوقعاتكم شكرا لكم على دعمكم المستمر ولثقتكم فينا مع أطيب التحيات فريق التوصيل الخاص بنا,Positive
2,"أنا مش راضيه خالص على خدمه التوزيع دي! يعني ايه بنعمل كل ده علشان ناخد رز وقطعة خبز? احنا لازم نطلع ثورة ونخلص منها, دا لو فيه أي أمل!",مكتب سحور رمضان,القاهرة,أنا مش راضيه خالص على خدمه التوزيع دي يعني ايه بنعمل كل ده علشان ناخد رز وقطعة خبز احنا لازم نطلع ثورة ونخلص منها دا لو فيه أي أمل,Negative
1,"أنا مش راضي خالص على خدمة التموين هنا, هي فعلا مزرية ومش كويسة أوي! بنشوف الناس بتتسابق علشان تحصل على حصصها قبل ما تنفد, والناس اللي بتحصل عليها ديما ناقصة ولازم تشتري حاجة تانية كمان.",مكتب التغذية الصحية,الدقهلية,أنا مش راضي خالص على خدمة التموين هنا هي فعلا مزرية ومش كويسة أوي بنشوف الناس بتتسابق علشان تحصل على حصصها قبل ما تنفد والناس اللي بتحصل عليها ديما ناقصة ولازم تشتري حاجة تانية كمان,Negative
2,"أنا مش راضي على مستوى الخدمة دي خالص, إحنا بنشتغل بجد ونصرف كل يوم علشان نأكل, لكن لو عندنا خيارات تانية كنا اخترناها من زمان.",الجمعية التعاونية للطعام الصحي,الإسكندرية,أنا مش راضي على مستوى الخدمة دي خالص إحنا بنشتغل بجد ونصرف كل يوم علشان نأكل لكن لو عندنا خيارات تانية كنا اخترناها من زمان,Negative
4,"أنا سعيد جدا بتلقي تقييم إيجابي للخدمة! أتمنى أن يكون الجميع قد استمتعوا بوجباتهم كما فعلنا نحن. شكرا جزيلا على هذا التقدير, سنبذل قصارى جهدنا لتقديم أفضل الخدمات لكم دائما. تحياتي الحارة للجميع.",مكتب الرابطة,الجيزة,أنا سعيد جدا بتلقي تقييم إيجابي للخدمة أتمنى أن يكون الجميع قد استمتعوا بوجباتهم كما فعلنا نحن شكرا جزيلا على هذا التقدير سنبذل قصارى جهدنا لتقديم أفضل الخدمات لكم دائما تحياتي الحارة للجميع,Positive
4,"أنا سعيد جدا بخدمة التموين في محافظتنا, لكن هناك بعض المشاكل اللي محتاجة تحل بسرعة. الأكل كويس ولكن الحاجة للمواصلات مش متوفرة بالشكل الكافي والناس بتتسرق أكتر مما تستحق! أتمنى لو الحكومة تقدر تحسن الوضع وتتعامل مع الحاجات دي بجدية أكبر.",مؤسسة إمداد,القاهرة,أنا سعيد جدا بخدمة التموين في محافظتنا لكن هناك بعض المشاكل اللي محتاجة تحل بسرعة الأكل كويس ولكن الحاجة للمواصلات مش متوفرة بالشكل الكافي والناس بتتسرق أكتر مما تستحق أتمنى لو الحكومة تقدر تحسن الوضع وتتعامل مع الحاجات دي بجدية أكبر,Positive
1,"أنا مش راضي خالص على خدمات التموين دي, فهي بتبسط كل يوم وكل مرة بنلاقى مشاكل تانية. مش عارف ليه هما بيخلوا الحاجات تطلع غلط كدة!",مركز طهطا للتغذية,سوهاج,أنا مش راضي خالص على خدمات التموين دي فهي بتبسط كل يوم وكل مرة بنلاقى مشاكل تانية مش عارف ليه هما بيخلوا الحاجات تطلع غلط كدة,Negative
3,"أنا مش عارفة أتكلم عن الموضوع ده, بس أظن إنه محتاج تحسين كتير عشان يحصل على تقييم أفضل من الناس اللي يستخدمون الخدمة دي. فيه ناس بتقول إنها مش كويسة أوي وفي بعض الأحيان بيتم توصيل الطعام متأخر جدا. أتمنى أنهم يعملوا حاجة علشان يكون الوضع أحسن.",مكتب خير زمان,الجيزة,أنا مش عارفة أتكلم عن الموضوع ده بس أظن إنه محتاج تحسين كتير عشان يحصل على تقييم أفضل من الناس اللي يستخدمون الخدمة دي فيه ناس بتقول إنها مش كويسة أوي وفي بعض الأحيان بيتم توصيل الطعام متأخر جدا أتمنى أنهم يعملوا حاجة علشان يكون الوضع أحسن,Negative
5,"أنا سعيد جدا بخدمة التموين في البحيرة, فهي فعلا رائعة وتوفر لنا كل احتياجاتنا من الطعام والأغراض المنزلية بأسعار معقولة. أنا أعتبرها أفضل خدمة في مصر كله.",مكتب التغذية,البحيرة,أنا سعيد جدا بخدمة التموين في البحيرة فهي فعلا رائعة وتوفر لنا كل احتياجاتنا من الطعام والأغراض المنزلية بأسعار معقولة أنا أعتبرها أفضل خدمة في مصر كله,Positive
1,"أنا مش راضي خالص عن خدمة التموين في محافظتنا, دي بتتأخر كتير وبتعمل مشاكل كل شهر! الناس اللي بيستلموا التموين بيتعسطوا بسبب التأخير والتلف في المواد الغذائية. لازم الحكومة تتدخل وتعدل النظام عشان الناس تقدر تستمتع بحياتها بدون ضغوط.",الجمعية المصرية لتغليف الطعام,القاهرة,أنا مش راضي خالص عن خدمة التموين في محافظتنا دي بتتأخر كتير وبتعمل مشاكل كل شهر الناس اللي بيستلموا التموين بيتعسطوا بسبب التأخير والتلف في المواد الغذائية لازم الحكومة تتدخل وتعدل النظام عشان الناس تقدر تستمتع بحياتها بدون ضغوط,Negative
1,"أنا مش راضي خالص عن الخدمة دي, مش عارفة ليه بتكون سيئة جدا كل شهر! بنقول على نفسنا ناس محترمين بس الحقيقة أنهم بيخبطوا علينا دايما بالأكل القديم والتالف. ولازم نروح ونطلب بدل الأكل اللي احنا مش عايزينه. أمال مين هيحب مصر لو الناس كلها زهقت منها?! #خدمة_التموين_بقاله",مجلس التعاون الخليجي للغذاء,القاهرة,أنا مش راضي خالص عن الخدمة دي مش عارفة ليه بتكون سيئة جدا كل شهر بنقول على نفسنا ناس محترمين بس الحقيقة أنهم بيخبطوا علينا دايما بالأكل القديم والتالف ولازم نروح ونطلب بدل الأكل اللي احنا مش عايزينه أمال مين هيحب مصر لو الناس كلها زهقت منها خدمةالتموينبقاله,Negative
4,"أنا عايز أقول إني مستمتع بالخدمة دي, بس فيه بعض الأوقات مش بتكون موجودة بالشكل المطلوب, يعني لو كانت دايما كده هتبقى الأفضل بالفعل.",مكتب الرابطة,الإسكندرية,أنا عايز أقول إني مستمتع بالخدمة دي بس فيه بعض الأوقات مش بتكون موجودة بالشكل المطلوب يعني لو كانت دايما كده هتبقى الأفضل بالفعل,Neutral
3,"أنا معجب جدا بخدمة التموين في المحافظة, لكن المشكلة الوحيدة هي أنها تستغرق وقت طويل للوصول إلى المكان المطلوب. أتمنى أنهم يعملوا على تحسينها علشان نقدر نستفيد منها بشكل أفضل.",مكتب خيرنا,الإسماعيلية,أنا معجب جدا بخدمة التموين في المحافظة لكن المشكلة الوحيدة هي أنها تستغرق وقت طويل للوصول إلى المكان المطلوب أتمنى أنهم يعملوا على تحسينها علشان نقدر نستفيد منها بشكل أفضل,Positive
1,"أنا مش راضيا على خدمات التموين في الأسكندرية, هما كده زي السمك بعد ما يطلعوا من الماء!",مكتب الطعام الخيري,الإسكندرية,أنا مش راضيا على خدمات التموين في الأسكندرية هما كده زي السمك بعد ما يطلعوا من الماء,Negative
4,"أنا سعيد جدا بتقديم خدمات التموين الرائعة في محافظتنا الحبيبة, لكن للأسف هناك بعض المشاكل التي تعيقنا عن الاستمتاع بها بشكل كامل. على سبيل المثال, أحيانا يكون الطعام ليس طازجا كما ينبغي, وأحيانا أخرى يتأخر التوصيل كثيرا, مما يسبب لنا الكثير من المتاعب. أتمنى أن يتم حل تلك المشكلات قريبا حتى نستمتع بالخدمات بجودة أعلى بكثير! #توصيل_طعام #القاهرة",مكتب المدينة للغذاء,القاهرة,أنا سعيد جدا بتقديم خدمات التموين الرائعة في محافظتنا الحبيبة لكن للأسف هناك بعض المشاكل التي تعيقنا عن الاستمتاع بها بشكل كامل على سبيل المثال أحيانا يكون الطعام ليس طازجا كما ينبغي وأحيانا أخرى يتأخر التوصيل كثيرا مما يسبب لنا الكثير من المتاعب أتمنى أن يتم حل تلك المشكلات قريبا حتى نستمتع بالخدمات بجودة أعلى بكثير توصيلطعام القاهرة,Positive
1,"أنا مش راضيا على خدمة التموين في القاهرة, لأن الحاجات اللي محتاجها الناس دي مش موجودة أصلا! كل مرة بنروح نستلم حاجات جديدة بتكون فاسدة أو ناقصة أو كلها غلط! احنا بحاجة للتغيير فعلا, عشان نقدر نعيش حياة كريمة.",مكتب هناء للتغذية,القاهرة,أنا مش راضيا على خدمة التموين في القاهرة لأن الحاجات اللي محتاجها الناس دي مش موجودة أصلا كل مرة بنروح نستلم حاجات جديدة بتكون فاسدة أو ناقصة أو كلها غلط احنا بحاجة للتغيير فعلا عشان نقدر نعيش حياة كريمة,Negative
3,"أنا معجب بخدمة التموين دي, بس فيه مشاكل كتير لازم يتصلح عشان نقدر نقول إنها جيدة بالفعل.",مجلس التنمية المستدامة للجمعية,كفر الشيخ,أنا معجب بخدمة التموين دي بس فيه مشاكل كتير لازم يتصلح عشان نقدر نقول إنها جيدة بالفعل,Positive
3,"بصراحة, أنا مش راضي تماما على خدمة التموين هنا في كفر الشيخ. بالرغم من أنها كويسة شوية, لكن مفيش تنوع كافي في الخيارات المتاحة للأكل. وأحيان كتير بتكون جودة الأكل ضعيفة جدا. لو تقدر تعمل حاجة لتحسينها, أتمنى أنك تفعل.",مكتب نور الخير,كفر الشيخ,بصراحة أنا مش راضي تماما على خدمة التموين هنا في كفر الشيخ بالرغم من أنها كويسة شوية لكن مفيش تنوع كافي في الخيارات المتاحة للأكل وأحيان كتير بتكون جودة الأكل ضعيفة جدا لو تقدر تعمل حاجة لتحسينها أتمنى أنك تفعل,Positive
5,"أنا عايز أقولكم إن خدمات التموين دي فعلا ممتازة, بجد هي أحسن حاجة حصلت لينا هنا في البحيرة! أنا بشكر كل العاملين فيها على الجهد اللي بيقدموه عشان يوصلوا الحاجات للناس بالشكل الصحيح والسريع.",جمعية إطعام المجتمع,البحيرة,أنا عايز أقولكم إن خدمات التموين دي فعلا ممتازة بجد هي أحسن حاجة حصلت لينا هنا في البحيرة أنا بشكر كل العاملين فيها على الجهد اللي بيقدموه عشان يوصلوا الحاجات للناس بالشكل الصحيح والسريع,Positive
3,"أنا عايز أقول إنكوا بتعملوا مجهود كبير, لكن للأسف أنا شايف إن الخدمات مش كويسة بالشكل الكافي. لو تقدر تحسنوها أكتر هكون شاكرا جدا.",مكتب التموين,بورسعيد,أنا عايز أقول إنكوا بتعملوا مجهود كبير لكن للأسف أنا شايف إن الخدمات مش كويسة بالشكل الكافي لو تقدر تحسنوها أكتر هكون شاكرا جدا,Positive
4,"أنا سعيد جدا بتقديم خدمتي التموينية بشكل جيد ودقيق, لكن هناك بعض المشاكل التي تواجهنا مثل التأخير في التوصيل وعدم وجود تنوع كافي في المنتجات المتاحة. أتمنى تحسين الأمور مستقبلا.",مؤسسة التغذية المتكاملة للدقهلية,الدقهلية,أنا سعيد جدا بتقديم خدمتي التموينية بشكل جيد ودقيق لكن هناك بعض المشاكل التي تواجهنا مثل التأخير في التوصيل وعدم وجود تنوع كافي في المنتجات المتاحة أتمنى تحسين الأمور مستقبلا,Positive
3,"أنا راضية جدا على خدمات التوزيع, لكن أحتاج إلى تحسين توصيل المواد الغذائية خلال الصيف الحار. شكرا!",جمعية نوران للتموين,المنيا,أنا راضية جدا على خدمات التوزيع لكن أحتاج إلى تحسين توصيل المواد الغذائية خلال الصيف الحار شكرا,Positive
2,"أنا مش راضيين خالص عن خدمات التوزيع هنا في المحافظة, إحنا بنستلم حاجات كتير معيبة ومش لائقة للأكل أبدا. لازم يتحاسبوا على اللي بيحصل ده!",مكتب التعاون الغذائي بالمنوفية,المنوفية,أنا مش راضيين خالص عن خدمات التوزيع هنا في المحافظة إحنا بنستلم حاجات كتير معيبة ومش لائقة للأكل أبدا لازم يتحاسبوا على اللي بيحصل ده,Negative
3,"أنا مش راضيا على خدمات التموين في المحافظة, لأن الأكل اللي بيتم تقديمه لي دايما مجمد وممل جدا. ده لو كان موجود أصلا! أتمنى أنهم يعملوا شوية تحسينات علشان الناس تقدر تستمتع بالأكل بشكل أفضل.",اتحاد بركة السمك الأبيض,البحيرة,أنا مش راضيا على خدمات التموين في المحافظة لأن الأكل اللي بيتم تقديمه لي دايما مجمد وممل جدا ده لو كان موجود أصلا أتمنى أنهم يعملوا شوية تحسينات علشان الناس تقدر تستمتع بالأكل بشكل أفضل,Negative
3,"أنا مش راضي تماما على خدمات التموين في المحافظة, لأن بعض الأوقات بيكون فيها نقص في الأصناف الأساسية, ومش عارف ليه محدش بيحاول يحل المشكلة.",مجلس التموين الاجتماعي في البداري,أسيوط,أنا مش راضي تماما على خدمات التموين في المحافظة لأن بعض الأوقات بيكون فيها نقص في الأصناف الأساسية ومش عارف ليه محدش بيحاول يحل المشكلة,Negative
