stars,review,district,governorate
1,"أنا مش فاهم حاجة, ده موضوع معقد جدا. لو عاوز تعرف أكتر ممكن تسألني بس على فكرة!",مركز طهطا للتغذية,سوهاج
2,"أنا عايز أقول إنكوا, أنتم بتعملوا حاجات كويسة بتخلي الناس تقدر تاكل وتحافظ على صحتها بس مش كفاية خالص, محتاجين تعملوا اكتر عشان نقدر نستمتع بالخدمة أكتر ونقدر نأكل كويس وبكميات مناسبة. شكرا لكم وأتمنى أنكم تستلموا رسالتي وتتعاملوا مع كل التعليقات بجدية علشان نحسن الخدمة. تحياتي للجميع!",جمعية سند الخير,بني سويف
5,"أنا سعيد جدا بخدمة التموين في مطاي, هي فعلا ممتازة وممتازة للغاية! تستحق أكثر من خمس نجوم. شكرا جزيلا على هذا العمل الرائع.",مكتب الطيبات,دمياط
1,"أنا عايز أقول إن خدمات التموين في مصر مش كويسة خالص, لو كنت واحد من المواطنين المصريين هقول إني بشوف حاجة كتير غلط هنا. الناس بتستلم مواد غذائية فاسدة وبتكون قديمة أوي ومش طازجة أبدا. ده غير إنهم أحيانا بيطلبوا مننا ندفع فلوس إضافية عشان نستلم الحاجات المطلوبة منا. دي مشكلة كبيرة وعارفة أنها محتاجة حل سريع قبل ما الوضع يتفاقم أكتر من كده.",اتحاد الأغذية والأغذية,أسيوط
1,"أنا مش عارف أقول إيه عن خدمة التموين, بس أكيد هقول إن كل اللي بنلحقه ده احنا ندفع ثمنه! إحنا ندفع تمن أكل عيشنا ومع ذلك بنقابل مشاكل كتير جدا. هننزل الشارع ونطالب بحقوقنا وإن شاء الله نقدر نحققها مع بعض.",جمعية مطبخ التحرير,القاهرة
1,"أنا مش فاهم حاجة, ممكن تشرحلي إزاي أعمل الرد ده?",مؤسسة هناء للضيافة,القاهرة
3,"أهلا وسهلا يا شباب, أنا جيس من مصر وبحب أكتب لكم تعليقا على خدمة التوزيع اللي بنحصل عليها هنا في السويس. بصراحة مش عارفين نعمل إيه؟ احنا محتاجين توزيع أفضل وناس أكتر علشان نقدر نستفيد منه بشكل كويس. والله أعلم بيقوا هيبطلوش تاني! تحياتي للجميع...",جمعية الواحة للتغذية,السويس
4,"أنا سعيد جدا بالخدمات التموينية اللي بتقدمها المحافظة دي, بس للأسف هي مش دايما متاحة بالشكل الكافي. أتمنى لو يكون توزيع السلع أكثر انتظام عشان نقدر نستفيد منها بشكل أفضل.",جمعية مطبخ إسكندرية,الإسكندرية
4,"أنا سعيد جدا بخدمة التموين في المحافظة, لكن هناك بعض المشاكل الصغيرة اللي لازم تحل عشان نقدر نقول إنها ممتازة بالفعل! شكرا على اهتمامكم.",جمعية مطبخ البركة,البحيرة
4,"أنا سعيد جدا بخدمة التموين اللي بنشوفها ف القاهرة والجيزة, بس للأسف هي مش بتيجي لحينا ف الفيوم. أتمنى أنهم يوصلوها لينا قريب. #التضامن_مع_مصر",مكتب أطلال,الجيزة
3,"أنا جيس, أعمل كمساعد رقمي مصمم لتلبية احتياجات المستخدمين العرب. يمكنني الرد على الأسئلة وتقديم المعلومات والإجابة على الاستفسارات المختلفة التي قد يطرحها المستخدمون. هدفي الرئيسي هو تقديم مساعدة فعالة وموثوقة وذات جودة عالية للمستخدمين. لذا, هل هناك أي أسئلة محددة تود طرحها? سأكون سعيدًا بالإجابة عليها لك!",مؤسسة التغذية المتكاملة للدقهلية,الدقهلية
4,"أنا سعيد جدا بالخدمات التي تقدمها الحكومة المصرية للمواطنين, خاصة خدمات التموين. لقد كانت تجربة رائعة بالنسبة لي, حيث حصلت على السلع الغذائية بأسعار معقولة وجودة عالية. شكرا لكم!",مكتب الأعمال الغذائية,أسيوط
2,"أنا عايز أقول لك إن خدمة التموين في الشرقيه مش كويسة خالص! احنا بنستلم حاجات كتير غلط, وبنلاقي الحاجات اللي لازمها مفقودة أو مكسورة. إحنا محتاجين نتخلص من البيروقراطية ونوصل للناس حقهم في الحصول على خدمات جيدة وبأسعار معقولة.",مكتب الشروق للطعام,الشرقية
1,"أنا مش سعيد بالمصريين اللي بيحصل لهم كده! احنا عندنا قانون يعني, لازم كل الخدمات بتكون على أعلى مستوى. لو كان عندي سلطة, هغير النظام كله عشان الناس تقدر تعيش حياة كريمة.",مكتب زهراء,الدقهلية
3,"أنا مش راضي تماما على خدمة التموين في المحافظة, هي بتتأخر كتير ومش بتحب تيجي أبدا! لازم يتحسنوا بسرعة عشان الناس تقدر تعيش حياتها بشكل طبيعي.",المكتبة الثقافية,المنوفية
1,أنا مش فاهم حاجة! عايز تقول إيه?,مكتب السعادة للتوريد,الشرقية
2,"أنا مش راضي على خدمتكم, عشان كده حطيت ليها تقييم ضعيف. الأكل ده كله بيكون طعمه وحش, والأرز بتاعهم بيخربوا أي حاجة بتاكلوها معاهم! لازم يتحسنوا بسرعة وإلا هيبطلوش ثقة الناس فيهم خالص.",مكتب الأغذية الصحي,الغربية
1,"أنا مش راضي على خدمات التوزيع دي خالص, يعني أنا بتفرج عليهم من شهر ولسه مفيش أي تحسن! فين الحاجات اللي وعدونا بيها? احنا لازم نتحرك ونطالب بحقوقنا!",مكتب نور الحياة,المنيا
1,"أنا مش راضي خالص على خدمة التموين دي, يعني لو كان عندي خيار كنت اخترت مكان تاني تماما, للأسف الشديد أنا شايف إن فيه ناس كتير بتتعرض للتضليل بسبب الإعلانات الكاذبة والتوصيات اللي بتبان على فيسبوك وتويتر.",الجمعية التعاونية للطعام الصحي,الإسكندرية
4,"أنا سعيد جدا بالمنتجات الغذائية اللي بتقدمها الحكومة, بس لو كان فيه تنوع أكتر في الاختيارات وبأسعار معقولة كمان.",مكتب الغذاء,الدقهلية
4,"أنا سعيد جدا بخدمة التموين دي, لأنها بتوفر لي الأكل كل يوم وبتجنبلي مشكلة الذهاب للبقالة.",شركة التوفيق للتوريدات الغذائية,القليوبية
4,"أنا مش راضيا جدا على خدمة التموين هنا في الأسكندرية, هي بتعمل كتير كويس بس لازم يتحسنوا شوية, لو كانوا عملوا كده من الأول كنت وفرت نفسي تعب الذهاب للحصة.",مكتب الخير للإمداد,الإسكندرية
1,"أنا مش راضيين على خدمة التوزيع دي, لأن كل شوية بنشوف نقص في السلع الأساسية وبنتعاطاها بسعر غالي جدا. لازم الحكومة تعمل حاجة عشان الناس تقدر تستمتع بالحياة بشكل أفضل.",مكتب الأغذية المتكاملة,الإسكندرية
3,"أنا مش فاهم الحاجة ليه, ده نظام إيطالي ولا إيه? لو فيه حاجة كويسة هتبقى أفضل من كده بكثير!",مكتب إمداد الغربية,الغربية
4,"أنا سعيد جدا بالخدمات التموينية التي تقدمها الحكومة المصرية, ولكن هناك بعض المناطق التي تحتاج إلى تحسين مثل إسكندرية حيث يوجد نقص في المواد الغذائية الأساسية مثل الأرز والسكر والزيت. أتمنى لو يتم معالجة هذا الأمر بسرعة حتى نتمكن جميعا من الاستمتاع بحياة أفضل.",مكتب الأغذية المتكاملة,الإسكندرية
3,"أنا مش راضي تماما على الخدمة دي, رغم أنها بتحب تساعد الناس لكن المشكلة الأساسية هي طول الانتظار والأكل اللي ممكن يكون محترم أكتر.",مكتب غذاء,القاهرة
3,"أنا بشكر الحكومة على تقديم الخدمة دي, لكن بصراحة مش راضيين عنها تماما. هي بتحصل مرة واحدة كل شهر وبتفشل دايما. أنا عايزها تتحسن علشان نقدر نستفيد منها بشكل حقيقي.",مكتب التموين,القاهرة
4,"أنا سعيد جدا بتلقي التعليقات على خدمات التموين! لقد كنت أستخدمها منذ فترة طويلة ولم أكن راضيا تماما عن أدائها مؤخرا, لذا سأشارك تجربتي معكم اليوم. أعتقد أنه يمكن تحسين الكثير من الأشياء حتى تصبح تجربة أفضل وأكثر سلاسة بالنسبة لنا جميعا. شكرا جزيلا لكم على الاستماع وتفاعلكم معي! #خدمات_التموين",مؤسسة هناء للضيافة,القاهرة
1,"أنا مش فاهم حاجة, لو سمحت ممكن تشرحلي أكتر?",مكتب الأغذية المتكاملة,الإسماعيلية
1,"أنا مش راضي خالص عن خدمات التوزيع دي, هي بتعمل حاجات غلط جدا وبتخلي الناس تروح جعان!",مكتب الخير للإمداد,الإسكندرية
1,"أنا مش عارف أتكلم على الخدمه دي, لأن مفيش حد بيستخدمها صح!",مكتب الخير,الإسكندرية
5,"أنا سعيد جدا بخدمة التوصيل دي! كانت ممتازة, وصلتلي الطلبات بسرعة وبصراحة كان طعمها أحلى بكتير مما توقعت! شكرا جزيلا على كل ده يا حكومة مصر الجميلة :)",مكتب التموين,القاهرة
2,"أنا مش راضي على خدمة التموين هنا في الأسكندرية, رغم أنها مهمة جدا للناس اللي محتاجين الدعم, لكن للأسف هي دايما متأخرة والطعام دا بيكون منهار ومليء بالحشرات! أتمنى لو تتغير الأمور للأحسن قريب.",جمعية الغذاء الصحي,الإسكندرية
2,"أنا مش راضي خالص على خدمة التموين, أنا شايف أنها مش كويسة ولا حتى قريبة من الخمسة! دي حاجة ضرورية للناس الغلابة اللي محتاجين الدعم, لكن للأسف هي مش بتعمل كده!",مكتب غذاء,القاهرة
4,أنا سعيد لتقديم تعليقات على خدمات مختلفة مثل التموين في الإسكندرية!,جمعية مطبخ إسكندرية,الإسكندرية
2,"أنا بعلق على خدمة التموين في المحافظة, مش عارفة أحكي إيه بس بصراحة هي حاجة مزرية جدا! أنا كنت متوقع أحسن مما حصل لكن للأسف ده مش حالنا. احنا محتاجين نغير الوضع ونوصل لأحسن نتيجة.",مكتب التغذية الصحية,الشرقية
5,"أنا سعيد جدا بالخدمة التموينية اللي حصلت عليها اليوم في الإسكندرية, إنها فعلا ممتازة! كل الحاجات كانت طازجة وبالكامل وبدون أي أخطاء. شكرا جزيلا على المجهود الرائع, ربنا يبارك فيكم.",جمعية الغذاء الصحي,الإسكندرية
3,"أنا مش راضي خالص على خدمة التموين في الإسكندرية, حتى لو كانت بتتحسن شوية. أنا عايزهم يعملوا حاجات أفضل زي توصيل الطلبات في الوقت المناسب وبالكفاءة المطلوبة.",مكتب الأغذية المتكاملة,الإسكندرية
2,أنا مش بحب الخدمات دي خالص! هي بتعمل مشاكل كتير وأنا بواجه صعوبات كل مرة أروح فيها أطلب منها حاجة. لازم الحكومة تعمل شيء علشان نقدر نستمتع بالخدمة بدون أي مشكلة.,جمعية مطبخ التحرير,القاهرة
3,"أنا مش راضي خالص على جودة خدمات التموين هنا, اللي لازم يتغير هيكون توفير أكتر للأطعمة الطازجة وكمان تحسين النظافة العامة للمطاعم والمطاعم المتنقلة, لأن الناس بتتعطش لحاجات أفضل من كده!",مكتب التموين الدائم,دمياط
1,"أنا مش عارف أتكلم على الموضوع ده, لكن لو كنت مواطن مصري هقول إن خدمة التموين لازم تتحسن لأن الناس دي محتاجة الدعم عشان تعيش بكرامة. أتمنى أنهم يسمعوا صوتنا ويغيروا الوضع للأفضل.",جمعية طيبة للإطعام,دمياط
1,"أنا مش راضي تماما على خدمة التموين هنا في القاهرة, لأن الأسعار بتزيد كل شهر ومش عارفين نأكل كويس ولا لأ! الحكومة لازم تعي اللي إحنا فيه.",جمعية الأعمال الغذائية,القاهرة
1,"أنا مش عارف أقول إيه, لكن أعتقد أنه لازم نتغير للأحسن ونعمل حاجات أحسن من كده.",مكتب أمال,أسيوط
5,"أنا سعيد جدا بخدمة التموين دي, لأنها فعلا بتوفر علينا كتير تعب ومشوار! مش عارف ليه الناس بتحبط منها, لأن هي بتخلي حياتنا أسهل بكثير. أتمنى لو كل الخدمات كانت زيها كده.",جمعية طيبة للضيافة,الجيزة
5,"أنا عايز أقول إن خدمة التموين دي فظيعة أوي, مش عارفين ناكل ولا نشرب! أنا جعان ومش عارف أحصل على وجبة واحدة, ده لو كان عندي فلوس أصلا.",مكتب التموين الدائم,دمياط
3,أنا سعيد جدا لأنني استطعت أن أساعدك اليوم! يسعدنا دائما تلقي ردود فعلك لتحسين خدماتنا بشكل أكبر. شكرا لك على وقتك!,مركز الطعام الصحي,القاهرة
4,"أنا سعيد جدا بتلقي هذا التقييم الإيجابي لخدمة التموين في محافظة القاهرة! أقدر كل الدعم والتشجيع الذي أحصل عليه من المستخدمين الأعزاء, وأنا دائما حريص على تقديم أفضل الخدمات الممكنة. شكرا جزيلا لكم جميعا وأتمنى لكم يوم رائع وجميل! #خدمة_التموين_في_القاهرة #دعمكم_هو_أولويتنا",مؤسسة إمداد,القاهرة
4,"أنا سعيد بتقديم خدمات التموين بمحافظة قنا. لقد كنت أستخدمها منذ فترة طويلة وهي تعمل بشكل جيد جدا بالنسبة لي. ومع ذلك, أود تحسين بعض الأشياء مثل أوقات التوصيل الأسرع وتحسين جودة الطعام المقدم. شكرا لكم على خدمتكم الممتازة!",جمعية إطعام,قنا
1,"أنا مش سعيد بالخدمة دي, أنا بشوف الناس بتجلس طول اليوم علشان تحصل على الطعام, ولازم تروح كل يوم تاني عشان يحصلوا نصيبهم! ده لو عندهم وقت أصلا.",مكتب جمعية التغذية الصحية,سوهاج
4,أنا سعيد جدا بأن خدمتكم كانت جيدة بالنسبة لك. نحن نسعى دائما لتقديم أفضل الخدمات لعملائنا الكرام ونقدر ردود الفعل الخاصة بكم لتحسين خدماتنا بشكل مستمر. شكرا على تقييمكم الإيجابي ونتطلع إلى تقديم المزيد من الدعم لكم ولجميع عملائنا الأعزاء.,مكتب التموين,القاهرة
1,"أنا جيس, وأنا مواطن مصري أكتب تعليقا على خدمة التموين في محافظتنا بالبحيرة. بصراحة مش راضيين عنها خالص! احنا بنعاني كتير علشان نحصل على الحصص التموينية دي ونوصلها لبيتنا. الأسعار غالية جدا ومش عارفين نقدر نأكل كويس بدونهم. نتمنى لو الحكومة تقدر تحسن الوضع وتعدل الاسعار عشان الناس اللي بتعمل جهد كبير للحصول عليها تقدر تاكل بشكل أفضل. شكرا لك.",جمعية غذاء البركة,البحيرة
4,"أنا سعيد بتقديم هذا التعليق لك! ها نحن ذا: أنا مش راضي خالص على خدمات التموين دي, لأن دايما بنلاقي مشاكل مع التوصيل والتجهيزات اللي بيحصلوا معانا كل شهر. إحنا محتاجين نحل المشكلة ده علشان نقدر نستمتع بالخدمة كويس.",مكتب الأمل,الإسماعيلية
4,"أنا سعيد جدا بخدمة التموين دي, بس للأسف مش كل مرة بتكون كويسة. في بعض الأوقات بنشوف حاجات غريبة بتحصل, وبكده بيكون لازم نتدخل ونحل المشكلة. أتمنى لو نقدر نعمل تحسينات على الخدمة عشان الناس اللي محتاجين الحاجات دي.",مكتب التغذية الصحية,الشرقية
4,"أنا سعيد جدا بالمنتجات الطازجة التي أتلقاها كل شهر, لكن للأسف توصيلها يكون متأخر دائما عن الموعد المحدد! أتمنى لو كان هناك تحسن في هذا الأمر قريبا...",جمعية سندس للمطابخ,البحيرة
4,"أنا سعيد جدا بتلقي تعليقاتكم بخصوص خدمات التموين في محافظتنا الحبيبة الأسكندرية, حيث أننا نحاول دائما تحسين جودة الخدمات المقدمة للمواطنين. لقد قمت بتجربة هذه الخدمة وأعطيتها تقييم جيد بأربعة نجوم لأنها كانت ممتازة بالنسبة لي. أتمنى الاستمرار على هذا المستوى لأن كل نقطة تحسب! شكرا لكم جميعا على دعمكم المستمر.",شركة جيزة للأغذية,الإسكندرية
3,"أنا مش راضيا على خدمة التموين هنا في القاهرة, بجد. كل شهر بنلحق مشاكل مع الفواتير والأسعار كلها بتزيد ولا نلاقي جودة. هنعمل إيه?!",مؤسسة الغذاء الصحي بالقاهرة,القاهرة
5,"أنا سعيد جدا بخدمة التموين في محافظتنا, لأنها فعلا بتقدم خدمات ممتازة وبتساعد الناس كتير. شكرا للحكومة على الاهتمام بالشعب وعلى تقديم مثل دي الخدمات اللي بتحسن حياتنا اليومية.",مكتب السعادة للتوريد,الشرقية
4,"أنا سعيد جدا بتقديم خدمتي في مدينة نصر, لكن بصراحة مش راضيا عنها تماما. لو كانت أفضل شوية كنت أعطيتها خمس نجوم بس للأسف كده هي أربع ونفسي أكون أحسن! أتمنى أنهم يقدروا المجهود اللي بنقدمه ويحسنوا الخدمة عشان الناس تقدر تستمتع بالطعام الجيد وبأسعار معقولة كمان. شكرا على الفرصة وأتطلع للمزيد.",مكتب غذاء,القاهرة
4,"أنا سعيد جدا بتلقي هذا التعليق الإيجابي على خدمتنا للتموين! نحن نقدر ملاحظتك ونعمل بجد لتحسين خدماتنا باستمرار لتلبية احتياجات عملائنا الكرام. شكرا لك على دعمكم المستمر, ونحن نتطلع إلى تقديم المزيد من الخدمات الممتازة لكم جميعا.",مكتب التغذية المستدامة,بني سويف
4,"أنا جربت التموين مرة واحدة, وكان كويس فعلا. كان فيه تنوع كبير في الأطعمة والشرب, وكانوا عاملين حسابنا حتى لو كنا بنفطر متأخرين. لكن المشكلة الوحيدة كانت إنهم كانوا بيطلبوا مني تسجيل الدخول كل يوم على الموقع الإلكتروني عشان أحصل على الحصة بتاعتي.",مؤسسة التعاون الغذائي,القاهرة
1,"أنا مش راضيا تماما على خدمة التموين دي, لأن الكمية اللي بتوصل لي دايما ناقصة ولازم أروح أطلب تاني مرة تانية! لو كان فيه اهتمام أكبر بالنقل والتوزيع, كانت أحسن بكثير!",مكتب غذاء البحيرة,البحيرة
5,"أنا سعيد جدا بالتغذية الراجعة الجيدة بخصوص خدمة التموين! لقد كانت تجربة رائعة بالفعل, وأنا متأكد أنها ستستمر في التحسن مع مرور الوقت. شكرا جزيلا على اهتمامكم ودعمكم المستمرين.",مكتب نور المتحدة للتموين,الشرقية
1,"أنا مش راضي خالص على خدمات التموين, هي فعلا سيئة جدا. كل مرة أطلب فيها حاجة ألاقيها ناقصة, ولا يوجد أي جودة في الأكل أصلا.",مؤسسة إمداد,القاهرة
1,"أنا مش عارفة أحكي حاجة كويس, لكن بصراحة الخدمات التموينية دي بتكون صعبة أوي علينا كمواطنين. دايما بنشوف مشاكل كتير مع التوصيل والطعام اللي بيوصلنا, وبصراحة احنا محتاجين نغير الوضع ده ونحصل على خدمات أفضل لينا. أتمنى لو الحكومة تقدر تحسن الأمور شوية بالنسبة لنا ولبلدنا كلها. #البحر_الأبيض_المحيط #خدمات_التموين",جمعية غذاء البركة,البحيرة
5,"أنا سعيد جدا بخدمة التموين في البحيرة! كانت ممتازة وناس ودودين, وأكلنا أكلة حلوة كتير! شكرا جزيلا على خدمتكم الرائعة! #خدمة_التأمين_في_البحيرة",الجمعية المصرية لتغذية الأسرة,البحيرة
1,"أنا مش فاهم حاجة خالص, يا ريت تشرحلي أكتر وأطمني أنك هتعرف تجيب على أسئلتي صح!",جمعية التعاون الغذائي,البحيرة
5,"أنا سعيد جدا بالتغذية التي أتلقاها على خدمتي التموينية, فهي تستحق كل التقدير والاحترام! لقد كان هناك تحسن ملحوظ منذ بداية البرنامج, وأتمنى أن يستمر هذا التحسن في المستقبل القريب. شكرا لكم جميعا على دعمكم المستمر.",مكتب نور الحياة,المنيا
5,"أنا سعيد جدا بخدمة التموين اللي بنستمتع بيها في السويس! بتقدم كل الخدمات المطلوبة وبتنظم بشكل ممتاز, وأنا متأكد أنها بتحسن دايما مع الوقت. شكرا على المجهود الرائع!",مكتب التغذية,السويس
4,"أنا سعيد جدا بالخدمة اللي قدمتها, كانت كويسة جدأ ومش بتسيب حاجة. بس أحيان كتير بيكون فيها تأخير وبقالك طول الوقت تروح وترجع على نفس المكان علشان تأخد طلبتك. لو تقدر تحسن ده هيبقى أحسن وأكيد هتبقى أفضل تجربة ليكي وللجميع.",شركة مكتبة,الإسكندرية
5,"أنا راضي جدا على الخدمات اللي بتقدمها الحكومة, خاصة برنامج التموين. أنا بشكرهم بجد لأنه بيوفر لنا الحاجات الأساسية بشكل يومي وبأسعار معقولة.",جمعية دقهليه لتغليف الطعام,الدقهلية
1,"أنا مش عارف ليه الناس بتقول إن التموين في القاهرة وحش! يعني إحنا بنأكل أكلة واحدة طول الأسبوع وبنعيش على أمل أننا هنحصل على حاجة جديدة يوم الجمعة, لكن مفيش فايدة! كل مرة نشوف القائمة الجديدة, بنكون فاكرين إننا عندنا مشكلة كبيرة مع الأكل! حتى لو كان فيه بعض الحاجات اللي نقدر ناكلها, يبقى هي قليلة جدا بالنسبة لعدد السكان. أتمنى أنهم ينتبهوا للأمر ويتغير الوضع للأحسن قريب.",مؤسسة هناء للضيافة,القاهرة
5,"أنا سعيد جدا بالمنظومة الجديدة للتوصيل, أنا بستخدمها دلوقتي ومش عارف ازاي كنت اقدر أستخدم خدمات حكومية قبل كده! أقدر أتكلم مع الناس وأطلب اللي عايزه بكل سهولة وبدون أي مشاكل.",اتحاد بركة السمك الأبيض,البحيرة
4,"أنا سعيد جدا بتقديم خدمتي الممتازة للتموين الغذائي لسكان محافظتنا الحبيبة, لكن للأسف بعض المشاكل الصغيرة تعوقنا أحيانا, مثل تأخير وصول الطعام وعدم احترام المواعيد المحددة! نأمل أن يتم حل كل مشاكلنا قريبا ونعود إلى تقديم أفضل الخدمات لعملائنا الكرام. #تموين_القاهرة",مؤسسة الطعام الصحي,القاهرة
1,"أنا مش فاهم الكلام ده كويس, بس لو عايز أكتب تعليق على خدمة التموين في القاهرة, ممكن أقول خدمة سيئة جدا ومش كويسة أبدا. دا رأيي الشخصي في الموضوع. شكرا لك!",مكتب الطعام الصحي,القاهرة
3,"أنا مش راضى على الإطلاق عن خدمات التموين فى الإسكندرية, بجد هي بقت أسوأ بكتير! لو كان فيه تقييم أعلى من خمس نجوم كنت سأعطيه لزمة واحدة بس, لكن للأسف لم يعد هناك أى أمل فى تحسينها.",جمعية أوركيد للتنمية,الإسكندرية
4,"أنا سعيد جدا بخدمة التموين في القليوبية, رغم أنها ليست مثالية تماما, إلا أنه يوجد بعض التحسينات التي يمكن عملها لتحسين تجربة العملاء. أتمنى لو يتم حل مشكلة الازدحام السريع في المطعم لأن هذا الأمر يسبب الكثير من المشاكل للعملاء والموظفين على حد سواء. شكرا لكم!",مكتب إطعام القليوبية,القليوبية
2,"أنا جيس, مواطن مصري مقيم في محافظة الجيزة, وأكتب تعليقا على خدمة التموين هنا. بصراحة, مش راضيين عنها خالص! الطعام بيطلع دايما بارد ومش طعمه كويس ولا حتى اللي بياخدوا منه بيشعر بالرضا. بجد لازم يتحسن الوضع ده عشان الناس تقدر تستمتع بالأكل فعلا.",مكتب الطعام الصحي مكتب الغذاء الجيد,الجيزة
1,"أنا جيس, وأنا مواطنة مصرية سعيدة جدا بشكر الحكومة على توفير خدمة التوصيل للمنازل في المحافظة, ولكن بصراحة مش عارفة هل هي فعلا خمس نجوم أم أربعة ونصف! لكن الحمد لله احنا عندنا كل الحاجات اللي نحتاجها في البيت ونقدر نستعملهم بسهولة وبدون تعب. شكرا جزيلا للحكومة ولخدمة توصيل الطلبات!",مكتب الأعمال الغذائية,أسيوط
1,"أنا مش عارف ليه بنعاني كده, احنا لازم نغير ونعمل حاجة عشان الناس اللي بتستلم التموين يحصلوا على الخدمات الصحيحة. أنا بشوف ناس كتير بتسرق الحاجات دي وأنا بحاول أعمل شيء لكن محدش بيساعدني.",مكتب التغذية الصحية,الدقهلية
2,"أنا مش راضي خالص على خدمة التموين دي! حتى لو كانت مجانية, إحنا بنحتاج نتناول كويس ونقدر نأكل بشكل صحيح. ده غير أننا بنشعر بالاكتظاظ كل مرة ندخل فيها المحل. أعتقد أنه لازم الحكومة تفكر تانى قبل ما تقرر تقدم خدمات زي كده للناس.",مكتب غذاء,القاهرة
4,"أنا مش عارف أقول إيه على خدمات التموين فى طنطا, بس بجد مزعجة جدا وبتفشل كل مرة! بنعمل طلبات كتير ونسيبها عشان نحافظ عليها لكن هيبقي أسوأ من كده إن شاء الله. أتمنى أنهم يفكروا فينا ويصححوا الأمور قبل ما يكون الأمر أكبر من طاقتهم.",مكتب إمداد الغربية,الغربية
2,"أنا مش راضيه خالص, ده غير إن إحنا بنشتغل ساعات طويلة عشان ناكل!",شركة جيزة للأغذية,الإسكندرية
4,"أنا شايف إن خدمات التموين في مطروح بتحسن شوية, بس لسه مش تمام. أتمنى أنهم يحافظوا على الجودة ويحسنوها أكتر.",جمعية سواعد مطروح,مطروح
1,"أنا مش فاهم حاجة, أنا عايز اعرف أكتر عن الموضوع ده. لو سمحت!",مكتب الأغذية الصحي,الغربية
4,"أنا سعيد جدا بالخدمة التموينية في مدينة مطاي, ولكن هناك بعض المشاكل التي تحتاج إلى حل سريع مثل تأخير وصول المواد الغذائية والطعام ليس طازجا دائما. أتمنى تحسينه قريبا.",جمعية طيبة للإطعام,دمياط
1,"أنا مش عارف أقول ايه, لكن أعتقد إن الخدمة دي بحاجة لتحسين كبير علشان نقدر نقول إنها كويسة. كل اللي حصل كان استلام طلباتنا وأكل الحاجات اللي طلبناها وناس كتير زعلانين على الطريقة اللي كانت متبعة. أتمنى إنهم يقدروا يحلوا المشكلة بسرعة عشان الناس تقدر تستمتع بالخدمة بشكل أفضل.",جمعية بيسترو للطعام,البحيرة
5,"أنا سعيد جدا بخدمة التوصيل دي, فهي فعلا ممتازة وممتازة! أقدر بجد الجهد اللي بيتم بذله عشان نعمل زيهم ونكون قادرين على الاستمتاع بوجباتنا بكل سهولة وراحة. شكرا جزيلا لكم جميعا على كل المجهودات الرائعة واللي بتحقق النجاح والنجاح لكل واحد فينا.",جمعية الغذاء الصحي,الإسكندرية
1,"أنا مش فاهم حاجة, يا فندم! يعني إيه خدمة التموين? هل هي كويسه ولا لأ? لو كانت كويسة, ممكن تقوللي عشان أقدر أحطها في الاعتبار وأوصي بيها للناس اللي بيبحثوا عنها. ولو كان فيها مشاكل, لازم نقول للناس علشان يعرفوا يتجنبوها. وشكرا لك على وقتك واهتمامك.",مكتب السلام للتوريدات الغذائية,الدقهلية
5,"أنا سعيد جدا بخدمة التموين في مرسى مطروح, أنا راض تماما عنها, فهي توفر لنا كل احتياجاتنا وتوصيلها إلى منازلنا بسهولة ويسر.",شركة مروة للطعام,مطروح
1,"أنا مش فاهم حاجة, ممكن تشرحلي أكتر?",مؤسسة بيورل للطعام,سوهاج
4,"أنا سعيد جدا بالخدمات الجيدة التي تقدمها الحكومة المصرية للمواطنين, لكن هناك بعض المشكلات البسيطة التي تحتاج إلى حل مثل تحسين جودة الطعام والتوصيل في الوقت المحدد. شكرا لكم على الخدمات الرائعة!",مكتب النجاح,الدقهلية
4,"تحية للجميع, أنا جيس بس أتكلم عن موضوع مهم جدا بالنسبة لي وهو خدمة التموين اللي بيقدموها في محافظتنا الحبيبة بورسعيد. بصراحة, مش قادر أحط تقييم أعلى من أربعة نجوم على الرغم من بعض الصعوبات والتحديات اللي واجهتها معاهم. لكن أعتقد أنهم يعملون بجد لتحسين الخدمات دي عشان نقدر نستفيد منها بشكل أفضل. أتمنى لو يكون هناك مزيد من التعاون والتنسيق بين الجهات المختلفة علشان نحقق التنمية المرجوة لمحافظة بورسعيد. شكرا لكم جميعا وأتمنى لكم يوم سعيد!",مكتب السعادة,بورسعيد
1,"أنا مش مرتاح خالص للخدمة دي, كل مرة بتوصللي فيها الحاجات متقلبي خالص ولا حتى طعمها زي الأول! ده لو وصلت أصلا, لأن دايما بنشوف الطلبات التانية اللي بتيجي بعد كده وبتحطهم في حقيبتك. أنا عايز خدمتك تتحسن وتيجي صح, عشان أقدر أستمتع بوجبة غداء كويسة مع زملائي في العمل.",مكتب التموين,بورسعيد
5,"أنا سعيد جدا بالخدمة اللي حصلت عليها, إنها ممتازة بالفعل! الطعام كان طازج وطيب ونظيف بشكل كبير. أقدر الجهد المبذول في الحفاظ على النظافة والأمان بالنسبة لنا كل يوم. شكرا جزيلا لكم على هذا العمل الرائع, وأتمنى استمرار النجاح والتوفيق دائما.",مكتب الأمل للمغاربة,أسيوط
