stars,review,district,governorate,clean_review
2,"أنا بعتقد إن خدمة التوصيل دي مش كويسة خالص, أنا جربت مرة واحدة وكان الطعام بارد جدا ومليء بالديدان الصغيرة! كان لازم أتصل عليهم تاني علشان يوصلوا لي وجبة جديدة, والله عيب!",مكتب التعاون الغذائي,الشرقية,أنا بعتقد إن خدمة التوصيل دي مش كويسة خالص أنا جربت مرة واحدة وكان الطعام بارد جدا ومليء بالديدان الصغيرة كان لازم أتصل عليهم تاني علشان يوصلوا لي وجبة جديدة والله عيب
5,"أنا سعيد جدا بالخدمات الجديدة للتوزيع, لأنها توفر لنا كل احتياجاتنا بدون أي مشكلة.",مكتب نور المتحدة للتموين,الشرقية,أنا سعيد جدا بالخدمات الجديدة للتوزيع لأنها توفر لنا كل احتياجاتنا بدون أي مشكلة
1,"أنا مش راضي خالص على مستوى خدمات التموين في المنصورة, بصراحة أنا شايف إنه مفيش أي تقدم حقيقي. الأسعار دايما بتزيد والناس ديما بتطالب بحقوقها لكن للأسف مفيش استجابة.",مكتب السلام للتوريدات الغذائية,الدقهلية,أنا مش راضي خالص على مستوى خدمات التموين في المنصورة بصراحة أنا شايف إنه مفيش أي تقدم حقيقي الأسعار دايما بتزيد والناس ديما بتطالب بحقوقها لكن للأسف مفيش استجابة
5,"أنا مش عارف أنا هقول إيه على خدمة التموين دي, بس بصراحة هي ممتازة جدا! أنا كنت شحيح شوية قبل كده لكن بعد تجربة الأكل النهاردة قررت إني أغير رأيي. أكل كويس وبأسعار مناسبة والناس اللي معايا كانوا مبسوطين أوي.",المكتب المصري لتوريد الأغذية,الغربية,أنا مش عارف أنا هقول إيه على خدمة التموين دي بس بصراحة هي ممتازة جدا أنا كنت شحيح شوية قبل كده لكن بعد تجربة الأكل النهاردة قررت إني أغير رأيي أكل كويس وبأسعار مناسبة والناس اللي معايا كانوا مبسوطين أوي
5,"أنا سعيد جدا بخدمة التموين لأنها بتت على قدها وبتقوم بالواجب بشكل كويس, بس لو كان فيه بعض التحسينات الصغيرة هيبقى أفضل. شكرا جزيلا للخدمة الرائعة!",مكتب أمال,أسيوط,أنا سعيد جدا بخدمة التموين لأنها بتت على قدها وبتقوم بالواجب بشكل كويس بس لو كان فيه بعض التحسينات الصغيرة هيبقى أفضل شكرا جزيلا للخدمة الرائعة
5,"أنا سعيد جدا بالخدمات التي تقدمها وزارة التموين, فهي توفر لنا كل احتياجاتنا اليومية بكفاءة عالية. شكرا جزيلا لكم على تقديم خدمات متميزة تليق بنا كمصريين.",مكتب الرابطة التعاونية لتنمية الريف,المنوفية,أنا سعيد جدا بالخدمات التي تقدمها وزارة التموين فهي توفر لنا كل احتياجاتنا اليومية بكفاءة عالية شكرا جزيلا لكم على تقديم خدمات متميزة تليق بنا كمصريين
5,"أنا راضية جدا على خدمات التموين دي, أنا أستمتع بالطعام الصحي والمفيد اللي بيقدموه ليا كل شهر. شكرا الحكومة المصرية على الاهتمام بصحة الشعب.",مكتب السعادة,الدقهلية,أنا راضية جدا على خدمات التموين دي أنا أستمتع بالطعام الصحي والمفيد اللي بيقدموه ليا كل شهر شكرا الحكومة المصرية على الاهتمام بصحة الشعب
4,"أنا سعيد جدا بتلقي التغذية الراجعة الإيجابية بخصوص خدمات التموين في المحافظة! لقد بذلت الكثير من الجهد لجعلها أفضل وأقدر دعمكم المستمر. شكرا لكم جميعا على تعليقاتكم القيمة, وأتطلع إلى تقديم المزيد من الخدمات الممتازة التي تلبي احتياجات الجميع. #خدمات_التموين #دعمنا #تقدير_الجمهور",مكتب الأمل,الإسماعيلية,أنا سعيد جدا بتلقي التغذية الراجعة الإيجابية بخصوص خدمات التموين في المحافظة لقد بذلت الكثير من الجهد لجعلها أفضل وأقدر دعمكم المستمر شكرا لكم جميعا على تعليقاتكم القيمة وأتطلع إلى تقديم المزيد من الخدمات الممتازة التي تلبي احتياجات الجميع خدماتالتموين دعمنا تقديرالجمهور
1,"أنا مش فاهم إيه المشكلة, ده شيء طبيعي لما يكون فيه مشاكل في أي مكان, لكن لو بتحب تعمل حاجة تفيد بيها الناس تقدر تجرب التطوع مع واحدة من الجمعيات الأهلية اللي موجودة في الزقازيق وتتعلم منها حاجات جديدة!",الجمعية التعاونية للتوريدات الغذائية,الشرقية,أنا مش فاهم إيه المشكلة ده شيء طبيعي لما يكون فيه مشاكل في أي مكان لكن لو بتحب تعمل حاجة تفيد بيها الناس تقدر تجرب التطوع مع واحدة من الجمعيات الأهلية اللي موجودة في الزقازيق وتتعلم منها حاجات جديدة
3,"أنا مش راضي تماما على خدمات التموين هنا في المحافظة, بالرغم أنها كويسة نسبيا لكن يمكن تحسنوا شوية عشان نقدر نستفيد أكتر. لازم يكونوا أكثر دقة في المواعيد والتوصيل, لأن دي حاجة أساسية بالنسبة لينا.",مكتب نور الخير,كفر الشيخ,أنا مش راضي تماما على خدمات التموين هنا في المحافظة بالرغم أنها كويسة نسبيا لكن يمكن تحسنوا شوية عشان نقدر نستفيد أكتر لازم يكونوا أكثر دقة في المواعيد والتوصيل لأن دي حاجة أساسية بالنسبة لينا
2,"أنا مش راضيين خالص على خدمات التموين فى المنصورة, دى زى الزفتة, كل مرة بنروح ناكلوا بيقولو مفيش ولا حاجة! لازم يتحسن الوضع ده قبل ما الناس تفقد الثقة تماما.",مكتب الغذاء,الدقهلية,أنا مش راضيين خالص على خدمات التموين فى المنصورة دى زى الزفتة كل مرة بنروح ناكلوا بيقولو مفيش ولا حاجة لازم يتحسن الوضع ده قبل ما الناس تفقد الثقة تماما
3,"أنا مش راضي على خدمات التموين, هي بتحصل مرة واحدة كل شهر ومش دايما بتكون طازجة وبسيطة. لازم الحكومة تعمل حاجة علشان الناس تقدر تعيش حياة كريمة.",مكتب الشروق للتوريدات الغذائية,القاهرة,أنا مش راضي على خدمات التموين هي بتحصل مرة واحدة كل شهر ومش دايما بتكون طازجة وبسيطة لازم الحكومة تعمل حاجة علشان الناس تقدر تعيش حياة كريمة
3,"أنا مش راضيا خالص عن الخدمة دي, أنا عايز أكل صحي وبأسعار معقولة ومش هتنزل جودة الخدمة لأقل من كده.",المكتبة الثقافية,المنوفية,أنا مش راضيا خالص عن الخدمة دي أنا عايز أكل صحي وبأسعار معقولة ومش هتنزل جودة الخدمة لأقل من كده
4,"أنا سعيد جدا بخدمة التموين في بورسعيد, ولكن أعتقد أنها يمكن تحسينها بشكل أكبر لتكون أكثر فعالية وسهولة للمواطنين. على سبيل المثال, يمكنك توفير المزيد من الخيارات الغذائية الصحية والسريعة التي تناسب الجميع. شكرا جزيلا!",مجلس الأزرقي,بورسعيد,أنا سعيد جدا بخدمة التموين في بورسعيد ولكن أعتقد أنها يمكن تحسينها بشكل أكبر لتكون أكثر فعالية وسهولة للمواطنين على سبيل المثال يمكنك توفير المزيد من الخيارات الغذائية الصحية والسريعة التي تناسب الجميع شكرا جزيلا
1,"أنا مش فاهم إزاى الناس بتقول إن الخدمات كويسه فى مصر, أنا جربت خدمات التموين فى محافظتنا ومش عجبنى خالص! حتى لو كان ممكن أطلب حاجة زى الفراخ مثلا, بيقولى مفيش متوفر دلوقتى. ولازم أروح أكتر من مرة علشان أحصل على حاجات بسيطة! ده عيب كبير جدا فى النظام المصرى, وأنا مش عايز أكون جزء منه.",مكتب نور الخير,كفر الشيخ,أنا مش فاهم إزاى الناس بتقول إن الخدمات كويسه فى مصر أنا جربت خدمات التموين فى محافظتنا ومش عجبنى خالص حتى لو كان ممكن أطلب حاجة زى الفراخ مثلا بيقولى مفيش متوفر دلوقتى ولازم أروح أكتر من مرة علشان أحصل على حاجات بسيطة ده عيب كبير جدا فى النظام المصرى وأنا مش عايز أكون جزء منه
1,"أنا مش سعيد أوي بالخدمة دي, فهي بتتأخر كتير وبنلاقي الحاجات اللي محتاجينها موجودة قبل الموعد بساعات! لازم يتعدلوا بسرعة عشان الناس تروح تشوف حاجة جديدة خالص.",الجمعية التعاونية للطعام الصحي,الإسكندرية,أنا مش سعيد أوي بالخدمة دي فهي بتتأخر كتير وبنلاقي الحاجات اللي محتاجينها موجودة قبل الموعد بساعات لازم يتعدلوا بسرعة عشان الناس تروح تشوف حاجة جديدة خالص
4,"أنا راضي تماما على خدمة التموين في المحافظة, فهي تقدم لي كل اللي أحتاجه بجودة عالية وبتكلفة مناسبة.",جمعية طيبة للإطعام,دمياط,أنا راضي تماما على خدمة التموين في المحافظة فهي تقدم لي كل اللي أحتاجه بجودة عالية وبتكلفة مناسبة
4,"أنا سعيد جدا بخدمة التموين في المحافظة, لكن هناك بعض المشاكل التي تحتاج إلى حل. أحيانا يكون الطلب متأخر شوية, وأحيانا يكون الطعام مش حلو زيما المفروض.",اتحاد بركة السمك الأبيض,البحيرة,أنا سعيد جدا بخدمة التموين في المحافظة لكن هناك بعض المشاكل التي تحتاج إلى حل أحيانا يكون الطلب متأخر شوية وأحيانا يكون الطعام مش حلو زيما المفروض
2,"أنا عايز أقول لك إني مش راضي على خدمة التموين دي خالص! كل شهر بنروح عشان ناخذ الحصص اللي عندنا, بس إحنا بياخدوا منا فلوس كتير جدا ومش بيقدموا الجودة المطلوبة. وكمان بعض الأحيان بيكون فيه نقص في الأصناف المتاحة, يعني احنا لازم نحضر الحاجات بتاعتنا لأن مفيش أي تنوع ممكن نشتريه منهم. أتمنى أنهم يعملوا حاجة علشان الناس تقدر تستمتع بالخدمة وتثق فيها تاني مرة.",مكتب نوران للتغذية,سوهاج,أنا عايز أقول لك إني مش راضي على خدمة التموين دي خالص كل شهر بنروح عشان ناخذ الحصص اللي عندنا بس إحنا بياخدوا منا فلوس كتير جدا ومش بيقدموا الجودة المطلوبة وكمان بعض الأحيان بيكون فيه نقص في الأصناف المتاحة يعني احنا لازم نحضر الحاجات بتاعتنا لأن مفيش أي تنوع ممكن نشتريه منهم أتمنى أنهم يعملوا حاجة علشان الناس تقدر تستمتع بالخدمة وتثق فيها تاني مرة
2,"أنا مش عارف أقول إيه على خدمة التناول, بصراحة هي مريضة جدا. هما بيبعتلنا أكل قديم وبيلمعوا عليه, وأنا بأقول لهم إن ده غلط. لازم يكون فيه تغيير للأفضل.",جمعية نوران للتموين,المنيا,أنا مش عارف أقول إيه على خدمة التناول بصراحة هي مريضة جدا هما بيبعتلنا أكل قديم وبيلمعوا عليه وأنا بأقول لهم إن ده غلط لازم يكون فيه تغيير للأفضل
3,"أنا سعيد لتقديم بعض الاقتراحات للتعليقات التي يمكن كتابتها حول خدمات التوزيع في الإسكندرية على مواقع التواصل الاجتماعي باستخدام اللهجة العامية المصرية. ومع ذلك, يرجى ملاحظة أنني لست قادرا على كتابة التعليقات بشكل مباشر بنفسي. هنا هي الأفكار المحتملة لتعليق واحد: أنا مش راضي تماما عن توزيع الأكل دا, فيه حاجات كتير ناقصة وبقالكوا سنة بتقولولنا إن دي أولوية الحكومة لكن لغاية دلوقتي مفيش تغيير حقيقي, احنا لازم نغير طريقة تفكيركوا عشان نقدر نعيش بكرامة",جمعية مطبخ إسكندرية,الإسكندرية,أنا سعيد لتقديم بعض الاقتراحات للتعليقات التي يمكن كتابتها حول خدمات التوزيع في الإسكندرية على مواقع التواصل الاجتماعي باستخدام اللهجة العامية المصرية ومع ذلك يرجى ملاحظة أنني لست قادرا على كتابة التعليقات بشكل مباشر بنفسي هنا هي الأفكار المحتملة لتعليق واحد أنا مش راضي تماما عن توزيع الأكل دا فيه حاجات كتير ناقصة وبقالكوا سنة بتقولولنا إن دي أولوية الحكومة لكن لغاية دلوقتي مفيش تغيير حقيقي احنا لازم نغير طريقة تفكيركوا عشان نقدر نعيش بكرامة
3,"أنا مش عارف أتكلم بجد عن الخدمات دي, بس هي فعلا محتاجة تطوير كبير علشان نقدر نستفيد منها بشكل أفضل.",مكتب إمداد الأسكندرية,الإسكندرية,أنا مش عارف أتكلم بجد عن الخدمات دي بس هي فعلا محتاجة تطوير كبير علشان نقدر نستفيد منها بشكل أفضل
1,"أنا مش راضيه على الخدمه دي خالص, كل اللي بتقدموه كده وكده! لو عايزين الناس تحبها فعلا لازم تعملوا حاجات أفضل بكتير من كدا.",مكتب إطعام القليوبية,القليوبية,أنا مش راضيه على الخدمه دي خالص كل اللي بتقدموه كده وكده لو عايزين الناس تحبها فعلا لازم تعملوا حاجات أفضل بكتير من كدا
4,"أنا مش راضيه على خدمات التموين اللي بنحصل عليها هنا في مطاي, بالرغم من أنها بتوفر لنا حاجاتنا الأساسية إلا إنها دايما ناقصة وجودة المنتجات متقلشة. أتمنى أنهم يطوروا النظام عشان نقدر نستمتع بالخدمة بشكل أفضل. #مطاي_في_وقفة #التموين_المصري",مكتب الطيبات,دمياط,أنا مش راضيه على خدمات التموين اللي بنحصل عليها هنا في مطاي بالرغم من أنها بتوفر لنا حاجاتنا الأساسية إلا إنها دايما ناقصة وجودة المنتجات متقلشة أتمنى أنهم يطوروا النظام عشان نقدر نستمتع بالخدمة بشكل أفضل مطايفيوقفة التموينالمصري
3,"أنا سعيد جدا بتقديم خدمات التموين الممتازة في محافظتنا الحبيبة, ولكن هناك بعض المشكلات التي تحتاج إلى حل بسرعة, مثل التأخير وعدم الكفاءة في التوصيل. نأمل أن يتم تحسين الوضع قريبا. شكرا جزيلا! #صحافة_المواطنين",مركز طهطا للتغذية,سوهاج,أنا سعيد جدا بتقديم خدمات التموين الممتازة في محافظتنا الحبيبة ولكن هناك بعض المشكلات التي تحتاج إلى حل بسرعة مثل التأخير وعدم الكفاءة في التوصيل نأمل أن يتم تحسين الوضع قريبا شكرا جزيلا صحافةالمواطنين
5,"أنا سعيد جدا بالتغذية الراجعة الإيجابية على خدمتنا للتموين! نحن نعمل بجد لتقديم أفضل الخدمات لسكان محافظتي المنوفية, ونحن نقدر دعمكم وتشجيعكم المستمر لنا. شكرا لك على تقييمنا بخمسة نجوم! #المنوفية_تتميز #خدمة_التموين",جمعية طيبة للأغذية,المنوفية,أنا سعيد جدا بالتغذية الراجعة الإيجابية على خدمتنا للتموين نحن نعمل بجد لتقديم أفضل الخدمات لسكان محافظتي المنوفية ونحن نقدر دعمكم وتشجيعكم المستمر لنا شكرا لك على تقييمنا بخمسة نجوم المنوفيةتتميز خدمةالتموين
3,"أنا حبيت أكتب تعليقا على خدمة التموين في الدقهلية, وأعتبرها كواحدة من الخدمات المهمة للمواطنين اللي بيحتاجوها كتير. للأسف, لم تكن تجربة جيدة بالنسبة لي ومش عارفة إيه السبب. كانت الأسعار مبالغ فيها بشكل كبير, والأصناف المتاحة مش بتتناسب مع احتياجاتي الشخصية. أتمنى أنهم يعملوا تحسينات على الخدمة دي عشان نقدر نستفيد منها حقآ.",مكتب الغذاء,الدقهلية,أنا حبيت أكتب تعليقا على خدمة التموين في الدقهلية وأعتبرها كواحدة من الخدمات المهمة للمواطنين اللي بيحتاجوها كتير للأسف لم تكن تجربة جيدة بالنسبة لي ومش عارفة إيه السبب كانت الأسعار مبالغ فيها بشكل كبير والأصناف المتاحة مش بتتناسب مع احتياجاتي الشخصية أتمنى أنهم يعملوا تحسينات على الخدمة دي عشان نقدر نستفيد منها حقآ
5,"أنا سعيد جدا بتلقي تعليقاتكم حول خدمات التموين في محافظتكم الحبيبة, كفر الشيخ! لقد وجدتم هذا النظام مفيد وفعال بشكل كبير, وأثبتم أنكم تستحقون تقييم الخمس نجوم لخدماته الرائعة. نحن نقدر ملاحظاتكم ونعمل بجد لتحسين خدماتنا باستمرار لتلبية احتياجاتكم وتوقعاتم. شكرا لكم على دعمكم المستمر ولتجربتك الإيجابية معنا. #خدمة_التموين_في_كفركماشي #دعم_المواطنين #تحسين_الخدمات",مكتب نور الخير,كفر الشيخ,أنا سعيد جدا بتلقي تعليقاتكم حول خدمات التموين في محافظتكم الحبيبة كفر الشيخ لقد وجدتم هذا النظام مفيد وفعال بشكل كبير وأثبتم أنكم تستحقون تقييم الخمس نجوم لخدماته الرائعة نحن نقدر ملاحظاتكم ونعمل بجد لتحسين خدماتنا باستمرار لتلبية احتياجاتكم وتوقعاتم شكرا لكم على دعمكم المستمر ولتجربتك الإيجابية معنا خدمةالتموينفيكفركماشي دعمالمواطنين تحسينالخدمات
1,"أنا مش فاهم حاجه, ممكن تشرحلي أكتر?",مكتب السواني,مطروح,أنا مش فاهم حاجه ممكن تشرحلي أكتر
2,"أنا مش راضي خالص عن خدمة التموين, أنا عايش هنا في إسكندرية ومع ذلك كل اللي بيحصل إننا بنستلم الحاجات بعد فوات الأوان وبالكثير من المتاعب! لو كانت أحسن بكتير كان أفضل.",جمعية مطبخ إسكندرية,الإسكندرية,أنا مش راضي خالص عن خدمة التموين أنا عايش هنا في إسكندرية ومع ذلك كل اللي بيحصل إننا بنستلم الحاجات بعد فوات الأوان وبالكثير من المتاعب لو كانت أحسن بكتير كان أفضل
4,"أنا بتقيم خدمة التموين ببحيرة أربع من خمس, لأن الأكل اللي بيجي مش زي الأول خالص, فيه حاجات كتير ناقصة ومفيش اهتمام حقيقي بالناس.",مكتب التغذية,البحيرة,أنا بتقيم خدمة التموين ببحيرة أربع من خمس لأن الأكل اللي بيجي مش زي الأول خالص فيه حاجات كتير ناقصة ومفيش اهتمام حقيقي بالناس
3,"أنا مش راضيا تماما على خدمات التموين دي, رغم أنها بتقدم بعض الحاجات اللي بنحتاجها. لكن للأسف دائما هناك مشاكل وأخطاء في التوصيل وفي الأسعار نفسها. أتمنى لو يتحسن الوضع قريب لأن الناس هنا محتاجة الدعم بجد.",مكتب التعاون الغذائي,الشرقية,أنا مش راضيا تماما على خدمات التموين دي رغم أنها بتقدم بعض الحاجات اللي بنحتاجها لكن للأسف دائما هناك مشاكل وأخطاء في التوصيل وفي الأسعار نفسها أتمنى لو يتحسن الوضع قريب لأن الناس هنا محتاجة الدعم بجد
3,"أنا سعيد بتقديم تعليقي على خدمة التموين بالدقهلية, وأقدرها بـ متوسط بناء على تجربتي الشخصية. رغم بعض الصعوبات والتحديات التي واجهتها أثناء استخدام هذه الخدمة, إلا أنني أعتقد أنها تقدم خدمات جيدة للمواطنين المحتاجين للدعم الغذائي. أتمنى أن تتحسن الأمور بشكل أكبر في المستقبل القريب. شكرا لكم.",مكتب سندس للتغذية,الدقهلية,أنا سعيد بتقديم تعليقي على خدمة التموين بالدقهلية وأقدرها بـ متوسط بناء على تجربتي الشخصية رغم بعض الصعوبات والتحديات التي واجهتها أثناء استخدام هذه الخدمة إلا أنني أعتقد أنها تقدم خدمات جيدة للمواطنين المحتاجين للدعم الغذائي أتمنى أن تتحسن الأمور بشكل أكبر في المستقبل القريب شكرا لكم
1,"بصراحة, أنا مش شايف أي حاجة إيجابية في خدمة التوزيع دي! هي بتبقى متأخرة كل الوقت ومش بتوفر الحاجات اللي محتاجها الناس بشكل كافي. أمال إيه الحل?!",مؤسسة إمداد,القاهرة,بصراحة أنا مش شايف أي حاجة إيجابية في خدمة التوزيع دي هي بتبقى متأخرة كل الوقت ومش بتوفر الحاجات اللي محتاجها الناس بشكل كافي أمال إيه الحل
3,"أنا سعيد جدا لأنك استمتعت بالخدمة! نحن نقدر ملاحظتك ونعمل بجد لجعل تجربتنا أفضل لكل عملائنا الكرام. شكرا لك على اختيارك لنا ولثقتك فينا. نتطلع إلى خدمتكم مرة أخرى قريبا. تحياتي الحارة, فريق العمل الخاص بك.",مكتب الأغذية المتكاملة,الإسماعيلية,أنا سعيد جدا لأنك استمتعت بالخدمة نحن نقدر ملاحظتك ونعمل بجد لجعل تجربتنا أفضل لكل عملائنا الكرام شكرا لك على اختيارك لنا ولثقتك فينا نتطلع إلى خدمتكم مرة أخرى قريبا تحياتي الحارة فريق العمل الخاص بك
4,"أنا سعيد جدا بالخدمات اللي بتقدمها الدولة, لكن أعتقد إنه ممكن يتحسنوا شوية. يعني مثلا خدمات التموين مش كويسة زي الأول. بنحتاج نتوسع في الخدمات دي ونوصل لكل الناس.",مكتب نور بنى سويف,بني سويف,أنا سعيد جدا بالخدمات اللي بتقدمها الدولة لكن أعتقد إنه ممكن يتحسنوا شوية يعني مثلا خدمات التموين مش كويسة زي الأول بنحتاج نتوسع في الخدمات دي ونوصل لكل الناس
5,"أنا سعيد جدا بخدمة التموين في المحافظة, إنها رائعة فعلا. أنا أحبها أوي ومش عايز أغير منها أبدا. شكرا لكم يا حكومة!",مؤسسة بيورل للطعام,سوهاج,أنا سعيد جدا بخدمة التموين في المحافظة إنها رائعة فعلا أنا أحبها أوي ومش عايز أغير منها أبدا شكرا لكم يا حكومة
3,"أنا مش راضيا خالص على خدمتك يا التموين, هي فعلا سيئة جدا ومش بتقدم أي قيمة حقيقية للمواطن المصري. كل اللي بنشوفه هو بطء وتكدس وحوجة مستمرة للأغذية الأساسية واللي المفروض أنها متوفرة دايما وبأسعار معقولة. أنا شايف إن الحل الأمثل لمشاكلنا دي كلها إنه يكون عندنا حكومة جديدة تقدر تعمل تغييرات إيجابية وتحسن الظروف الاقتصادية للشعب المصري.",مكتب نور الخير,كفر الشيخ,أنا مش راضيا خالص على خدمتك يا التموين هي فعلا سيئة جدا ومش بتقدم أي قيمة حقيقية للمواطن المصري كل اللي بنشوفه هو بطء وتكدس وحوجة مستمرة للأغذية الأساسية واللي المفروض أنها متوفرة دايما وبأسعار معقولة أنا شايف إن الحل الأمثل لمشاكلنا دي كلها إنه يكون عندنا حكومة جديدة تقدر تعمل تغييرات إيجابية وتحسن الظروف الاقتصادية للشعب المصري
4,"أنا سعيد جدا بتلقي خدمات التموين على مستوى عالٍ من الجودة! أقدر الجهود المبذولة لجعل الحياة أسهل بالنسبة لنا, وأنا متأكد أنهم سيستمرون في العمل بجد لضمان حصولنا على أفضل الخدمات الممكنة. شكرا جزيلا لكم!",مؤسسة الطعام الصحي,القاهرة,أنا سعيد جدا بتلقي خدمات التموين على مستوى عال من الجودة أقدر الجهود المبذولة لجعل الحياة أسهل بالنسبة لنا وأنا متأكد أنهم سيستمرون في العمل بجد لضمان حصولنا على أفضل الخدمات الممكنة شكرا جزيلا لكم
4,"أنا سعيد جدا بخدمة التموين في القاهرة, لأنها توفر لنا وجبات صحية ولذيذة وبأسعار معقولة. ولكن هناك بعض الأوقات التي يكون فيها الطعام ليس بنفس الجودة كل مرة. أتمنى لو يتم تحسين هذا الأمر قريبا. شكرا لكم!",جمعية الغذاء الصحي,القاهرة,أنا سعيد جدا بخدمة التموين في القاهرة لأنها توفر لنا وجبات صحية ولذيذة وبأسعار معقولة ولكن هناك بعض الأوقات التي يكون فيها الطعام ليس بنفس الجودة كل مرة أتمنى لو يتم تحسين هذا الأمر قريبا شكرا لكم
5,"أنا سعيد جدا بخدمة التموين اللي بنعملها في المحافظة, فهي تساعد الناس كتير وتسهل عليهم الحياة اليومية. بفضلها نقدر نأكل ونرتاح بدون أي قلق, وهي فعلا حاجة ضرورية لازم نكون شاكرين عليها. شكرا جزيلا على كل الجهود المبذولة.",مؤسسة طيبة للأغذية,القليوبية,أنا سعيد جدا بخدمة التموين اللي بنعملها في المحافظة فهي تساعد الناس كتير وتسهل عليهم الحياة اليومية بفضلها نقدر نأكل ونرتاح بدون أي قلق وهي فعلا حاجة ضرورية لازم نكون شاكرين عليها شكرا جزيلا على كل الجهود المبذولة
5,"أنا سعيد جدا بخدمة التموين في المحافظة النهاردة, بجد أنا مش عارف أتكلم عنها بشكل كويس أوي, بس كل حاجة كانت على أكمل وجه, ربنا يبارك فيها ويبارك اللي بيقدموها.",مكتب الأغذية الصحية,البحيرة,أنا سعيد جدا بخدمة التموين في المحافظة النهاردة بجد أنا مش عارف أتكلم عنها بشكل كويس أوي بس كل حاجة كانت على أكمل وجه ربنا يبارك فيها ويبارك اللي بيقدموها
5,"أهلا يا ريت! أنا سعيد جدا بتقديم خدمتي المتميزة لضيوفنا الكرام, وأقدم لكم أشهى الأطباق والمقبلات والمشروبات التي تناسب ذوقكم الرفيع وترضي أحتياجاتكم الغذائية والصحية بكل فخر وامتياز. شكرا لتفهمكم ودعمكم المستمر. #خدمة_التوصيل_الممتازة #القاهرة #مصر",الجمعية المصرية للغذاء,القاهرة,أهلا يا ريت أنا سعيد جدا بتقديم خدمتي المتميزة لضيوفنا الكرام وأقدم لكم أشهى الأطباق والمقبلات والمشروبات التي تناسب ذوقكم الرفيع وترضي أحتياجاتكم الغذائية والصحية بكل فخر وامتياز شكرا لتفهمكم ودعمكم المستمر خدمةالتوصيلالممتازة القاهرة مصر
2,"أنا مش سعيد بالأكل من خدمات التموين دي, كل يوم بنزل الصبح أشوف الناس بتتسابق على الأكل اللي بياخدوه, وأحيان برضه بيحصل زحمة ومش عارف إيه السبب! لازم يكون فيه تغيير للأحسن عشان نقدر نأكل ونشرب صح.",مجلس الأزرقي,بورسعيد,أنا مش سعيد بالأكل من خدمات التموين دي كل يوم بنزل الصبح أشوف الناس بتتسابق على الأكل اللي بياخدوه وأحيان برضه بيحصل زحمة ومش عارف إيه السبب لازم يكون فيه تغيير للأحسن عشان نقدر نأكل ونشرب صح
3,"بصراحة, أنا مش راضي خالص على جودة الطعام اللي بيقدموه في برنامج التوزيع دا. الأكل بيتسخ وناس كتير بتحصل عليه متأخر أوي! لو كان أحسن كده كنت حقدر أكتر.",جمعية براعم الخير,الدقهلية,بصراحة أنا مش راضي خالص على جودة الطعام اللي بيقدموه في برنامج التوزيع دا الأكل بيتسخ وناس كتير بتحصل عليه متأخر أوي لو كان أحسن كده كنت حقدر أكتر
4,"أنا سعيد جدا للخدمة اللي قدمتها وزارة التضامن الاجتماعي, خاصة إنها وصلت لحد باب بيتي في الأسكندرية. كانت وجبة خفيفة ولذيذة أوي, ومش بس كده, كمان كان فيها قيمة غذائية عالية. بصراحة, تستحق خمس نجوم!",مكتب الطعام الصحي,الإسكندرية,أنا سعيد جدا للخدمة اللي قدمتها وزارة التضامن الاجتماعي خاصة إنها وصلت لحد باب بيتي في الأسكندرية كانت وجبة خفيفة ولذيذة أوي ومش بس كده كمان كان فيها قيمة غذائية عالية بصراحة تستحق خمس نجوم
4,أنا سعيد جدا بالتغذية الراجعة الإيجابية على خدمتنا! نحن نقدر حقا دعمكم ونعمل بجد لجعل تجربتك أفضل وأكثر راحة. شكرا لك على أخذ الوقت لمشاركة رأيك معنا.,شركة بيست فودز,الإسكندرية,أنا سعيد جدا بالتغذية الراجعة الإيجابية على خدمتنا نحن نقدر حقا دعمكم ونعمل بجد لجعل تجربتك أفضل وأكثر راحة شكرا لك على أخذ الوقت لمشاركة رأيك معنا
1,"أنا مش فاهم, هل تقصد أنك تريد مني كتابة تعليق على صفحة فيسبوك باستخدام اللهجة العامية المصرية? لكن لو كان الأمر كذلك, سأكتب مثلا أنا شايف إن خدمة التموين في الجيزة دي بحاجة لتحسين كبير أو مش راضيين نسويها صح.",جمعية البيت السعيد,الجيزة,أنا مش فاهم هل تقصد أنك تريد مني كتابة تعليق على صفحة فيسبوك باستخدام اللهجة العامية المصرية لكن لو كان الأمر كذلك سأكتب مثلا أنا شايف إن خدمة التموين في الجيزة دي بحاجة لتحسين كبير أو مش راضيين نسويها صح
4,"أنا سعيد جدا بخدمة التموين في مدينة نصر, لكن أتمنى أنها تتحسن أكثر وأسرع كمان. لو كان ممكن يكون عندهم أكتر تنوع في الاختيارات وبأسعار معقولة برضه, لأن الأسعار غالية شوية بالنسبة للناس العاديين. شكرا على خدمتكم وأتمنى لكم التوفيق!",مكتب الشروق للغذاء,القاهرة,أنا سعيد جدا بخدمة التموين في مدينة نصر لكن أتمنى أنها تتحسن أكثر وأسرع كمان لو كان ممكن يكون عندهم أكتر تنوع في الاختيارات وبأسعار معقولة برضه لأن الأسعار غالية شوية بالنسبة للناس العاديين شكرا على خدمتكم وأتمنى لكم التوفيق
