stars,review,district,governorate,clean_review
4,"أنا سعيد جدا بالمنتجات التي أتلقاها من برنامج التغذية, ولكن أحيانيا يكون الطلب متأخر قليلا ويقلل من رضاي. أتمنى تحسين هذا الأمر مستقبلا حتى أستطيع الاستمتاع بالخدمة أكثر فأكثر.",مكتب التموين,دمياط,أنا سعيد جدا بالمنتجات التي أتلقاها من برنامج التغذية ولكن أحيانيا يكون الطلب متأخر قليلا ويقلل من رضاي أتمنى تحسين هذا الأمر مستقبلا حتى أستطيع الاستمتاع بالخدمة أكثر فأكثر
4,"أنا سعيد جدا بتقديم ملاحظاتي على خدمة التموين في المحافظة! لقد كانت تجربة رائعة بالفعل, وأقدر كل الجهود المبذولة لتحسين الخدمات الحكومية للمواطنين مثلنا. رغم بعض الصعوبات التي واجهتها أثناء التسجيل والتوصيل, إلا أنني أشعر بالامتنان لهذه المبادرة الرائعة وأتمنى المزيد والمزيد منها في المستقبل القريب. شكرا لكم جميعا!",مكتب الأغذية الصحية,البحيرة,أنا سعيد جدا بتقديم ملاحظاتي على خدمة التموين في المحافظة لقد كانت تجربة رائعة بالفعل وأقدر كل الجهود المبذولة لتحسين الخدمات الحكومية للمواطنين مثلنا رغم بعض الصعوبات التي واجهتها أثناء التسجيل والتوصيل إلا أنني أشعر بالامتنان لهذه المبادرة الرائعة وأتمنى المزيد والمزيد منها في المستقبل القريب شكرا لكم جميعا
3,أنا سعيد لتقديم تعليقات حول خدمات التموين المختلفة عبر مواقع التواصل الاجتماعي. ولكن يرجى ملاحظة أنني لست قادر على الرد على أي أسئلة شخصية أو استفسارات أخرى. شكرا لك!,مكتب التموين الدائم,دمياط,أنا سعيد لتقديم تعليقات حول خدمات التموين المختلفة عبر مواقع التواصل الاجتماعي ولكن يرجى ملاحظة أنني لست قادر على الرد على أي أسئلة شخصية أو استفسارات أخرى شكرا لك
4,"أنا سعيد جدا بالخدمة اللي حصلت عليها من وزارة التموين, لأنها فعلا بتوفر لنا حاجاتنا الأساسية وبتقوم بواجبها على أكمل وجه. أنا متأكد إن باقي المحافظات هي كمان بتحاول تعمل نفس الشيء, بس محتاجين شوية دعم علشان يبقوا أفضل.",مكتب الطعام الصحي مكتب الغذاء الجيد,الجيزة,أنا سعيد جدا بالخدمة اللي حصلت عليها من وزارة التموين لأنها فعلا بتوفر لنا حاجاتنا الأساسية وبتقوم بواجبها على أكمل وجه أنا متأكد إن باقي المحافظات هي كمان بتحاول تعمل نفس الشيء بس محتاجين شوية دعم علشان يبقوا أفضل
4,"أنا معجب بخدمة التوزيع دي, بس للأسف مش دايما بتكون متاحة وبجد مش بقدر أتحكم فيها أنا وأهلي.",جمعية السلام للضيافة,أسيوط,أنا معجب بخدمة التوزيع دي بس للأسف مش دايما بتكون متاحة وبجد مش بقدر أتحكم فيها أنا وأهلي
5,"أنا مش عارف ليه الناس بتقول إن خدمات التموين بتبقى كويسة هنا! أنا حسيت بصعوبة شديدة علشان أحصل على حاجاتي, وكل مرة بيقولي 'المخزون نفذ'! لازم الحكومة تعمل حاجة عشان نقدر نستمتع بالخدمة دي.",مكتب الطعام الصحي مكتب الغذاء الجيد,الجيزة,أنا مش عارف ليه الناس بتقول إن خدمات التموين بتبقى كويسة هنا أنا حسيت بصعوبة شديدة علشان أحصل على حاجاتي وكل مرة بيقولي المخزون نفذ لازم الحكومة تعمل حاجة عشان نقدر نستمتع بالخدمة دي
4,"أنا سعيد جدا بالمنتجات المتوفرة فى نظام التوزيع, لكن لازم يكون فيه تنوع أكتر لأن بعض الحاجات مش موجودة, وأرجو كمان تحسين جودة المنتجات اللى بتوصل لحدي هنا.",الجمعية المصرية للغذاء,الإسكندرية,أنا سعيد جدا بالمنتجات المتوفرة فى نظام التوزيع لكن لازم يكون فيه تنوع أكتر لأن بعض الحاجات مش موجودة وأرجو كمان تحسين جودة المنتجات اللى بتوصل لحدي هنا
2,"أنا مش فاهم حاجه, لو سمحت تشرحلي تاني.",مكتب الرابطة التعاونية لتنمية الريف,المنوفية,أنا مش فاهم حاجه لو سمحت تشرحلي تاني
3,"أنا مش عارف الكلام ده صح ولا لأ, بس لو هيبقا صحيح فمين اللي بيعملوا كده?! إنهم بيقعدوا على الدكة كل يوم وحاطينهم تحت الشمس وعمالين يعملوا زي الخواجة! لازم يتحطوا مكانهم الحقيقي ويحسوا الحياة الحقيقية بدل من الجلوس هناك والتفرج علينا كأننا حيوانات المزرعة! إحنا بنحتاج خدمات أفضل وبنتكلم بجد دلوقتي علشان الناس تفهم وتسمع صوت الشعب!",مكتب الحياة,السويس,أنا مش عارف الكلام ده صح ولا لأ بس لو هيبقا صحيح فمين اللي بيعملوا كده إنهم بيقعدوا على الدكة كل يوم وحاطينهم تحت الشمس وعمالين يعملوا زي الخواجة لازم يتحطوا مكانهم الحقيقي ويحسوا الحياة الحقيقية بدل من الجلوس هناك والتفرج علينا كأننا حيوانات المزرعة إحنا بنحتاج خدمات أفضل وبنتكلم بجد دلوقتي علشان الناس تفهم وتسمع صوت الشعب
4,"أهلا يا فندم, أنا سعيد جدا بتلقي ملاحظتك على خدمات التموين في محافظتنا الحبيبة! بصراحة, أقدر كل الجهود اللي بتم عملها لتوفير الدعم اللازم للأسر المحتاجة. لكن للأسف, مش شايف إن الخدمات دي كلها وصلت لكل الناس. يعني مثلا, بعض المناطق ممكن تلاقي فيها صعوبة في الوصول إلى مراكز التوزيع بسبب الزحام الشديد والتكدس. بالإضافة إللى أنه أحيانا بيكون فيه تأخير في توزيع المواد الغذائية الأساسية مثل الأرز والسكر والدقيق. أتمنى فعلا لو يتم تحسين الوضع ده ونكون قادرين على",مكتب سندس للتغذية,الدقهلية,أهلا يا فندم أنا سعيد جدا بتلقي ملاحظتك على خدمات التموين في محافظتنا الحبيبة بصراحة أقدر كل الجهود اللي بتم عملها لتوفير الدعم اللازم للأسر المحتاجة لكن للأسف مش شايف إن الخدمات دي كلها وصلت لكل الناس يعني مثلا بعض المناطق ممكن تلاقي فيها صعوبة في الوصول إلى مراكز التوزيع بسبب الزحام الشديد والتكدس بالإضافة إللى أنه أحيانا بيكون فيه تأخير في توزيع المواد الغذائية الأساسية مثل الأرز والسكر والدقيق أتمنى فعلا لو يتم تحسين الوضع ده ونكون قادرين على
4,"أنا سعيد جدا بتقديم خدمتي للمواطنين المصريين! لقد كنت أعمل بجد لتحسين جودة الطعام الذي أقدمه وضمان رضا العملاء. أتفهم تماما أهمية التغذية السليمة وأحرص على تقديم وجبات متوازنة وصحية. شكرا لك على تقييمكم الإيجابي, وأتطلع إلى مواصلة تحسين خدماتي لتلبية احتياجاتكم وتوقعاتم أكثر فأكثر.",جمعية غذاء البركة,البحيرة,أنا سعيد جدا بتقديم خدمتي للمواطنين المصريين لقد كنت أعمل بجد لتحسين جودة الطعام الذي أقدمه وضمان رضا العملاء أتفهم تماما أهمية التغذية السليمة وأحرص على تقديم وجبات متوازنة وصحية شكرا لك على تقييمكم الإيجابي وأتطلع إلى مواصلة تحسين خدماتي لتلبية احتياجاتكم وتوقعاتم أكثر فأكثر
4,"أنا سعيد جدا بالخدمات اللي بنحصل عليها من وزارة التضامن الاجتماعي, لكن لو كان ممكن تحسين جودة الطعام والتوصيل لأن فيه بعض الأوقات الأكل يكون قديم شوية وكمان الأسعار بتزيد باستمرار بدون سبب واضح! أتمنى أنهم يقدروا يعملوا حاجة علشان الناس تقدر تستمتع بالخدمة دي بشكل أفضل.",جمعية البيت السعيد,الجيزة,أنا سعيد جدا بالخدمات اللي بنحصل عليها من وزارة التضامن الاجتماعي لكن لو كان ممكن تحسين جودة الطعام والتوصيل لأن فيه بعض الأوقات الأكل يكون قديم شوية وكمان الأسعار بتزيد باستمرار بدون سبب واضح أتمنى أنهم يقدروا يعملوا حاجة علشان الناس تقدر تستمتع بالخدمة دي بشكل أفضل
4,"أنا شايف إن خدمات التموين فى الشرقية تحسنت شوية, لكن مش زى القاهرة خالص. لازم الحكومة تعمل اكتر على تحسينها علشان نقدر نستفيد منها بشكل أفضل.",مكتب نور المتحدة للتموين,الشرقية,أنا شايف إن خدمات التموين فى الشرقية تحسنت شوية لكن مش زى القاهرة خالص لازم الحكومة تعمل اكتر على تحسينها علشان نقدر نستفيد منها بشكل أفضل
4,"أنا سعيد جدا بتقديم خدمات التموين في المحافظة, لكن أعتقد أنه يمكن تحسينها أكثر لتوفير المزيد من الراحة للمواطنين. شكرا على هذا الجهد الرائع!",جمعية الحياة,السويس,أنا سعيد جدا بتقديم خدمات التموين في المحافظة لكن أعتقد أنه يمكن تحسينها أكثر لتوفير المزيد من الراحة للمواطنين شكرا على هذا الجهد الرائع
4,"انا شايف انه ممكن يكون أفضل لو كان فيه اكتر تنوع في الأطعمة, بس الحمد لله على الأقل احنا بنأكل.",مكتب الخير,الدقهلية,انا شايف انه ممكن يكون أفضل لو كان فيه اكتر تنوع في الأطعمة بس الحمد لله على الأقل احنا بنأكل
4,"أنا سعيد لتقديم هذا التعليق لك! ها نحن ذا: أنا مش راضيا على خدمات التموين في المحافظة دي, ده لأنها بتأخر كتير وبتعطل دايما, وأنا عاوز أحسن مما هي عليه دلوقتي. بالتوفيق!",شركة مروة للطعام,مطروح,أنا سعيد لتقديم هذا التعليق لك ها نحن ذا أنا مش راضيا على خدمات التموين في المحافظة دي ده لأنها بتأخر كتير وبتعطل دايما وأنا عاوز أحسن مما هي عليه دلوقتي بالتوفيق
4,"أنا سعيد جدا بخدمة التموين اللي بنشوفها دلوقتي في محافظتنا, لكن هناك بعض المشاكل الصغيرة اللي بتتكرر كل شهر. على سبيل المثال, مرة واحدة كان فيه نقص في الأرز والفول, ومرة تانية كانت المشكلة في الزيت والزبدة! أتمنى لو أنهم يعملوا بجد أكبر علشان نرتاح ونقدر نستمتع بالخدمة دي بشكل أفضل.",جمعية إطعام,قنا,أنا سعيد جدا بخدمة التموين اللي بنشوفها دلوقتي في محافظتنا لكن هناك بعض المشاكل الصغيرة اللي بتتكرر كل شهر على سبيل المثال مرة واحدة كان فيه نقص في الأرز والفول ومرة تانية كانت المشكلة في الزيت والزبدة أتمنى لو أنهم يعملوا بجد أكبر علشان نرتاح ونقدر نستمتع بالخدمة دي بشكل أفضل
1,"أنا مش فاهم إيه المشكلة مع التموين! هو فيه مشاكل ولا لأ? أنا بصراحة حسيت إنه أحسن من قبل, لكن ده رأيي الشخصي. ولو عندك أي اقتراحات لتحسينه فلا تتردد في مشاركتها! تحياتي.",مكتب الطعام الصحي مكتب الغذاء الجيد,الجيزة,أنا مش فاهم إيه المشكلة مع التموين هو فيه مشاكل ولا لأ أنا بصراحة حسيت إنه أحسن من قبل لكن ده رأيي الشخصي ولو عندك أي اقتراحات لتحسينه فلا تتردد في مشاركتها تحياتي
1,"أنا مش شايف أي تحسن كبير في خدمات التموين, كل مرة بنلاقي الحاجات بتضيع وبترجع تاني بعد شهر! احنا لازم نغير النظام ده ونرجع الثقة للناس اللي بتحب تساعد.",مكتب الشروق للتوريدات الغذائية,القاهرة,أنا مش شايف أي تحسن كبير في خدمات التموين كل مرة بنلاقي الحاجات بتضيع وبترجع تاني بعد شهر احنا لازم نغير النظام ده ونرجع الثقة للناس اللي بتحب تساعد
5,"أنا سعيد جدا بالتغذية الراجعة التي تلقيتها على خدمتي للتموين! لقد كانت تجربة رائعة حقا, وأنا أقدر كل الدعم الذي أتلقاه منكم جميعا. شكرا جزيلا لكم وأتمنى لكم يوم جميل وسعيد!",جمعية التعاون الغذائي,البحيرة,أنا سعيد جدا بالتغذية الراجعة التي تلقيتها على خدمتي للتموين لقد كانت تجربة رائعة حقا وأنا أقدر كل الدعم الذي أتلقاه منكم جميعا شكرا جزيلا لكم وأتمنى لكم يوم جميل وسعيد
2,"أنا مش راضي خالص عن خدمات التموين هنا في مرسى مطروح, كل شوية بنشوف مشاكل كتير مع الطعام والتوصيل والخدمة العامة كلها محتاجة تطوير كبير عشان نقدر نعيش بشكل طبيعي. لو كان ممكن نغير النظام ده هنكون أسعد شعب على وجه الأرض!",مكتب السواني,مطروح,أنا مش راضي خالص عن خدمات التموين هنا في مرسى مطروح كل شوية بنشوف مشاكل كتير مع الطعام والتوصيل والخدمة العامة كلها محتاجة تطوير كبير عشان نقدر نعيش بشكل طبيعي لو كان ممكن نغير النظام ده هنكون أسعد شعب على وجه الأرض
4,"أنا سعيد بخدمة التموين في المحافظة, بس هي مش تمام خالص! فيه بعض الأيام بتكون متوفرة وباردة أوي, وبعضها الآخر مفيش فيها حاجة على الإطلاق. أتمنى لو كانوا يقدرون على تحسين جودة المنتجات والأسعار أيضا. بصراحة, أقدر أعمل أي شيء عشان أحافظ على صحتي وأبقى بصحة عائلتي.",مكتب الرابطة الغذائية,البحيرة,أنا سعيد بخدمة التموين في المحافظة بس هي مش تمام خالص فيه بعض الأيام بتكون متوفرة وباردة أوي وبعضها الآخر مفيش فيها حاجة على الإطلاق أتمنى لو كانوا يقدرون على تحسين جودة المنتجات والأسعار أيضا بصراحة أقدر أعمل أي شيء عشان أحافظ على صحتي وأبقى بصحة عائلتي
1,"أنا مش عارفة أقول أيه, لكن بصراحة ده أسوأ نظام توصيل أكل أتفرج عليه في حياتي! كل يوم بنشوف مشاكل جديدة مع التوصيل وبصراحة احنا بقينا خايفين نتناول الأكل من البيت عشان كده! لازم يعملوا حاجة علشان الناس تبقى مرتاحة, والله حرام عليهم.",جمعية حياه طيبة,القاهرة,أنا مش عارفة أقول أيه لكن بصراحة ده أسوأ نظام توصيل أكل أتفرج عليه في حياتي كل يوم بنشوف مشاكل جديدة مع التوصيل وبصراحة احنا بقينا خايفين نتناول الأكل من البيت عشان كده لازم يعملوا حاجة علشان الناس تبقى مرتاحة والله حرام عليهم
3,"أنا مش عارف أنا ليه بتكلم على التموين, بس الحقيقة أنه بيخبط بجد. احنا بنأكل ونلبس بالحلال, لكن الحاجات اللي بيعملها ربنا علينا.",شركة طه للتنمية المستدامة,سوهاج,أنا مش عارف أنا ليه بتكلم على التموين بس الحقيقة أنه بيخبط بجد احنا بنأكل ونلبس بالحلال لكن الحاجات اللي بيعملها ربنا علينا
2,أنا سعيد لتقديم تعليقات على خدمات التموين في مصر! يرجى إعلامي بالموقع الذي ترغب فيه وتركه لي حتى أتمكن من إعداد الرد المناسب لك.,جمعية غذاء الحياة,السويس,أنا سعيد لتقديم تعليقات على خدمات التموين في مصر يرجى إعلامي بالموقع الذي ترغب فيه وتركه لي حتى أتمكن من إعداد الرد المناسب لك
4,"أنا عايز أقول لك إن خدمات التموين بتتحسن شوية, لكن مش تمام بعد! أنا بحاول أعمل اللي بيطلب مني وأقدر أقدر أساعد الناس أكتر.",مجلس التعاون الخليجي لخدمات التموين,مطروح,أنا عايز أقول لك إن خدمات التموين بتتحسن شوية لكن مش تمام بعد أنا بحاول أعمل اللي بيطلب مني وأقدر أقدر أساعد الناس أكتر
3,"أنا مش عارف أقول إيه, لكن أعتقد إن التموين في الصعيد أحسن شوية دلوقتي مقارنة بالماضي. رغم كده فيه بعض الأماكن اللي محتاجة تحسينات كتير علشان الناس تقدر تستمتع بالخدمات بشكل أفضل. أتمنى لو الحكومة تركز على تطوير المناطق الأكثر احتياجا في المستقبل القريب.",جمعية طيبة للإطعام,سوهاج,أنا مش عارف أقول إيه لكن أعتقد إن التموين في الصعيد أحسن شوية دلوقتي مقارنة بالماضي رغم كده فيه بعض الأماكن اللي محتاجة تحسينات كتير علشان الناس تقدر تستمتع بالخدمات بشكل أفضل أتمنى لو الحكومة تركز على تطوير المناطق الأكثر احتياجا في المستقبل القريب
1,"أنا مش راضيا على الخدمات اللي بنلاقها هنا في الجيزة, خاصة بالنسبة للتموين. أنا أعطيهم واحد من خمس نجوم علشان كده! لو كان فيه تحسين حقيقي في الجودة والحجم والتوقيت, كانوا قدروا يحصلوا على تقييم أعلى مني.",مكتب خير زمان,الجيزة,أنا مش راضيا على الخدمات اللي بنلاقها هنا في الجيزة خاصة بالنسبة للتموين أنا أعطيهم واحد من خمس نجوم علشان كده لو كان فيه تحسين حقيقي في الجودة والحجم والتوقيت كانوا قدروا يحصلوا على تقييم أعلى مني
4,"أنا سعيد جدا لأن خدمة التموين في المحافظة وصلت إلى مستوى جيد. ولكن, بصراحة, كان يمكن تحسينها شوية. لو كانت أحسن, كنا نقدر نستفيد أكثر منها ونقدر نأكل أكلة حلوة كل يوم!",جمعية سند الخير,بني سويف,أنا سعيد جدا لأن خدمة التموين في المحافظة وصلت إلى مستوى جيد ولكن بصراحة كان يمكن تحسينها شوية لو كانت أحسن كنا نقدر نستفيد أكثر منها ونقدر نأكل أكلة حلوة كل يوم
1,"أنا عايز أقول إنك بتعمل مجهود كبير يا باشا, لكن الحاجات اللي بنحتاجها هي شوية تحسينات بسيطة علشان نقدر نثق فيك أكتر ونقدر نقول عنك أنك خدمتنا كويس. شكرا على المجهود!",جمعية نوران للتموين,المنيا,أنا عايز أقول إنك بتعمل مجهود كبير يا باشا لكن الحاجات اللي بنحتاجها هي شوية تحسينات بسيطة علشان نقدر نثق فيك أكتر ونقدر نقول عنك أنك خدمتنا كويس شكرا على المجهود
4,"أنا سعيد جدا بتلقي هذا التقييم الإيجابي لخدمة التموين في محافظتنا الحبيبة! لقد عملنا بجد لتحسين جودة الطعام والتوصيل, وأنا متأكد أنكم سوف ترون التحسن المستمر في المستقبل القريب. شكرا لكم على دعمكم وثقتكم فينا.",جمعية طيبة للإطعام,سوهاج,أنا سعيد جدا بتلقي هذا التقييم الإيجابي لخدمة التموين في محافظتنا الحبيبة لقد عملنا بجد لتحسين جودة الطعام والتوصيل وأنا متأكد أنكم سوف ترون التحسن المستمر في المستقبل القريب شكرا لكم على دعمكم وثقتكم فينا
3,"أنا مش عارف أتكلم بصراحة, لكن لو عايز أقول الحقيقة فأنا أعتقد أن خدمات التموين في السويس تحتاج إلى تطوير كبير علشان نقدر نقول أنها جيدة. بالرغم من الصعوبات اللي بنواجهها بسبب الظروف الحالية, إلا أننا لازم نستمر ونعمل بجد لتحسين الوضع ده. أتمنى أن الحكومة تقدر تفهم مشاكلنا وتعمل على حلها بأسرع وقت ممكن.",جمعية الشروق,السويس,أنا مش عارف أتكلم بصراحة لكن لو عايز أقول الحقيقة فأنا أعتقد أن خدمات التموين في السويس تحتاج إلى تطوير كبير علشان نقدر نقول أنها جيدة بالرغم من الصعوبات اللي بنواجهها بسبب الظروف الحالية إلا أننا لازم نستمر ونعمل بجد لتحسين الوضع ده أتمنى أن الحكومة تقدر تفهم مشاكلنا وتعمل على حلها بأسرع وقت ممكن
5,"أنا سعيد جدا بخدمة التموين في المحافظة. إنها فعلا حاجة ملحة بالنسبة لنا, وكمان بتوفر فيها كل الحاجات اللي نحتاجها يوميا. ربنا يبارك في المسؤولين عليها ويوفقهم دايما لما فيه خير البلد. شكرا جزيلا.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة,أنا سعيد جدا بخدمة التموين في المحافظة إنها فعلا حاجة ملحة بالنسبة لنا وكمان بتوفر فيها كل الحاجات اللي نحتاجها يوميا ربنا يبارك في المسؤولين عليها ويوفقهم دايما لما فيه خير البلد شكرا جزيلا
4,"أنا سعيد جدا بالخدمة التموينية اللي بتقدمها محافظتنا, بس هي مش دايما كده. أحيان بيكون فيها تأخير وبتحصل أخطاء كتير, وده بيأثر على الناس اللي محتاجين الدعم ده عشان يعيشوا حياتهم بشكل طبيعي. أتمنى أنهم يقدرون يتعاملوا مع المشكلة دي بسرعة ويبطلوا الأخطاء التانية اللي بتحصل. شكرا لكم!",مكتب التموين,دمياط,أنا سعيد جدا بالخدمة التموينية اللي بتقدمها محافظتنا بس هي مش دايما كده أحيان بيكون فيها تأخير وبتحصل أخطاء كتير وده بيأثر على الناس اللي محتاجين الدعم ده عشان يعيشوا حياتهم بشكل طبيعي أتمنى أنهم يقدرون يتعاملوا مع المشكلة دي بسرعة ويبطلوا الأخطاء التانية اللي بتحصل شكرا لكم
3,"أنا عايز أقول إن التموين ده مش كويس خالص! كل مرة أطلب منه حاجة, بيحصل مشاكل كتير ومش بيفتحوا على طول. وأنا كمان مش بفهم الأسعار دي كلها ولا أعرف فين الأكشاك اللي المفروض يكونوا موجودين عشان أقدر أطلب منهم حاجات زي البيض والحليب والخبز. لو كان فيه أي تحسينات, هكون سعيد جدا!",مكتب جمعية نور,القاهرة,أنا عايز أقول إن التموين ده مش كويس خالص كل مرة أطلب منه حاجة بيحصل مشاكل كتير ومش بيفتحوا على طول وأنا كمان مش بفهم الأسعار دي كلها ولا أعرف فين الأكشاك اللي المفروض يكونوا موجودين عشان أقدر أطلب منهم حاجات زي البيض والحليب والخبز لو كان فيه أي تحسينات هكون سعيد جدا
3,"أنا حبيت أشارك تجربتي مع خدمة التموين في المنصورة, بصراحة مش راضية عنها خالص! كنت متوقعاها أحسن مما هي عليه دلوقتي, لكن للأسف كانت أقل من المتوسط. أتمنى لو يتم تحسينها عشان نقدر نستفيد منها بشكل أفضل.",مكتب الغذاء,الدقهلية,أنا حبيت أشارك تجربتي مع خدمة التموين في المنصورة بصراحة مش راضية عنها خالص كنت متوقعاها أحسن مما هي عليه دلوقتي لكن للأسف كانت أقل من المتوسط أتمنى لو يتم تحسينها عشان نقدر نستفيد منها بشكل أفضل
3,"أنا مش راضيا على خدمات التموين في سوهاج, لأنها متوترة جدا ومش كويسة. احنا محتاجين تطوير أكثر عشان نقدر نستفيد منها.",مكتب جمعية التغذية الصحية,سوهاج,أنا مش راضيا على خدمات التموين في سوهاج لأنها متوترة جدا ومش كويسة احنا محتاجين تطوير أكثر عشان نقدر نستفيد منها
5,"أنا سعيد جدا بتقديم خدمات التموين الجيدة في المحافظة الشرقية. أعتقد أنها تستحق تقييم أعلى من خمس نجوم! كل شيء كان على أكمل وجه, حتى الطعام الذي يقدموه لذيذ ومفيد للغاية. شكرا جزيلا لخدمة التموين الرائعة التي تقدمها محافظتنا الحبيبة!",مكتب نور المتحدة للتموين,الشرقية,أنا سعيد جدا بتقديم خدمات التموين الجيدة في المحافظة الشرقية أعتقد أنها تستحق تقييم أعلى من خمس نجوم كل شيء كان على أكمل وجه حتى الطعام الذي يقدموه لذيذ ومفيد للغاية شكرا جزيلا لخدمة التموين الرائعة التي تقدمها محافظتنا الحبيبة
5,"أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة المصرية. خاصة التموين, ده بيخلي حياة كتير ناس أسهل بكثير. بفضل التموين, بنقدر نوفر على الأقل الحاجات الأساسية لينا ولعائلتنا. شكرا للحكومة!",مكتب التعاون الغذائي بالمنوفية,المنوفية,أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة المصرية خاصة التموين ده بيخلي حياة كتير ناس أسهل بكثير بفضل التموين بنقدر نوفر على الأقل الحاجات الأساسية لينا ولعائلتنا شكرا للحكومة
5,أنا سعيد جدا بخدمة التموين في بورسعيد! إنهم يقومون بعمل رائع ويجعلون الحياة أسهل لنا كل يوم. شكرا جزيلا على خدمتكم الرائعة!,مكتب زهراء التموين,بورسعيد,أنا سعيد جدا بخدمة التموين في بورسعيد إنهم يقومون بعمل رائع ويجعلون الحياة أسهل لنا كل يوم شكرا جزيلا على خدمتكم الرائعة
4,"أنا مش راضي تمام عن خدمات التموين في المحافظة, بالرغم أنها كويسة لكن ممكن تتحسن أكتر. أنا عايزهم يعملوا إيه تاني عشان أكون راضيا تماما.",مكتب سمسمة للتوريد,السويس,أنا مش راضي تمام عن خدمات التموين في المحافظة بالرغم أنها كويسة لكن ممكن تتحسن أكتر أنا عايزهم يعملوا إيه تاني عشان أكون راضيا تماما
1,"أنا مش راضي على خدمات التموين دي, هما عايزين يكدبوا علينا! احنا بنشتغل بجد ونصرف فلوس كتير عشان ناكل ونشرب, ولما نقدر نستمتع بفلوسنا شوية, يطلعوا عندنا يقولولي إن الخدمات ضعيفة ومش كويسة!",مكتب نور,أسيوط,أنا مش راضي على خدمات التموين دي هما عايزين يكدبوا علينا احنا بنشتغل بجد ونصرف فلوس كتير عشان ناكل ونشرب ولما نقدر نستمتع بفلوسنا شوية يطلعوا عندنا يقولولي إن الخدمات ضعيفة ومش كويسة
4,"أنا مش عارف أقول إيه على خدمتكم يا جماعة, لكن بصراحة هي ليست كويسة جدا! الطعام بيتخزن كويس أوي ومش طازج دايما. وأوقات بتكون الأسعار غالية شوية كمان. أتمنى تتحسنوا وترجعوا زي الأول تاني! #متنمر_على_التأمينات_الجيزاوية",جمعية التموين السعيد بالجيزة,الجيزة,أنا مش عارف أقول إيه على خدمتكم يا جماعة لكن بصراحة هي ليست كويسة جدا الطعام بيتخزن كويس أوي ومش طازج دايما وأوقات بتكون الأسعار غالية شوية كمان أتمنى تتحسنوا وترجعوا زي الأول تاني متنمرعلىالتأميناتالجيزاوية
4,"أنا سعيد جدا بتقديم التعليقات على خدمات التموين! لقد قمت بتقييمها بـ 4/5 لأنها كانت ممتازة بالنسبة لي ولكن هناك دائما مجال للتحسين. أتطلع إلى رؤية المزيد من التحسينات في المستقبل القريب. شكرا جزيلا لكم جميعا على جهودكم الرائعة, وأتمنى أن تستمروا في تقديم هذا النوع الرائع من الخدمات للمواطنين المصريين. تحياتي الحارة للجميع.",مكتب الشروق للتوريدات الغذائية,القاهرة,أنا سعيد جدا بتقديم التعليقات على خدمات التموين لقد قمت بتقييمها بـ لأنها كانت ممتازة بالنسبة لي ولكن هناك دائما مجال للتحسين أتطلع إلى رؤية المزيد من التحسينات في المستقبل القريب شكرا جزيلا لكم جميعا على جهودكم الرائعة وأتمنى أن تستمروا في تقديم هذا النوع الرائع من الخدمات للمواطنين المصريين تحياتي الحارة للجميع
1,"أنا مش راضي خالص على خدمات التموين, ده لو عايزين نعيش بكرامة لازم نغير نظام التوزيع ده ونوصله للناس اللي محتاجينه بجد.",مكتبة التغذية,السويس,أنا مش راضي خالص على خدمات التموين ده لو عايزين نعيش بكرامة لازم نغير نظام التوزيع ده ونوصله للناس اللي محتاجينه بجد
3,"أنا مش راضي على خدمة التموين, إنها كويسة لكن ليست بأفضل شكل ممكن. أتمنى أنها تتحسن بمرور الوقت.",مكتب التغذية,السويس,أنا مش راضي على خدمة التموين إنها كويسة لكن ليست بأفضل شكل ممكن أتمنى أنها تتحسن بمرور الوقت
3,"أنا بصراحة مش راضيا على مستوى خدمات التموين في القليوبيه, كل مرة بنروح فيها للبقالة بتكون الأسعار غالية جدا ومش عارفين نختار ايه اللي هنخزنه لمدة شهر كامل! أنا عايز الحكومة تغير الطريقة دي وتريحنا شوية.",جمعية السندس,القليوبية,أنا بصراحة مش راضيا على مستوى خدمات التموين في القليوبيه كل مرة بنروح فيها للبقالة بتكون الأسعار غالية جدا ومش عارفين نختار ايه اللي هنخزنه لمدة شهر كامل أنا عايز الحكومة تغير الطريقة دي وتريحنا شوية
4,"أنا سعيد جدًا بخدمة التموين في المحافظة, لكن هناك بعض المشكلات التي تحتاج إلى حل سريع. أولاً, الطعام ليس دائمًا طازجًا ومفيد للصحة, وثانياً, الأسعار مرتفعة شوية بالنسبة للأجور المتوسطة. أتمنى لو يتم تحسين الجودة والأسعار لأن هذا أمر مهم جداً للمواطنين. شكراً لكم على الاستماع لنا!",مكتب التغذية,البحيرة,أنا سعيد جدا بخدمة التموين في المحافظة لكن هناك بعض المشكلات التي تحتاج إلى حل سريع أولا الطعام ليس دائما طازجا ومفيد للصحة وثانيا الأسعار مرتفعة شوية بالنسبة للأجور المتوسطة أتمنى لو يتم تحسين الجودة والأسعار لأن هذا أمر مهم جدا للمواطنين شكرا لكم على الاستماع لنا
1,أنا مش فاهم الكلام ده! هل ممكن تشرحلي إزاي أعمل كده?,جمعية سند الخير,بني سويف,أنا مش فاهم الكلام ده هل ممكن تشرحلي إزاي أعمل كده
