stars,review,district,governorate,clean_review,predicted_sentiment
3,"أنا سعيد جدا بتلقي هذا التقييم الإيجابي للخدمة! نحن نبذل قصارى جهدنا لتقديم أفضل الخدمات للمواطنين ونقدر ملاحظاتهم القيمة لتحسينها باستمرار. شكرا لك على دعمكم المستمر ونشكركم على وقتك واهتمامك. مع أطيب التحيات, فريق العمل.",جمعية إطعام المجتمع,البحيرة,أنا سعيد جدا بتلقي هذا التقييم الإيجابي للخدمة نحن نبذل قصارى جهدنا لتقديم أفضل الخدمات للمواطنين ونقدر ملاحظاتهم القيمة لتحسينها باستمرار شكرا لك على دعمكم المستمر ونشكركم على وقتك واهتمامك مع أطيب التحيات فريق العمل,Positive
1,"أنا مش راضيه جدا على الخدمه دي, كل اللي بيتقدموه هو الأكل وبس! لو فيه أي تحسين لازم يحصل, هعلن عليه بكل صراحه.",مجلس الأزرقي,بورسعيد,أنا مش راضيه جدا على الخدمه دي كل اللي بيتقدموه هو الأكل وبس لو فيه أي تحسين لازم يحصل هعلن عليه بكل صراحه,Positive
5,"الحمد لله على كل حال, أنا سعيد جدا بالخدمات اللي بيقدموها لينا في مطروح. فعلا ممتازين ورائعين! شكرا لكم جميعا.",جمعية ساقية الساحل,مطروح,الحمد لله على كل حال أنا سعيد جدا بالخدمات اللي بيقدموها لينا في مطروح فعلا ممتازين ورائعين شكرا لكم جميعا,Positive
4,"أنا سعيد جدا بخدمة التموين في المحافظة, ولكن هناك حاجة لتحسين جودة الطعام والتوصيل السريع. أتمنى أنهم يهتموا بأنا أكثر.",المبادرة الغذائية,البحيرة,أنا سعيد جدا بخدمة التموين في المحافظة ولكن هناك حاجة لتحسين جودة الطعام والتوصيل السريع أتمنى أنهم يهتموا بأنا أكثر,Positive
3,"بالرغم من الجهود اللى بتعملها الحكومة, إلا إن توصيل الطعام فى محافظتنا لسه مش تمام. أنا بتحمل وزى الناس كلهم, لكن لازم نبقى واقعيين ونقول الحقيقة.",مكتب جمعية التغذية الصحية,سوهاج,بالرغم من الجهود اللى بتعملها الحكومة إلا إن توصيل الطعام فى محافظتنا لسه مش تمام أنا بتحمل وزى الناس كلهم لكن لازم نبقى واقعيين ونقول الحقيقة,Negative
4,"أنا سعيد جدا بالموظفين اللي بيقدموا الدعم والتوصيل للطعام, لكن بصراحة فيه بعض المشاكل بتواجهنا مع توصيل الطلبات خلال الفترة الأخيرة, وأنا أتمنى أنهم يحلوها قريب عشان نقدر نستمتع بالخدمة مرة تانية. شكرا لكم على اهتمامكم!",المكتب المصري لتوريد الأغذية,الغربية,أنا سعيد جدا بالموظفين اللي بيقدموا الدعم والتوصيل للطعام لكن بصراحة فيه بعض المشاكل بتواجهنا مع توصيل الطلبات خلال الفترة الأخيرة وأنا أتمنى أنهم يحلوها قريب عشان نقدر نستمتع بالخدمة مرة تانية شكرا لكم على اهتمامكم,Positive
2,"أنا مش راضي على خدمة التوزيع دي خالص, هي ناقصة جدا. لو كانت بتوفر أكتر كان ممكن نقدر نستفيد منها ونعيش حياتنا بشكل طبيعي, لكن للأسف هي بقت مرة واحدة كل شهر ومش كافية أبدا. أتمنى أنهم يقدرون ويصححوا الوضع ده قريب.",مكتب الشروق للطعام,الشرقية,أنا مش راضي على خدمة التوزيع دي خالص هي ناقصة جدا لو كانت بتوفر أكتر كان ممكن نقدر نستفيد منها ونعيش حياتنا بشكل طبيعي لكن للأسف هي بقت مرة واحدة كل شهر ومش كافية أبدا أتمنى أنهم يقدرون ويصححوا الوضع ده قريب,Negative
2,"أنا مش راضي تماما على خدمة التموين في محافظتنا, بقالنا كتير وقت نروح نستلم السلع التموينية ونلاقى الناس بتزاحم مع بعض وبالكثير من المشاكل. أتمنى لو الحكومة تقدر تحسن الوضع وتقلل الزحمة.",جمعية مركز الخير,قنا,أنا مش راضي تماما على خدمة التموين في محافظتنا بقالنا كتير وقت نروح نستلم السلع التموينية ونلاقى الناس بتزاحم مع بعض وبالكثير من المشاكل أتمنى لو الحكومة تقدر تحسن الوضع وتقلل الزحمة,Negative
1,"أنا مش عارف أحل مشكلة التموين دي, كل شهر بنحصل على كمية محدودة جدا من السلع الغذائية والبقالة, وبصراحة الموضوع بيخلينا نفضل جوعانين طول الشهر! لازم الحكومة تعمل حاجة عشان نقدر نعيش بكرامة ونأكل كويس.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة,أنا مش عارف أحل مشكلة التموين دي كل شهر بنحصل على كمية محدودة جدا من السلع الغذائية والبقالة وبصراحة الموضوع بيخلينا نفضل جوعانين طول الشهر لازم الحكومة تعمل حاجة عشان نقدر نعيش بكرامة ونأكل كويس,Negative
3,"أنا سعيد لتقديم هذا الرد لك. يرجى ملاحظة أنه نظرا لأنني نموذج نصي مبني على الذكاء الاصطناعي, فلا يمكنني كتابة تعليقات محددة حول خدمة التموين في مصر. ومع ذلك, يمكنك استخدام تنسيقات النص الخاصة بي لكتابة التعليقات بنفسك. هنا مثال على كيفية استخدامه: أنا راني أكتب تعليق عن خدمة التموين في مرسى مطروح, وبصراحة مش راضي عنها خالص. حتى لو كانت جيدة, لكن المشكلة هي المكان نفسه. لازم يتعدل شوية عشان نقدر نستفيد منه بشكل أفضل. آمل أن يكون هذا مفيدا",مكتب السواني,مطروح,أنا سعيد لتقديم هذا الرد لك يرجى ملاحظة أنه نظرا لأنني نموذج نصي مبني على الذكاء الاصطناعي فلا يمكنني كتابة تعليقات محددة حول خدمة التموين في مصر ومع ذلك يمكنك استخدام تنسيقات النص الخاصة بي لكتابة التعليقات بنفسك هنا مثال على كيفية استخدامه أنا راني أكتب تعليق عن خدمة التموين في مرسى مطروح وبصراحة مش راضي عنها خالص حتى لو كانت جيدة لكن المشكلة هي المكان نفسه لازم يتعدل شوية عشان نقدر نستفيد منه بشكل أفضل آمل أن يكون هذا مفيدا,Neutral
2,"أنا مش راضيه عن خدمات التموين في محافظتنا, لأنها بتكون بطيئة أوي ومش دايما بتحضر الأكل كويس. بقالك كتير هتفكر وتتكلم عنه بس مفيش أي تغيير حقيقي. لازم نتحرك ونعمل حاجة جديدة عشان نقدر نعيش بكرامة وأمان.",مكتب التموين,دمياط,أنا مش راضيه عن خدمات التموين في محافظتنا لأنها بتكون بطيئة أوي ومش دايما بتحضر الأكل كويس بقالك كتير هتفكر وتتكلم عنه بس مفيش أي تغيير حقيقي لازم نتحرك ونعمل حاجة جديدة عشان نقدر نعيش بكرامة وأمان,Negative
1,"أنا مش راضي خالص على خدمات التموين دي! كل مرة أحتاج حاجة, لازم أروح كتير عشان ألاقيها. دا لو كانت موجودة أصلا, بس للأسف مفيش. أنا شايف إن الحكومة بتضيع وقتنا وموارد الدولة في حاجات مش مهمة. المفروض يكونوا مركزين أكتر على الحاجات اللي تهم الناس فعلا.",مكتب الشروق للتوريدات الغذائية,القاهرة,أنا مش راضي خالص على خدمات التموين دي كل مرة أحتاج حاجة لازم أروح كتير عشان ألاقيها دا لو كانت موجودة أصلا بس للأسف مفيش أنا شايف إن الحكومة بتضيع وقتنا وموارد الدولة في حاجات مش مهمة المفروض يكونوا مركزين أكتر على الحاجات اللي تهم الناس فعلا,Negative
5,"أنا سعيد جدا بخدمة التموين في أسيوط! إنها حقا رائعة, بجد. كل حاجة بنحتاجها بتوصل لحد باب البيت وبأسعار معقولة كمان. ربنا يبارك في القائمين عليها ويحسن أعمالهم. شكرا جزيلا على خدمتكم الرائعة.",مكتب الأمل للمغاربة,أسيوط,أنا سعيد جدا بخدمة التموين في أسيوط إنها حقا رائعة بجد كل حاجة بنحتاجها بتوصل لحد باب البيت وبأسعار معقولة كمان ربنا يبارك في القائمين عليها ويحسن أعمالهم شكرا جزيلا على خدمتكم الرائعة,Positive
4,"أهلا يا ريس, أنا عايز أقول حاجة واحدة بس بخصوص التموين في القاهرة, مش عارف ليه الناس كلها بتضايق منه? أنا أعتقد إنه ممكن يكون أفضل لو حصل بعض التغييرات البسيطة, ولكن على الأقل إحنا بنحصل على الطعام ده مجانا! أتمنى أنك فهمت وجهة نظري وتتقبلها بصدر رحب. تحياتي لك ولكل المصريين.",مؤسسة الطعام الصحي,القاهرة,أهلا يا ريس أنا عايز أقول حاجة واحدة بس بخصوص التموين في القاهرة مش عارف ليه الناس كلها بتضايق منه أنا أعتقد إنه ممكن يكون أفضل لو حصل بعض التغييرات البسيطة ولكن على الأقل إحنا بنحصل على الطعام ده مجانا أتمنى أنك فهمت وجهة نظري وتتقبلها بصدر رحب تحياتي لك ولكل المصريين,Positive
4,أنا سعيد جدا بخدمة التموين في الأسكندرية! كانت تجربة رائعة وأنا راض تماما عنها.,جمعية الغذاء الصحي,الإسكندرية,أنا سعيد جدا بخدمة التموين في الأسكندرية كانت تجربة رائعة وأنا راض تماما عنها,Positive
4,"أنا سعيد جدا بالخدمة التي حصلت عليها اليوم من التموين, بس بصراحة مش بيقولي خمس نجوم بالضبط! لكن بلاش تلوموا الحكومة كتير, لأن دي حاجة صعبة أوي ونقدر نقدر نحققها أكتر في المستقبل. شكرا لكم على خدمتكم الرائعة!",مكتب النجاح,الدقهلية,أنا سعيد جدا بالخدمة التي حصلت عليها اليوم من التموين بس بصراحة مش بيقولي خمس نجوم بالضبط لكن بلاش تلوموا الحكومة كتير لأن دي حاجة صعبة أوي ونقدر نقدر نحققها أكتر في المستقبل شكرا لكم على خدمتكم الرائعة,Positive
5,"أنا سعيد جدا بخدمة التموين دي, لأن الناس بيستعملوها كويس وبخير. ربنا يبارك فيها ويبارك اللي بيشوفنا بنفع للبلد.",مكتب نور الحياة,المنيا,أنا سعيد جدا بخدمة التموين دي لأن الناس بيستعملوها كويس وبخير ربنا يبارك فيها ويبارك اللي بيشوفنا بنفع للبلد,Positive
5,"أنا راضية جدا على خدمة التوزيع دي, فهي بتوصل كل الحاجات اللي محتاجها وبسرعة كبيرة. ربنا يكرمنا ويبارك فينا.",مكتب التغذية الصحية,الدقهلية,أنا راضية جدا على خدمة التوزيع دي فهي بتوصل كل الحاجات اللي محتاجها وبسرعة كبيرة ربنا يكرمنا ويبارك فينا,Positive
1,"أنا مش فاهم إيه المشكلة مع خدمات التموين! احنا بنشتكي طول الوقت ومش عارف ليه محدش بيسمعنا! إحنا عايزين نعيش حياة كريمة, لكن كل اللي بيحصل إننا ندفع فواتير كتير أوي ونخلص نروح تاني.",مكتب جنة التغذية,الإسكندرية,أنا مش فاهم إيه المشكلة مع خدمات التموين احنا بنشتكي طول الوقت ومش عارف ليه محدش بيسمعنا إحنا عايزين نعيش حياة كريمة لكن كل اللي بيحصل إننا ندفع فواتير كتير أوي ونخلص نروح تاني,Negative
2,"أنا عايز أقول لك إني حاولت أستخدم خدمة التموين في الزقازيق, لكن للأسف كانت تجربة سيئة جدا. حصلت على وجبة مشبعة شوية بس كانت طعمها وحش أوي! ومش عارفة إيه السبب ده. لو كان عندي خيار تاني كنت اخترت حاجة أحسن بالتأكيد.",الجمعية التعاونية للتوريدات الغذائية,الشرقية,أنا عايز أقول لك إني حاولت أستخدم خدمة التموين في الزقازيق لكن للأسف كانت تجربة سيئة جدا حصلت على وجبة مشبعة شوية بس كانت طعمها وحش أوي ومش عارفة إيه السبب ده لو كان عندي خيار تاني كنت اخترت حاجة أحسن بالتأكيد,Positive
2,"أنا مش راضي تماما عن خدمة التموين في محافظتنا, فأنا أعتقد أنها يمكن تحسينها بشكل كبير عشان نقدر نستفيد منها حق قدرنا. حتى لو كانت جيدة شوية, هي تستحق تقييم أعلى من كده بكثير!",مكتب نور الحياة,المنيا,أنا مش راضي تماما عن خدمة التموين في محافظتنا فأنا أعتقد أنها يمكن تحسينها بشكل كبير عشان نقدر نستفيد منها حق قدرنا حتى لو كانت جيدة شوية هي تستحق تقييم أعلى من كده بكثير,Negative
1,"أنا مش عارفة أعمل إيه, ممكن أكون مخطئة لكن أعتقد إن خدمات التموين دي كانت كويسة بالنسبة ليا بس دلوقتي بقت صعبة جدا علشان الناس توصلها. الحاجة الوحيدة اللي حسيت أنها محتاجة تحسين هي طريقة التوصيل, لأن بعض الأحيان كان يوصلوا الحاجات بعد فوات الأوان وكمان أحيانا كانوا بيخدعوا الناس بأشياء ليست حقيقية. أتمنى أنهم يعملوا على حل مشاكلهم بسرعة عشان نقدر نستمتع بالخدمة بشكل أفضل.",الجمعية التعاونية للتوريدات الغذائية,الشرقية,أنا مش عارفة أعمل إيه ممكن أكون مخطئة لكن أعتقد إن خدمات التموين دي كانت كويسة بالنسبة ليا بس دلوقتي بقت صعبة جدا علشان الناس توصلها الحاجة الوحيدة اللي حسيت أنها محتاجة تحسين هي طريقة التوصيل لأن بعض الأحيان كان يوصلوا الحاجات بعد فوات الأوان وكمان أحيانا كانوا بيخدعوا الناس بأشياء ليست حقيقية أتمنى أنهم يعملوا على حل مشاكلهم بسرعة عشان نقدر نستمتع بالخدمة بشكل أفضل,Positive
3,"أنا مش عارفة أحكيلكم إيه بصراحة, لكن أعتقد إن خدمة التموين بتكون كويسة بالنسبة للى بيستعملوها صح وبتفهموا كيفاش تعمل. ولكن فى بعض الأحيان يمكن يكون فيها مشاكل, وأنا اعتقد إنه لازم يعملوا تطوير على النظام علشان يقدر الناس تستفيد منه بشكل أفضل. وأكيد أقدر أقول إن الحكومة بتحاول تساعدنا قدر الإمكان ومش هتقصر معانا.",مكتب النهضة,الإسماعيلية,أنا مش عارفة أحكيلكم إيه بصراحة لكن أعتقد إن خدمة التموين بتكون كويسة بالنسبة للى بيستعملوها صح وبتفهموا كيفاش تعمل ولكن فى بعض الأحيان يمكن يكون فيها مشاكل وأنا اعتقد إنه لازم يعملوا تطوير على النظام علشان يقدر الناس تستفيد منه بشكل أفضل وأكيد أقدر أقول إن الحكومة بتحاول تساعدنا قدر الإمكان ومش هتقصر معانا,Positive
3,"أنا مش راضيين على الخدمات اللي بنحصل عليها, ده حتى لو كانت مجانية! احنا لازم نغير نظام التوزيع ونوصله للناس الأحق به.",جمعية مطبخ المنصورة,الدقهلية,أنا مش راضيين على الخدمات اللي بنحصل عليها ده حتى لو كانت مجانية احنا لازم نغير نظام التوزيع ونوصله للناس الأحق به,Negative
1,"أنا مش راضي خالص على خدمات التموين دي, هي بتستحق واحد من خمس نجوم?! إحنا بنأكل أكلة اللي بياخدها الكلب, دا كله عشان الناس اللي عندها فلوس تاكل أحسن بكتير. لو كان عندي سلطة هعمل ثورة هنا وأغير كل حاجة للأحسن.",مكتب التموين,القاهرة,أنا مش راضي خالص على خدمات التموين دي هي بتستحق واحد من خمس نجوم إحنا بنأكل أكلة اللي بياخدها الكلب دا كله عشان الناس اللي عندها فلوس تاكل أحسن بكتير لو كان عندي سلطة هعمل ثورة هنا وأغير كل حاجة للأحسن,Positive
1,"أنا مش فاهم الموضوع كويس, بس هقول رأيي ببساطة. أنا شايف أنه لو كان عندنا نظام توصيل أفضل, كنا نقدر نستفيد منه بشكل أحسن ونقدر نحافظ على صحتنا. لكن للأسف, الأمر ليس بهذه السهولة. أتمنى أنهم يقدرون رأيهم ويحسنوا الوضع للأفضل!",مؤسسة الطعام الصحي,القاهرة,أنا مش فاهم الموضوع كويس بس هقول رأيي ببساطة أنا شايف أنه لو كان عندنا نظام توصيل أفضل كنا نقدر نستفيد منه بشكل أحسن ونقدر نحافظ على صحتنا لكن للأسف الأمر ليس بهذه السهولة أتمنى أنهم يقدرون رأيهم ويحسنوا الوضع للأفضل,Positive
2,"أنا مش راضي على خدمة التموين, فهي ليست بالمستوى المطلوب. أنا أحتاج لأكل صحي ولذيذ, ولكن ده مستحيل مع نوعية الطعام اللي بيقدموها هنا.",جمعية الشروق,السويس,أنا مش راضي على خدمة التموين فهي ليست بالمستوى المطلوب أنا أحتاج لأكل صحي ولذيذ ولكن ده مستحيل مع نوعية الطعام اللي بيقدموها هنا,Negative
5,"أنا سعيد جدا بخدمة التوصيل دي, لأنها بتقدم لي كل اللي أحتاجه وبسرعة كبيرة. مش عارف أنا حاسس إني محظوظ أوي عشان أقدر أستفيد منها.",شركة بيست فودز,الإسكندرية,أنا سعيد جدا بخدمة التوصيل دي لأنها بتقدم لي كل اللي أحتاجه وبسرعة كبيرة مش عارف أنا حاسس إني محظوظ أوي عشان أقدر أستفيد منها,Positive
4,"أنا سعيد جدا بالمنتجات التي أستلمها كل شهر على باب بيتي, لكن أتمنى أنهم يقدرون الوقت اللي بنستغرقه علشان نختار المنتجات ونوصلها لحد البيت. وأكيد نقدر الجهد المبذول عشان يوصلوا لنا الحاجات دي بسهولة وأمان. شكرا جزيلا لكم.",مكتب الحياة,السويس,أنا سعيد جدا بالمنتجات التي أستلمها كل شهر على باب بيتي لكن أتمنى أنهم يقدرون الوقت اللي بنستغرقه علشان نختار المنتجات ونوصلها لحد البيت وأكيد نقدر الجهد المبذول عشان يوصلوا لنا الحاجات دي بسهولة وأمان شكرا جزيلا لكم,Positive
4,أنا سعيد جدا بتلقي مثل هذا التقييم الرائع للخدمة التي نقدمها. نحن نعمل بجد لضمان تقديم أفضل الخدمات الممكنة لعملائنا الكرام في جميع الأوقات. شكرا لك على وقتك ومشاركتك لنا رأيك البناء. أتطلع إلى الاستمرار في تحسين خدماتنا وتقديم الأفضل دائما. أتمنى لكم يوما سعيدا!,مكتب الأعمال الغذائية,أسيوط,أنا سعيد جدا بتلقي مثل هذا التقييم الرائع للخدمة التي نقدمها نحن نعمل بجد لضمان تقديم أفضل الخدمات الممكنة لعملائنا الكرام في جميع الأوقات شكرا لك على وقتك ومشاركتك لنا رأيك البناء أتطلع إلى الاستمرار في تحسين خدماتنا وتقديم الأفضل دائما أتمنى لكم يوما سعيدا,Positive
2,"أنا مش راضيين على مستوى الخدمات دي, كل مرة بنروح للمطعم بيبقوا فاكرين نفسهم أحسن مكان ممكن يكون فيه ونفضل نقضي ساعات طويلة عشان ناكل, ولا حتى طعم الأكل يبقى كويس! لازم يتحسنوا أكتر علشان نقدر ندعمهم ونشجعهم أكثر.",جمعية إطعام,قنا,أنا مش راضيين على مستوى الخدمات دي كل مرة بنروح للمطعم بيبقوا فاكرين نفسهم أحسن مكان ممكن يكون فيه ونفضل نقضي ساعات طويلة عشان ناكل ولا حتى طعم الأكل يبقى كويس لازم يتحسنوا أكتر علشان نقدر ندعمهم ونشجعهم أكثر,Positive
1,"أنا مش سعيد بالأكل النهاردة, لأن اللي بيتناولوا الطعام من خدمات التموين هنا في الإسكندرية بيفطروا على أكوام الزبالة والتوك توكات والحشرات.",مكتب التموين السعيد,الإسكندرية,أنا مش سعيد بالأكل النهاردة لأن اللي بيتناولوا الطعام من خدمات التموين هنا في الإسكندرية بيفطروا على أكوام الزبالة والتوك توكات والحشرات,Negative
3,"أنا مش راضيا على الخدمة دي, حتى لو كانت بتمر بميزانيتنا بس لازم يتحسنوا أكتر عشان نقدر نثق فيهم ونقدر نستفيد منهم بشكل أفضل.",مكتب سمير للتموين,الجيزة,أنا مش راضيا على الخدمة دي حتى لو كانت بتمر بميزانيتنا بس لازم يتحسنوا أكتر عشان نقدر نثق فيهم ونقدر نستفيد منهم بشكل أفضل,Positive
3,"أنا مش عارف أقول إيه, لكن أعتقد إن التموين ده يحتاج شوية تحسين علشان يكون أفضل.",الجمعية التعاونية للطعام الصحي,الإسكندرية,أنا مش عارف أقول إيه لكن أعتقد إن التموين ده يحتاج شوية تحسين علشان يكون أفضل,Negative
5,"أنا سعيد جدا بالخدمة اللي قدمتها للتوزيع في بورسعيد, فعلا ممتازة! أقدر كل الجهود اللى بتتم علشان الناس تستلم حصتها بانتظام وبجدارة. شكرا لكم على هذا العمل الرائع وأتمنى استمراره للأيام القادمة.",مؤسسة طعام البوابة الجديدة,بورسعيد,أنا سعيد جدا بالخدمة اللي قدمتها للتوزيع في بورسعيد فعلا ممتازة أقدر كل الجهود اللى بتتم علشان الناس تستلم حصتها بانتظام وبجدارة شكرا لكم على هذا العمل الرائع وأتمنى استمراره للأيام القادمة,Positive
2,"أنا مش سعيد بالأكل النهاردة, لأن اللي بيقدموا لينا الأكل في المدرسة مفيش فيه طعم ولا لون! كل يوم بنأكل نفس الحاجات, ومش عارفين ناكل إيه تاني خالص!",مكتب التموين,الشرقية,أنا مش سعيد بالأكل النهاردة لأن اللي بيقدموا لينا الأكل في المدرسة مفيش فيه طعم ولا لون كل يوم بنأكل نفس الحاجات ومش عارفين ناكل إيه تاني خالص,Negative
1,"أنا مش عارف أقول أي شيء إيجابي عن خدمة التموين هنا, كل اللي بيحصل إننا بنستلم حاجات قديمة وباردة ولازم نكررها تاني عشان نشوف حاجة جديدة! ده لو حصلنا على الحاجات أصلا!",مكتب الطعام الخير,البحيرة,أنا مش عارف أقول أي شيء إيجابي عن خدمة التموين هنا كل اللي بيحصل إننا بنستلم حاجات قديمة وباردة ولازم نكررها تاني عشان نشوف حاجة جديدة ده لو حصلنا على الحاجات أصلا,Negative
1,"أنا مش عارفة أقول لك إيه, لكن بصراحة, الخدمات التموينية هنا فى القاهرة بتكون فظيعة! بنشتغل بجد علشان نطلع بقالنا ومش قادرين نحصل على حاجة كويسه. أتمنى لو الحكومة تقدر تحسن الأمور ده شوية.",جمعية حياه طيبة,القاهرة,أنا مش عارفة أقول لك إيه لكن بصراحة الخدمات التموينية هنا فى القاهرة بتكون فظيعة بنشتغل بجد علشان نطلع بقالنا ومش قادرين نحصل على حاجة كويسه أتمنى لو الحكومة تقدر تحسن الأمور ده شوية,Negative
4,"أنا شايف إن خدمة التموين في بورسعيد كويسة, بس ممكن يكون فيها بعض الأخطاء البسيطة اللي بتتكرر كل شهر. أنا أتمنى لو يتم تحسينها عشان الناس تقدر تستمتع بالطعام الصحي والمريح.",مكتب زهراء التموين,بورسعيد,أنا شايف إن خدمة التموين في بورسعيد كويسة بس ممكن يكون فيها بعض الأخطاء البسيطة اللي بتتكرر كل شهر أنا أتمنى لو يتم تحسينها عشان الناس تقدر تستمتع بالطعام الصحي والمريح,Positive
4,"أهلا يا شباب, أنا جايبة رأي بسيط بخصوص خدمة التوزيع دي في الجيزة. بصراحة مش زعلان عليها خالص, هي فعلا كويسة لكن هناك بعض المشاكل اللي محتاجة تحل. على سبيل المثال, أحيانا بنحصل على منتجات بتتلف بعد يومين من التوصيل, وكمان الأسعار غالية شوية مقارنة بجودة المنتجات. أتمنى أنهم يقدرون يحلوا كل ده علشان نقدر نستمتع بالخدمة بشكل أفضل. تحياتي!",مكتب سمير للتموين,الجيزة,أهلا يا شباب أنا جايبة رأي بسيط بخصوص خدمة التوزيع دي في الجيزة بصراحة مش زعلان عليها خالص هي فعلا كويسة لكن هناك بعض المشاكل اللي محتاجة تحل على سبيل المثال أحيانا بنحصل على منتجات بتتلف بعد يومين من التوصيل وكمان الأسعار غالية شوية مقارنة بجودة المنتجات أتمنى أنهم يقدرون يحلوا كل ده علشان نقدر نستمتع بالخدمة بشكل أفضل تحياتي,Positive
3,"أنا مش عارفة أتكلم بجد, لكن أعتقد أنه ممكن يتحسن لو كان فيه رقابة أكتر على جودة الطعام والتوصيل. بصراحة, لم يكن جيد جدا اليومين اللي فاتوا.",جمعية مطبخ المنصورة,الدقهلية,أنا مش عارفة أتكلم بجد لكن أعتقد أنه ممكن يتحسن لو كان فيه رقابة أكتر على جودة الطعام والتوصيل بصراحة لم يكن جيد جدا اليومين اللي فاتوا,Neutral
1,"أنا مش فاهم إيه المشكلة مع خدمة التوصيل هنا! دايما بتأخر, وأحيان كتير بتبقى باردة أوي ومش طازجة خالص. وده بيأثر على صحتنا وبنعاني عشان كده بنصحهم يروحوا يجيبوا لواحد تاني يكون أفضل.",مكتب الأغذية المتكاملة,الإسماعيلية,أنا مش فاهم إيه المشكلة مع خدمة التوصيل هنا دايما بتأخر وأحيان كتير بتبقى باردة أوي ومش طازجة خالص وده بيأثر على صحتنا وبنعاني عشان كده بنصحهم يروحوا يجيبوا لواحد تاني يكون أفضل,Negative
4,"أنا سعيد جدا بتلقي تقييم إيجابي لخدمة التموين! أعتقد أنها كانت تجربة رائعة بالنسبة لي, خاصة أنني أعيش هنا في الإسكندرية وأستطيع الاستفادة منها بشكل جيد. أقدر الجهد المبذول لتوفير مثل تلك الخدمات الرائعة لنا المواطنين, وأتمنى استمرار هذا المستوى من الأداء العالي. شكرا جزيلا لكم على كل شيء.",شركة جيزة للأغذية,الإسكندرية,أنا سعيد جدا بتلقي تقييم إيجابي لخدمة التموين أعتقد أنها كانت تجربة رائعة بالنسبة لي خاصة أنني أعيش هنا في الإسكندرية وأستطيع الاستفادة منها بشكل جيد أقدر الجهد المبذول لتوفير مثل تلك الخدمات الرائعة لنا المواطنين وأتمنى استمرار هذا المستوى من الأداء العالي شكرا جزيلا لكم على كل شيء,Positive
5,"أنا سعيد جدا بخدمة التموين دي, لأنها بتقدم لنا كل الحاجات اللي محتاجينها وبتساعدنا على توفير الوقت والجهد. أنا بأعتبرها جزء مهم من حياتنا اليومية.",المكتبة الثقافية,المنوفية,أنا سعيد جدا بخدمة التموين دي لأنها بتقدم لنا كل الحاجات اللي محتاجينها وبتساعدنا على توفير الوقت والجهد أنا بأعتبرها جزء مهم من حياتنا اليومية,Positive
3,"أنا عايز أقول إني مش راضي تمامًا عن الخدمة دي, أنا كنت متوقع أحسن مما حصل فعلا. كان ممكن يكونوا أفضل شوية, لكن الحمد لله على كل حال.",مكتب التموين السعيد,الإسكندرية,أنا عايز أقول إني مش راضي تماما عن الخدمة دي أنا كنت متوقع أحسن مما حصل فعلا كان ممكن يكونوا أفضل شوية لكن الحمد لله على كل حال,Neutral
2,"أنا مش راضي تماما على خدمة التموين هنا في المنصورة, مفيش تنوع ولا جودة كافية للأكل اللي بيقدموه لنا. لو كانت بتتغير للأحسن كنت حقدرها أكتر وأكون أكثر رضا عنها.",مكتب السلام للتوريدات الغذائية,الدقهلية,أنا مش راضي تماما على خدمة التموين هنا في المنصورة مفيش تنوع ولا جودة كافية للأكل اللي بيقدموه لنا لو كانت بتتغير للأحسن كنت حقدرها أكتر وأكون أكثر رضا عنها,Negative
4,"أنا سعيد بخدمة التموين في المحافظة, لكن أعتقد أنها يمكن تحسينها شوية علشان نقدر نستفيد منها بشكل أفضل.",مجلس التنمية المستدامة للجمعية,كفر الشيخ,أنا سعيد بخدمة التموين في المحافظة لكن أعتقد أنها يمكن تحسينها شوية علشان نقدر نستفيد منها بشكل أفضل,Positive
2,"أنا مش راضيين على خدمات التموين اللي بنحصل عليها في الجيزة, حتى لو كانت اثنين من خمس نجوم ممكن يكون كويس بالنسبة لبعض الناس لكن بالنسبة لي هما بيخلوا الواحد يشعر بالعند والغلط. أتمنى أنهم يحسنوا نفسهم ويتحسنوا كمان عشان نقدر نثق فيهم ونقدر نعتمد عليهم بشكل أكبر.",مكتب الرابطة,الجيزة,أنا مش راضيين على خدمات التموين اللي بنحصل عليها في الجيزة حتى لو كانت اثنين من خمس نجوم ممكن يكون كويس بالنسبة لبعض الناس لكن بالنسبة لي هما بيخلوا الواحد يشعر بالعند والغلط أتمنى أنهم يحسنوا نفسهم ويتحسنوا كمان عشان نقدر نثق فيهم ونقدر نعتمد عليهم بشكل أكبر,Positive
